Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Estimation_Method,Distribution,Model
1,-0.5471655,-2.2935705,-1.3676875,-0.9978749,0.6858995,15,5.0,MAP,t-Distribution,Sequential RNN
2,0.58609015,-3.8415802,-2.457218,-1.9042814,1.0255435,15,5.0,MAP,t-Distribution,Sequential RNN
3,0.21029703,-2.259066,-1.3494145,-0.986085,0.6738751,15,5.0,MAP,t-Distribution,Sequential RNN
4,0.01406608,-2.292936,-1.3794591,-1.0146018,0.6767089,15,5.0,MAP,t-Distribution,Sequential RNN
5,0.07374249,-2.2138247,-1.3386093,-0.98903435,0.64836454,15,5.0,MAP,t-Distribution,Sequential RNN
6,0.42073068,-2.3860905,-1.4714059,-1.1060661,0.6776036,15,5.0,MAP,t-Distribution,Sequential RNN
7,0.66785467,-2.0637448,-1.2231377,-0.88738585,0.62272644,15,5.0,MAP,t-Distribution,Sequential RNN
8,-0.36354858,-2.2264383,-1.2917895,-0.9184759,0.692393,15,5.0,MAP,t-Distribution,Sequential RNN
9,0.9031877,-2.9418817,-1.8861341,-1.4644517,0.7821038,15,5.0,MAP,t-Distribution,Sequential RNN
10,-0.2524695,-2.4350088,-1.4177941,-1.0115023,0.7535584,15,5.0,MAP,t-Distribution,Sequential RNN
11,0.3861342,-2.4542007,-1.4382262,-1.0324297,0.7526398,15,5.0,MAP,t-Distribution,Sequential RNN
12,-0.4375274,-2.5690901,-1.5847943,-1.1916507,0.72917193,15,5.0,MAP,t-Distribution,Sequential RNN
13,-1.7225075,-2.5580544,-1.5306267,-1.1202556,0.7611243,15,5.0,MAP,t-Distribution,Sequential RNN
14,-0.15725996,-3.9955714,-2.4345126,-1.8110008,1.1564412,15,5.0,MAP,t-Distribution,Sequential RNN
15,0.80656797,-3.3323574,-2.2192466,-1.7746524,0.8245988,15,5.0,MAP,t-Distribution,Sequential RNN
16,-0.392504,-2.5602396,-1.6308415,-1.259625,0.6885034,15,5.0,MAP,t-Distribution,Sequential RNN
17,-0.923233,-2.2596757,-1.2847991,-0.89541775,0.7221942,15,5.0,MAP,t-Distribution,Sequential RNN
18,-0.17120469,-2.9376094,-1.7125779,-1.2232807,0.90751034,15,5.0,MAP,t-Distribution,Sequential RNN
19,-0.08223191,-3.0056162,-1.9258674,-1.4945986,0.7998839,15,5.0,MAP,t-Distribution,Sequential RNN
20,0.33458915,-2.5202386,-1.5888432,-1.2168291,0.689983,15,5.0,MAP,t-Distribution,Sequential RNN
21,-0.07735893,-2.1522865,-1.3373983,-1.011919,0.60367376,15,5.0,MAP,t-Distribution,Sequential RNN
22,0.13525608,-2.1678548,-1.293867,-0.9447823,0.6474552,15,5.0,MAP,t-Distribution,Sequential RNN
23,-0.10981993,-2.3253598,-1.4137774,-1.0496767,0.67530555,15,5.0,MAP,t-Distribution,Sequential RNN
24,0.4182415,-1.5964574,-0.8605268,-0.56658435,0.5451816,15,5.0,MAP,t-Distribution,Sequential RNN
25,0.2343779,-2.1812167,-1.3905591,-1.0747577,0.5857237,15,5.0,MAP,t-Distribution,Sequential RNN
26,-0.54049826,-1.958008,-1.1190215,-0.7839169,0.62152594,15,5.0,MAP,t-Distribution,Sequential RNN
27,-0.038216263,-3.0250876,-1.8080367,-1.3219271,0.9015982,15,5.0,MAP,t-Distribution,Sequential RNN
28,0.5676127,-2.4658382,-1.4760574,-1.0807232,0.7332352,15,5.0,MAP,t-Distribution,Sequential RNN
29,0.35446697,-2.49381,-1.5795356,-1.2143598,0.6772996,15,5.0,MAP,t-Distribution,Sequential RNN
30,0.1875655,-2.1441822,-1.3309822,-1.0061772,0.6024232,15,5.0,MAP,t-Distribution,Sequential RNN
31,-0.07070595,-2.0673518,-1.2964567,-0.98854876,0.5710836,15,5.0,MAP,t-Distribution,Sequential RNN
32,0.7291921,-2.3651874,-1.5158685,-1.176637,0.6291802,15,5.0,MAP,t-Distribution,Sequential RNN
33,0.81344867,-1.9136083,-1.1259757,-0.8113826,0.58348274,15,5.0,MAP,t-Distribution,Sequential RNN
34,-0.11191583,-2.2313972,-1.4144486,-1.0881462,0.6052002,15,5.0,MAP,t-Distribution,Sequential RNN
35,0.10523978,-2.0966303,-1.2629118,-0.9299113,0.61762345,15,5.0,MAP,t-Distribution,Sequential RNN
36,-0.2031651,-2.7569373,-1.7261939,-1.3144985,0.7635805,15,5.0,MAP,t-Distribution,Sequential RNN
37,-0.5781882,-3.1523538,-1.9605817,-1.4845687,0.8828716,15,5.0,MAP,t-Distribution,Sequential RNN
38,0.52798575,-2.1438534,-1.2205011,-0.8516994,0.68402463,15,5.0,MAP,t-Distribution,Sequential RNN
39,-0.17777129,-1.6629817,-0.9508456,-0.666407,0.5275545,15,5.0,MAP,t-Distribution,Sequential RNN
40,0.53833294,-2.4409423,-1.5389515,-1.178682,0.6681999,15,5.0,MAP,t-Distribution,Sequential RNN
41,-0.59403455,-2.1533,-1.3593704,-1.0422622,0.5881475,15,5.0,MAP,t-Distribution,Sequential RNN
42,0.19666916,-2.4621742,-1.4253869,-1.0112774,0.76805794,15,5.0,MAP,t-Distribution,Sequential RNN
43,0.5957832,-2.2296357,-1.3479574,-0.99580085,0.65315235,15,5.0,MAP,t-Distribution,Sequential RNN
44,-0.20204103,-2.5718641,-1.6314586,-1.2558457,0.6966577,15,5.0,MAP,t-Distribution,Sequential RNN
45,0.38112164,-2.465493,-1.4498045,-1.0441223,0.7524278,15,5.0,MAP,t-Distribution,Sequential RNN
46,0.2983683,-2.1743438,-1.3647479,-1.0413823,0.59975326,15,5.0,MAP,t-Distribution,Sequential RNN
47,-0.17066374,-1.9125435,-1.1376656,-0.8281669,0.57403404,15,5.0,MAP,t-Distribution,Sequential RNN
48,-0.15398906,-1.9225131,-1.1802152,-0.8837295,0.54989856,15,5.0,MAP,t-Distribution,Sequential RNN
49,-0.40457428,-3.621039,-2.3471763,-1.8383753,0.9436846,15,5.0,MAP,t-Distribution,Sequential RNN
50,0.41327175,-3.660264,-2.3632898,-1.8452576,0.9608058,15,5.0,MAP,t-Distribution,Sequential RNN
51,0.28462708,-2.155032,-1.3000717,-0.95858693,0.6333593,15,5.0,MAP,t-Distribution,Sequential RNN
52,0.2807698,-2.1953888,-1.3595176,-1.0256572,0.61921823,15,5.0,MAP,t-Distribution,Sequential RNN
53,0.5918987,-2.0705411,-1.2258388,-0.8884511,0.6257604,15,5.0,MAP,t-Distribution,Sequential RNN
54,-0.977363,-2.145903,-1.3188361,-0.9884923,0.612696,15,5.0,MAP,t-Distribution,Sequential RNN
55,0.74542195,-2.9410899,-1.7596966,-1.2878293,0.87518287,15,5.0,MAP,t-Distribution,Sequential RNN
56,-0.58176035,-2.175569,-1.332981,-0.99643785,0.624194,15,5.0,MAP,t-Distribution,Sequential RNN
57,0.15786065,-3.5912313,-2.216765,-1.6677811,1.0182126,15,5.0,MAP,t-Distribution,Sequential RNN
58,0.6352527,-2.9927158,-1.8991561,-1.4623708,0.81011534,15,5.0,MAP,t-Distribution,Sequential RNN
59,-0.10694745,-1.8527313,-1.1070906,-0.8092697,0.55237496,15,5.0,MAP,t-Distribution,Sequential RNN
60,-0.3258684,-2.6196666,-1.6370952,-1.2446405,0.7278944,15,5.0,MAP,t-Distribution,Sequential RNN
61,-0.35169017,-1.9686631,-1.1168494,-0.77662146,0.6310284,15,5.0,MAP,t-Distribution,Sequential RNN
62,0.34779355,-2.4785502,-1.5495311,-1.178466,0.6882226,15,5.0,MAP,t-Distribution,Sequential RNN
63,0.1925226,-2.5462067,-1.591441,-1.2100924,0.7072958,15,5.0,MAP,t-Distribution,Sequential RNN
