Confidence_Level,LR_CC,LR_IND,Nu,TUFF,N_Assets,LR_TUFF,Model,LR_UC,Basel_Zone,PF_Percent
0.01,42.478756,5.315755,5.0,13,15,2.400625,Sequential RNN,37.163002,Yellow,6.827309
0.1,36.094955,1.0473163,5.0,13,15,0.08289922,Sequential RNN,35.047638,Red,22.891565
0.05,47.62333,3.3980656,5.0,13,15,0.17157996,Sequential RNN,44.225266,Red,16.465864
0.01,33.163807,3.6649144,5.0,54,15,0.31634063,Sequential LSTM,29.498894,Yellow,6.0240965
0.1,33.0787,1.870389,5.0,13,15,0.08289922,Sequential LSTM,31.208313,Red,22.088354
0.05,34.66042,0.51889557,5.0,16,15,0.048930824,Sequential LSTM,34.141525,Red,14.859438
