Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Estimation_Method,Distribution,Model
1,-0.259468,3.1303525,1.9820158,1.5233519,0.8506943,2,5.0,MAP,t-Distribution,Sequential LSTM
2,0.40433323,2.7321098,1.6193547,1.1749024,0.82433534,2,5.0,MAP,t-Distribution,Sequential LSTM
3,-0.5383839,2.5246205,1.4540828,1.0264931,0.79306036,2,5.0,MAP,t-Distribution,Sequential LSTM
4,0.13244739,2.750921,1.6049953,1.1472942,0.84890836,2,5.0,MAP,t-Distribution,Sequential LSTM
5,-0.1151697,3.1085322,1.9609398,1.502573,0.8501431,2,5.0,MAP,t-Distribution,Sequential LSTM
6,0.2705693,2.8236938,1.7099844,1.2651511,0.8250421,2,5.0,MAP,t-Distribution,Sequential LSTM
7,0.5477353,2.632763,1.5572209,1.1276323,0.79676765,2,5.0,MAP,t-Distribution,Sequential LSTM
8,-1.4174445,3.008073,1.8822573,1.4325885,0.8340108,2,5.0,MAP,t-Distribution,Sequential LSTM
9,-0.7052851,2.9287016,1.6185465,1.0952495,0.97057045,2,5.0,MAP,t-Distribution,Sequential LSTM
10,0.96941847,2.487744,1.2930342,0.8158479,0.885048,2,5.0,MAP,t-Distribution,Sequential LSTM
11,-0.9289495,2.9276793,1.7968069,1.3451184,0.83775663,2,5.0,MAP,t-Distribution,Sequential LSTM
12,0.09920723,3.0800524,1.8398839,1.3445408,0.9187239,2,5.0,MAP,t-Distribution,Sequential LSTM
13,-1.2600629,3.0028927,1.8723359,1.4207735,0.837523,2,5.0,MAP,t-Distribution,Sequential LSTM
14,-2.1650448,4.2613664,2.7739794,2.179893,1.1018649,2,5.0,MAP,t-Distribution,Sequential LSTM
15,0.3965363,3.0992393,1.5647076,0.95179117,1.1367898,2,5.0,MAP,t-Distribution,Sequential LSTM
16,0.850528,2.3396366,1.2082218,0.7563166,0.8381585,2,5.0,MAP,t-Distribution,Sequential LSTM
17,0.51823205,3.9526415,2.6380217,2.1129415,0.9738778,2,5.0,MAP,t-Distribution,Sequential LSTM
18,-1.2556514,3.1541276,2.0039265,1.5445176,0.8520757,2,5.0,MAP,t-Distribution,Sequential LSTM
19,0.44818106,2.8118455,1.5241754,1.0098594,0.95391333,2,5.0,MAP,t-Distribution,Sequential LSTM
20,1.5270067,2.4891193,1.4167438,0.9884198,0.7944219,2,5.0,MAP,t-Distribution,Sequential LSTM
21,0.14768691,2.5923762,1.4052916,0.931151,0.879399,2,5.0,MAP,t-Distribution,Sequential LSTM
22,0.26287115,2.5884426,1.5143633,1.0853587,0.7956841,2,5.0,MAP,t-Distribution,Sequential LSTM
23,1.1204762,2.723414,1.6383528,1.2049619,0.8038196,2,5.0,MAP,t-Distribution,Sequential LSTM
24,0.34307522,2.753933,1.6329424,1.1852009,0.83043617,2,5.0,MAP,t-Distribution,Sequential LSTM
25,-0.032147475,2.4974518,1.4276102,1.0002983,0.7925447,2,5.0,MAP,t-Distribution,Sequential LSTM
26,0.08803938,2.6402726,1.5543723,1.1206464,0.8044411,2,5.0,MAP,t-Distribution,Sequential LSTM
27,-0.053033143,2.3869004,1.3011006,0.8674148,0.8043667,2,5.0,MAP,t-Distribution,Sequential LSTM
28,-0.26046145,2.3196647,1.1345165,0.6611493,0.8779645,2,5.0,MAP,t-Distribution,Sequential LSTM
29,-0.053425096,2.4840467,1.3800408,0.93908316,0.8178538,2,5.0,MAP,t-Distribution,Sequential LSTM
30,0.92380434,2.3971353,1.3064514,0.87081486,0.8079848,2,5.0,MAP,t-Distribution,Sequential LSTM
31,-0.14839505,2.7713902,1.6627896,1.2199967,0.82125777,2,5.0,MAP,t-Distribution,Sequential LSTM
32,0.64355534,2.3374403,1.1986006,0.7437299,0.8436589,2,5.0,MAP,t-Distribution,Sequential LSTM
33,-0.90503186,3.213952,2.0508351,1.5862677,0.8616436,2,5.0,MAP,t-Distribution,Sequential LSTM
34,-0.14002423,2.7666774,1.5601907,1.0783006,0.8937722,2,5.0,MAP,t-Distribution,Sequential LSTM
35,0.094133765,3.0737395,1.9177544,1.4560355,0.8563603,2,5.0,MAP,t-Distribution,Sequential LSTM
36,-0.07103719,2.328735,1.1971186,0.7451329,0.83830786,2,5.0,MAP,t-Distribution,Sequential LSTM
37,0.19410995,2.5541108,1.471704,1.0393733,0.8018532,2,5.0,MAP,t-Distribution,Sequential LSTM
38,-0.3029008,2.6886008,1.606338,1.174065,0.80174637,2,5.0,MAP,t-Distribution,Sequential LSTM
39,1.0287325,3.438412,2.2000506,1.7054291,0.9173853,2,5.0,MAP,t-Distribution,Sequential LSTM
40,0.035245717,2.8204513,1.699822,1.2522246,0.8301686,2,5.0,MAP,t-Distribution,Sequential LSTM
41,0.85375434,4.1598773,2.78885,2.2412398,1.0156649,2,5.0,MAP,t-Distribution,Sequential LSTM
42,0.02229464,2.6389647,1.5441606,1.1068784,0.811037,2,5.0,MAP,t-Distribution,Sequential LSTM
43,-1.093017,3.7043967,2.434641,1.9274801,0.9406424,2,5.0,MAP,t-Distribution,Sequential LSTM
44,-0.2960677,3.1744487,1.8999686,1.3909209,0.9441422,2,5.0,MAP,t-Distribution,Sequential LSTM
45,1.7773764,2.5644228,1.4624827,1.0223501,0.81632364,2,5.0,MAP,t-Distribution,Sequential LSTM
46,-0.36520195,3.1918688,1.9603778,1.4685005,0.9122956,2,5.0,MAP,t-Distribution,Sequential LSTM
47,1.1515129,2.7334383,1.6100302,1.161323,0.83222723,2,5.0,MAP,t-Distribution,Sequential LSTM
48,-2.1900108,3.379314,2.1677232,1.6837943,0.89755344,2,5.0,MAP,t-Distribution,Sequential LSTM
49,-1.1616598,3.139829,1.705207,1.1321961,1.0627761,2,5.0,MAP,t-Distribution,Sequential LSTM
50,0.1457398,2.7306974,1.4471635,0.9344994,0.9508493,2,5.0,MAP,t-Distribution,Sequential LSTM
51,0.34729028,2.3325124,1.2081242,0.75902545,0.8329533,2,5.0,MAP,t-Distribution,Sequential LSTM
52,1.682522,3.1383703,1.9912425,1.5330615,0.8497987,2,5.0,MAP,t-Distribution,Sequential LSTM
53,0.7966335,4.495469,3.0216448,2.4329758,1.0918174,2,5.0,MAP,t-Distribution,Sequential LSTM
54,-0.70582557,2.5218213,1.4309697,0.99526614,0.80810905,2,5.0,MAP,t-Distribution,Sequential LSTM
55,0.9191907,2.5115738,1.3258387,0.8522371,0.8783994,2,5.0,MAP,t-Distribution,Sequential LSTM
56,-2.2052622,2.5220234,1.4193501,0.97892475,0.8168667,2,5.0,MAP,t-Distribution,Sequential LSTM
57,-1.847196,3.1309326,1.6832997,1.1050919,1.0724148,2,5.0,MAP,t-Distribution,Sequential LSTM
58,0.94515,3.0032716,1.5686349,0.99561805,1.062787,2,5.0,MAP,t-Distribution,Sequential LSTM
59,0.25088155,2.8739655,1.7511508,1.3026807,0.83178747,2,5.0,MAP,t-Distribution,Sequential LSTM
60,0.38130045,2.3654823,1.2709547,0.833783,0.81083226,2,5.0,MAP,t-Distribution,Sequential LSTM
61,-0.76048756,2.4871824,1.4164414,0.98877037,0.79321104,2,5.0,MAP,t-Distribution,Sequential LSTM
62,1.4517826,2.7923386,1.610014,1.1377746,0.8758728,2,5.0,MAP,t-Distribution,Sequential LSTM
63,-0.22732848,2.6893554,1.5339153,1.0724139,0.8559567,2,5.0,MAP,t-Distribution,Sequential LSTM
64,0.014484558,2.3644342,1.2343271,0.7829442,0.83718985,2,5.0,MAP,t-Distribution,Sequential LSTM
65,2.320808,2.5271819,1.4508718,1.0209763,0.7973367,2,5.0,MAP,t-Distribution,Sequential LSTM
66,-0.78987336,3.382504,2.070396,1.546319,0.9720171,2,5.0,MAP,t-Distribution,Sequential LSTM
67,-0.13059159,2.6014316,1.4097469,0.93376905,0.8828067,2,5.0,MAP,t-Distribution,Sequential LSTM
68,-0.1488013,2.3380153,1.2006259,0.7463343,0.8425846,2,5.0,MAP,t-Distribution,Sequential LSTM
69,0.14055426,2.5111198,1.4233565,0.9888864,0.80582136,2,5.0,MAP,t-Distribution,Sequential LSTM
70,-0.56730556,2.681559,1.5987169,1.1662123,0.8021757,2,5.0,MAP,t-Distribution,Sequential LSTM
71,0.43132713,2.460973,1.3051635,0.84351474,0.8562302,2,5.0,MAP,t-Distribution,Sequential LSTM
72,-0.13166828,2.841099,1.7413338,1.30207,0.81471235,2,5.0,MAP,t-Distribution,Sequential LSTM
73,1.1206938,2.3416417,1.2118912,0.7606508,0.83692557,2,5.0,MAP,t-Distribution,Sequential LSTM
74,0.030546095,3.0914214,1.9266651,1.4614428,0.86285806,2,5.0,MAP,t-Distribution,Sequential LSTM
75,-1.4816797,2.5610552,1.4843627,1.0543145,0.79761994,2,5.0,MAP,t-Distribution,Sequential LSTM
76,-0.75222635,3.0231283,1.7074348,1.1819258,0.9746732,2,5.0,MAP,t-Distribution,Sequential LSTM
77,0.061457135,2.4391232,1.193978,0.69664705,0.92241067,2,5.0,MAP,t-Distribution,Sequential LSTM
78,-0.16415006,3.0314794,1.8964547,1.4431077,0.8408327,2,5.0,MAP,t-Distribution,Sequential LSTM
79,0.6559624,2.990089,1.8466557,1.3899503,0.84706175,2,5.0,MAP,t-Distribution,Sequential LSTM
