Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Estimation_Method,Distribution,Model
1,0.6461859,1.5049192,0.8937648,0.64966,0.4527466,10,5.0,MAP,t-Distribution,Sequential LSTM
2,-0.526154,1.6920968,1.0357331,0.77357084,0.48623806,10,5.0,MAP,t-Distribution,Sequential LSTM
3,-0.25596973,1.649183,0.99776196,0.737574,0.4825765,10,5.0,MAP,t-Distribution,Sequential LSTM
4,-0.16708808,1.4672855,0.8402848,0.58985066,0.46448573,10,5.0,MAP,t-Distribution,Sequential LSTM
5,2.0811374,1.4941393,0.8109653,0.5380947,0.5060992,10,5.0,MAP,t-Distribution,Sequential LSTM
6,-0.43634492,1.9688938,1.1737304,0.8561294,0.58906156,10,5.0,MAP,t-Distribution,Sequential LSTM
7,-0.24563126,1.5876682,0.9691622,0.72212106,0.45819274,10,5.0,MAP,t-Distribution,Sequential LSTM
8,-0.8670984,1.5944211,0.9527863,0.6965071,0.4753267,10,5.0,MAP,t-Distribution,Sequential LSTM
9,-0.9375383,2.2729099,1.5139996,1.2108787,0.562205,10,5.0,MAP,t-Distribution,Sequential LSTM
10,-0.54508096,2.041074,1.3221208,1.0349593,0.5326047,10,5.0,MAP,t-Distribution,Sequential LSTM
11,-0.5069531,1.5890981,0.9753095,0.7301525,0.45469812,10,5.0,MAP,t-Distribution,Sequential LSTM
12,-0.6947856,1.6423283,0.9127428,0.62133473,0.54048103,10,5.0,MAP,t-Distribution,Sequential LSTM
13,1.1849949,2.4102867,1.5636336,1.2254667,0.6272054,10,5.0,MAP,t-Distribution,Sequential LSTM
14,-0.8633033,2.7984264,1.7860211,1.3816501,0.7499957,10,5.0,MAP,t-Distribution,Sequential LSTM
15,0.1857781,1.2520262,0.5825753,0.3151859,0.49593303,10,5.0,MAP,t-Distribution,Sequential LSTM
16,0.07560768,0.9664968,0.32913032,0.07455592,0.47216475,10,5.0,MAP,t-Distribution,Sequential LSTM
17,-0.9154951,1.5631721,0.85452557,0.5714808,0.5249694,10,5.0,MAP,t-Distribution,Sequential LSTM
18,-1.5783823,2.7762678,1.796058,1.4045466,0.726145,10,5.0,MAP,t-Distribution,Sequential LSTM
19,0.10038017,1.432551,0.71745825,0.43183872,0.5297448,10,5.0,MAP,t-Distribution,Sequential LSTM
20,-0.48704517,1.6325884,0.8986544,0.6055094,0.5437025,10,5.0,MAP,t-Distribution,Sequential LSTM
21,0.74747723,1.3399392,0.59222025,0.2935693,0.5539145,10,5.0,MAP,t-Distribution,Sequential LSTM
22,0.8698086,1.4296491,0.78938264,0.53365,0.47431302,10,5.0,MAP,t-Distribution,Sequential LSTM
23,0.851544,1.3009912,0.6144587,0.34024665,0.5085871,10,5.0,MAP,t-Distribution,Sequential LSTM
24,1.1595834,1.396632,0.8139971,0.5812834,0.4316192,10,5.0,MAP,t-Distribution,Sequential LSTM
25,0.111787826,1.3151683,0.6523618,0.3876263,0.4910108,10,5.0,MAP,t-Distribution,Sequential LSTM
26,-0.9227549,1.5306448,0.9406593,0.70500964,0.43706462,10,5.0,MAP,t-Distribution,Sequential LSTM
27,0.37274545,2.145546,1.3335744,1.00926,0.601513,10,5.0,MAP,t-Distribution,Sequential LSTM
28,0.6464548,1.2669975,0.7460944,0.53803736,0.38588798,10,5.0,MAP,t-Distribution,Sequential LSTM
29,-1.2449578,1.6301485,0.9619866,0.69511205,0.4949781,10,5.0,MAP,t-Distribution,Sequential LSTM
30,0.19021265,1.5551065,0.9600696,0.72240233,0.44080672,10,5.0,MAP,t-Distribution,Sequential LSTM
