Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Day,Model,Estimation_Method,Distribution
0.15899423,-0.13749038,-0.32672212,-0.034112703,0.14304431,1.3677663,0.11478148,0.054595117,-0.877934,0.5370777,28,Sequential RNN,MAP,t-Distribution
0.04757255,-0.2840221,-0.6271843,-0.19017301,0.13483196,0.35769504,-0.20318152,1.2613885,-0.8444437,1.3475164,29,Sequential RNN,MAP,t-Distribution
-0.014988804,-0.15119585,-0.63572633,-0.07511644,0.13937426,-0.2013517,-0.07131816,0.5194508,-0.4723864,1.9632586,30,Sequential RNN,MAP,t-Distribution
0.06834082,-0.24953547,-0.59079045,-0.14294364,0.123939015,0.5746587,-0.12360691,0.90983444,-0.8279509,1.2580544,31,Sequential RNN,MAP,t-Distribution
-0.030680079,-0.23274298,-0.57810706,-0.13344705,0.09215328,-0.092220455,-0.15881437,1.0541646,-0.66392297,1.743617,32,Sequential RNN,MAP,t-Distribution
0.0024223623,-0.2902879,-0.57812047,-0.20694602,0.13546063,0.02824558,-0.2811983,1.5109785,-0.74249476,1.4219404,33,Sequential RNN,MAP,t-Distribution
-0.057499122,-0.17670156,-0.69671035,-0.09728301,0.15249613,-0.458857,-0.13091068,0.74984735,-0.4273007,2.142919,34,Sequential RNN,MAP,t-Distribution
-0.020386247,-0.1839136,-0.6751327,-0.14676785,0.14463153,-0.50320715,-0.16452886,0.8831709,-0.4029101,2.069044,35,Sequential RNN,MAP,t-Distribution
0.008628169,-0.11806875,-0.53780514,-0.09173813,0.17391221,-0.05687913,-0.019280847,0.44357124,-0.64543563,1.843096,36,Sequential RNN,MAP,t-Distribution
-0.023948476,-0.14131635,-0.46456164,-0.10461887,0.25945097,0.032856453,-0.06555973,0.55551755,-0.60681665,1.5589968,37,Sequential RNN,MAP,t-Distribution
0.22923756,-0.103736855,-0.46430206,-0.058399267,0.22906691,0.7065887,0.11813769,-0.027685005,-0.61195487,0.98304725,38,Sequential RNN,MAP,t-Distribution
-0.049627136,-0.32674614,-0.6474823,-0.20693699,0.19393063,0.21056256,-0.2628935,1.522214,-0.73739004,1.3043689,39,Sequential RNN,MAP,t-Distribution
0.040354572,-0.22599827,-0.47695515,-0.11835566,0.11112858,0.7237214,-0.11120902,0.85611564,-0.84939295,1.0505909,40,Sequential RNN,MAP,t-Distribution
0.00373071,-0.24921434,-0.49244294,-0.16404678,0.1464038,0.7504203,-0.18451923,1.1970669,-0.8284147,0.8210163,41,Sequential RNN,MAP,t-Distribution
0.0070039765,-0.01217536,-0.6190989,0.04817937,0.1047245,-0.1532206,0.08883975,-0.18400176,-0.49415812,2.2139072,42,Sequential RNN,MAP,t-Distribution
-0.005071213,-0.24724406,-0.54216814,-0.1522781,0.19913845,0.29592693,-0.21791132,1.1793873,-0.74031645,1.2305366,43,Sequential RNN,MAP,t-Distribution
