Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Estimation_Method,Distribution,Model
1,-0.4913037,-2.346539,-1.2684673,-0.8378683,0.79864156,15,5.0,MAP,t-Distribution,Sequential LSTM
2,0.2981564,-4.3498645,-2.6302297,-1.94338,1.2739153,15,5.0,MAP,t-Distribution,Sequential LSTM
3,0.31839934,-2.5359147,-1.494048,-1.0779098,0.77182066,15,5.0,MAP,t-Distribution,Sequential LSTM
4,0.07087738,-2.1252291,-1.2475923,-0.8970501,0.6501584,15,5.0,MAP,t-Distribution,Sequential LSTM
5,0.08065621,-2.3582335,-1.3831193,-0.99364316,0.72237,15,5.0,MAP,t-Distribution,Sequential LSTM
6,0.49860144,-2.1337283,-1.1888095,-0.81139386,0.7000012,15,5.0,MAP,t-Distribution,Sequential LSTM
7,0.71805555,-2.521654,-1.5367184,-1.1433194,0.72964585,15,5.0,MAP,t-Distribution,Sequential LSTM
8,-0.2729994,-2.492028,-1.4507055,-1.0347847,0.7714176,15,5.0,MAP,t-Distribution,Sequential LSTM
9,0.7142729,-2.8696282,-1.7528155,-1.3067427,0.8273412,15,5.0,MAP,t-Distribution,Sequential LSTM
10,-0.14429441,-2.288942,-1.2933115,-0.8956407,0.7375689,15,5.0,MAP,t-Distribution,Sequential LSTM
11,0.42513818,-2.6287196,-1.521726,-1.0795751,0.8200671,15,5.0,MAP,t-Distribution,Sequential LSTM
12,-0.021486968,-2.8432534,-1.6906009,-1.230213,0.8538915,15,5.0,MAP,t-Distribution,Sequential LSTM
13,-1.1944427,-2.6218915,-1.4421968,-0.97100794,0.87392443,15,5.0,MAP,t-Distribution,Sequential LSTM
14,0.07351856,-2.5790858,-1.4869349,-1.0507123,0.8090716,15,5.0,MAP,t-Distribution,Sequential LSTM
15,0.5714479,-2.8663516,-1.8041723,-1.3799208,0.7868685,15,5.0,MAP,t-Distribution,Sequential LSTM
16,-0.8773212,-3.1759107,-2.0119328,-1.5470213,0.8622816,15,5.0,MAP,t-Distribution,Sequential LSTM
17,-0.8920083,-2.8460152,-1.6417598,-1.1607609,0.8921192,15,5.0,MAP,t-Distribution,Sequential LSTM
18,-0.569962,-2.436866,-1.2878032,-0.8288491,0.8512323,15,5.0,MAP,t-Distribution,Sequential LSTM
19,0.48409426,-2.5063295,-1.6394601,-1.2932185,0.6421818,15,5.0,MAP,t-Distribution,Sequential LSTM
20,0.6616347,-2.7504394,-1.7141645,-1.3002597,0.76767844,15,5.0,MAP,t-Distribution,Sequential LSTM
21,-0.37945774,-2.8143554,-1.745639,-1.3187765,0.79171133,15,5.0,MAP,t-Distribution,Sequential LSTM
22,0.32070288,-2.0464518,-1.2248478,-0.89668596,0.608649,15,5.0,MAP,t-Distribution,Sequential LSTM
23,0.20993617,-2.7971907,-1.7455914,-1.3255658,0.77903074,15,5.0,MAP,t-Distribution,Sequential LSTM
24,0.13216223,-2.0207698,-1.1979781,-0.869342,0.6095287,15,5.0,MAP,t-Distribution,Sequential LSTM
25,0.386761,-2.169791,-1.3703146,-1.0509909,0.5922567,15,5.0,MAP,t-Distribution,Sequential LSTM
26,-0.29412374,-2.0143204,-1.1789721,-0.84532064,0.6188308,15,5.0,MAP,t-Distribution,Sequential LSTM
27,0.27005348,-2.7656035,-1.6816576,-1.2487121,0.8029934,15,5.0,MAP,t-Distribution,Sequential LSTM
28,0.6026108,-2.6347163,-1.5334624,-1.093604,0.8158152,15,5.0,MAP,t-Distribution,Sequential LSTM
29,0.14345692,-2.2654088,-1.4105564,-1.0691147,0.63327956,15,5.0,MAP,t-Distribution,Sequential LSTM
30,0.12030989,-2.3627427,-1.4465487,-1.0806061,0.67872167,15,5.0,MAP,t-Distribution,Sequential LSTM
31,-0.3005906,-2.3188584,-1.455903,-1.1112248,0.6392822,15,5.0,MAP,t-Distribution,Sequential LSTM
32,0.5694207,-2.0949714,-1.2712334,-0.94221926,0.61022985,15,5.0,MAP,t-Distribution,Sequential LSTM
33,0.47511664,-2.0852897,-1.222229,-0.8775088,0.6393602,15,5.0,MAP,t-Distribution,Sequential LSTM
34,-0.19425257,-2.9175513,-1.7169043,-1.2373468,0.889446,15,5.0,MAP,t-Distribution,Sequential LSTM
35,0.26153684,-2.2535584,-1.2815285,-0.89328414,0.7200853,15,5.0,MAP,t-Distribution,Sequential LSTM
36,-0.035286203,-3.1360369,-1.9428698,-1.4662998,0.883905,15,5.0,MAP,t-Distribution,Sequential LSTM
37,-0.3526394,-2.6376736,-1.6110035,-1.2009351,0.7605631,15,5.0,MAP,t-Distribution,Sequential LSTM
38,0.27110052,-2.4751596,-1.4594222,-1.0537205,0.7524641,15,5.0,MAP,t-Distribution,Sequential LSTM
39,-0.6645004,-2.1445057,-1.1760281,-0.7892027,0.7174538,15,5.0,MAP,t-Distribution,Sequential LSTM
40,0.363845,-2.4037263,-1.4635032,-1.0879631,0.6965226,15,5.0,MAP,t-Distribution,Sequential LSTM
41,-0.71286696,-2.149585,-1.3154321,-0.9822581,0.61794525,15,5.0,MAP,t-Distribution,Sequential LSTM
42,0.092490934,-2.686888,-1.5896157,-1.1513475,0.8128656,15,5.0,MAP,t-Distribution,Sequential LSTM
43,0.51090646,-2.3485415,-1.4148949,-1.0419816,0.6916506,15,5.0,MAP,t-Distribution,Sequential LSTM
44,-0.28769255,-2.6240454,-1.6384974,-1.2448536,0.7300997,15,5.0,MAP,t-Distribution,Sequential LSTM
45,0.31300378,-2.6487596,-1.5521622,-1.1141636,0.8123656,15,5.0,MAP,t-Distribution,Sequential LSTM
46,0.61691946,-2.9009452,-1.8558564,-1.4384313,0.77420765,15,5.0,MAP,t-Distribution,Sequential LSTM
47,-0.19528137,-1.9387238,-1.0979002,-0.7620618,0.6228869,15,5.0,MAP,t-Distribution,Sequential LSTM
48,-0.2359649,-1.5603613,-0.7936553,-0.48742065,0.5679802,15,5.0,MAP,t-Distribution,Sequential LSTM
49,-0.49057004,-2.6262794,-1.5686642,-1.1462358,0.78348726,15,5.0,MAP,t-Distribution,Sequential LSTM
50,0.39340734,-2.5324655,-1.5550044,-1.1645907,0.72410876,15,5.0,MAP,t-Distribution,Sequential LSTM
51,0.5881673,-2.4117491,-1.4379187,-1.0489552,0.7214191,15,5.0,MAP,t-Distribution,Sequential LSTM
52,-0.24104194,-2.5535693,-1.5523584,-1.1524587,0.7417027,15,5.0,MAP,t-Distribution,Sequential LSTM
53,0.6560526,-1.7644498,-0.97549987,-0.6603806,0.58445865,15,5.0,MAP,t-Distribution,Sequential LSTM
54,-1.1501945,-2.3079705,-1.4435551,-1.0982938,0.6403638,15,5.0,MAP,t-Distribution,Sequential LSTM
55,0.31490362,-2.9120328,-1.7318869,-1.2605177,0.8742589,15,5.0,MAP,t-Distribution,Sequential LSTM
56,-0.8499353,-2.3418243,-1.4262215,-1.060515,0.6782839,15,5.0,MAP,t-Distribution,Sequential LSTM
57,0.10412907,-3.146646,-1.9063473,-1.4109521,0.9188204,15,5.0,MAP,t-Distribution,Sequential LSTM
58,0.8760376,-2.732661,-1.7812622,-1.4012582,0.70480174,15,5.0,MAP,t-Distribution,Sequential LSTM
59,0.0895663,-1.85226,-1.0760698,-0.76604706,0.57500607,15,5.0,MAP,t-Distribution,Sequential LSTM
60,-0.08033953,-2.756644,-1.7358575,-1.3281391,0.7562044,15,5.0,MAP,t-Distribution,Sequential LSTM
61,-0.6362062,-2.499207,-1.4657959,-1.053035,0.7655568,15,5.0,MAP,t-Distribution,Sequential LSTM
62,0.39305615,-2.335569,-1.3870196,-1.0081538,0.7026907,15,5.0,MAP,t-Distribution,Sequential LSTM
63,0.3924276,-2.2336085,-1.3836124,-1.0441103,0.6296819,15,5.0,MAP,t-Distribution,Sequential LSTM
64,1.7125168,-3.0684984,-1.9199077,-1.4611422,0.85088253,15,5.0,MAP,t-Distribution,Sequential LSTM
65,1.3277708,-2.610331,-1.6106482,-1.2113589,0.7405707,15,5.0,MAP,t-Distribution,Sequential LSTM
66,0.09223871,-3.0573292,-1.9679831,-1.5328808,0.80699384,15,5.0,MAP,t-Distribution,Sequential LSTM
67,-0.03791118,-2.1735158,-1.3190523,-0.97776604,0.6329914,15,5.0,MAP,t-Distribution,Sequential LSTM
68,0.26555538,-2.4206562,-1.4427199,-1.0521166,0.72446066,15,5.0,MAP,t-Distribution,Sequential LSTM
69,0.71902674,-2.1815424,-1.3530524,-1.0221403,0.6137501,15,5.0,MAP,t-Distribution,Sequential LSTM
70,-0.3966186,-2.6448562,-1.6416984,-1.241021,0.74314505,15,5.0,MAP,t-Distribution,Sequential LSTM
71,-0.36532378,-2.9688184,-1.76952,-1.2905011,0.8884471,15,5.0,MAP,t-Distribution,Sequential LSTM
72,0.1861824,-1.979514,-1.1659634,-0.8410183,0.60268295,15,5.0,MAP,t-Distribution,Sequential LSTM
73,0.61022717,-2.36657,-1.4447395,-1.0765456,0.6828973,15,5.0,MAP,t-Distribution,Sequential LSTM
74,-0.41876763,-2.1073778,-1.2415814,-0.8957685,0.6413868,15,5.0,MAP,t-Distribution,Sequential LSTM
75,0.20614672,-1.9607165,-1.1083874,-0.76795334,0.63141036,15,5.0,MAP,t-Distribution,Sequential LSTM
76,-0.28221083,-2.6781962,-1.5987833,-1.1676486,0.7996352,15,5.0,MAP,t-Distribution,Sequential LSTM
77,-0.25200883,-1.7896134,-1.0742564,-0.7885315,0.5299405,15,5.0,MAP,t-Distribution,Sequential LSTM
78,-0.8926803,-2.1582422,-1.1999208,-0.81715196,0.7099299,15,5.0,MAP,t-Distribution,Sequential LSTM
79,0.33098552,-2.9135175,-1.7524945,-1.2887633,0.8600925,15,5.0,MAP,t-Distribution,Sequential LSTM
80,-0.1323831,-2.5307922,-1.5739086,-1.1917139,0.70886487,15,5.0,MAP,t-Distribution,Sequential LSTM
81,0.07748655,-3.1264155,-1.7774174,-1.238606,0.9993455,15,5.0,MAP,t-Distribution,Sequential LSTM
82,0.16402547,-2.6723704,-1.6728671,-1.2736495,0.74043775,15,5.0,MAP,t-Distribution,Sequential LSTM
83,0.37010625,-2.3615558,-1.4509002,-1.0871698,0.6746189,15,5.0,MAP,t-Distribution,Sequential LSTM
84,0.84802186,-2.9885283,-1.7426368,-1.2450079,0.9229635,15,5.0,MAP,t-Distribution,Sequential LSTM
