Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Estimation_Method,Distribution,Model
145,-2.283493,-2.6611989,-1.6483754,-1.2438375,0.7503054,10,5.0,MAP,t-Distribution,Sequential RNN
146,5.786265,-4.6428885,-2.8775363,-2.1724262,1.307783,10,5.0,MAP,t-Distribution,Sequential RNN
147,3.4583328,-3.89971,-2.45835,-1.8826476,1.0677676,10,5.0,MAP,t-Distribution,Sequential RNN
148,3.6930299,-3.8143444,-2.4174383,-1.8594917,1.0348359,10,5.0,MAP,t-Distribution,Sequential RNN
149,0.17302984,-3.6617136,-2.497592,-2.032623,0.8623879,10,5.0,MAP,t-Distribution,Sequential RNN
150,0.6921257,-2.8045514,-1.6872551,-1.2409891,0.82769936,10,5.0,MAP,t-Distribution,Sequential RNN
151,-1.5761434,-5.1286736,-3.2932944,-2.5602145,1.3596594,10,5.0,MAP,t-Distribution,Sequential RNN
152,0.16860674,-3.0261424,-1.599488,-1.0296595,1.0568736,10,5.0,MAP,t-Distribution,Sequential RNN
153,1.7446154,-3.5282195,-2.1045413,-1.5359014,1.054669,10,5.0,MAP,t-Distribution,Sequential RNN
154,2.0435414,-2.5544813,-1.4993467,-1.0779091,0.78164965,10,5.0,MAP,t-Distribution,Sequential RNN
155,-0.6619754,-3.5946763,-2.172906,-1.605028,1.0532556,10,5.0,MAP,t-Distribution,Sequential RNN
156,-2.8026254,-3.0342093,-1.8069894,-1.3168182,0.9091314,10,5.0,MAP,t-Distribution,Sequential RNN
157,1.1441269,-4.3235774,-2.4819655,-1.7463962,1.3642766,10,5.0,MAP,t-Distribution,Sequential RNN
158,-4.5312066,-3.3176982,-1.93729,-1.3859327,1.0226144,10,5.0,MAP,t-Distribution,Sequential RNN
159,-1.2720532,-4.3285894,-2.6245384,-1.9439132,1.2623707,10,5.0,MAP,t-Distribution,Sequential RNN
160,2.0048199,-4.687908,-2.8075097,-2.0564485,1.3930099,10,5.0,MAP,t-Distribution,Sequential RNN
161,2.2491148,-3.0692394,-1.8416891,-1.3513858,0.90937626,10,5.0,MAP,t-Distribution,Sequential RNN
162,0.21309918,-2.2529666,-1.4565202,-1.1384068,0.5900121,10,5.0,MAP,t-Distribution,Sequential RNN
163,-1.3576937,-3.581526,-2.2688437,-1.7445374,0.9724426,10,5.0,MAP,t-Distribution,Sequential RNN
164,1.2783213,-2.6624713,-1.4747514,-1.000357,0.87986976,10,5.0,MAP,t-Distribution,Sequential RNN
165,2.2850797,-3.40585,-2.005713,-1.4464757,1.0372295,10,5.0,MAP,t-Distribution,Sequential RNN
166,0.2621416,-2.6376586,-1.6767774,-1.292986,0.7118263,10,5.0,MAP,t-Distribution,Sequential RNN
167,3.5273356,-4.9934177,-2.989106,-2.1885517,1.4848056,10,5.0,MAP,t-Distribution,Sequential RNN
168,0.17891142,-3.6388295,-2.2818015,-1.7397827,1.0052941,10,5.0,MAP,t-Distribution,Sequential RNN
169,0.5450542,-3.0013814,-1.7103379,-1.1946744,0.95641243,10,5.0,MAP,t-Distribution,Sequential RNN
170,-3.136612,-3.202132,-2.0213556,-1.5497347,0.87472576,10,5.0,MAP,t-Distribution,Sequential RNN
171,-2.0226593,-4.0686255,-2.4128308,-1.7514797,1.2266223,10,5.0,MAP,t-Distribution,Sequential RNN
172,0.4461497,-3.9015915,-2.5121205,-1.9571435,1.0293281,10,5.0,MAP,t-Distribution,Sequential RNN
173,-0.6810491,-3.3150294,-1.8761096,-1.301382,1.0659599,10,5.0,MAP,t-Distribution,Sequential RNN
174,-1.0941285,-3.377681,-2.0300956,-1.4918483,0.998299,10,5.0,MAP,t-Distribution,Sequential RNN
175,2.955096,-2.4276612,-1.3715284,-0.949692,0.7823893,10,5.0,MAP,t-Distribution,Sequential RNN
176,2.532828,-1.9979268,-1.2066389,-0.8905858,0.58619064,10,5.0,MAP,t-Distribution,Sequential RNN
177,2.9094136,-3.4170082,-1.935108,-1.3432133,1.0978001,10,5.0,MAP,t-Distribution,Sequential RNN
178,2.1359584,-3.5657775,-2.3529148,-1.868478,0.8984957,10,5.0,MAP,t-Distribution,Sequential RNN
179,-1.8342779,-3.6656303,-2.313983,-1.7741133,1.0013082,10,5.0,MAP,t-Distribution,Sequential RNN
180,-0.7659797,-2.6902921,-1.5912834,-1.1523217,0.81415194,10,5.0,MAP,t-Distribution,Sequential RNN
181,1.36893,-2.6356223,-1.4925824,-1.0360341,0.84677047,10,5.0,MAP,t-Distribution,Sequential RNN
182,1.2348143,-3.004196,-1.8244708,-1.3532697,0.87394714,10,5.0,MAP,t-Distribution,Sequential RNN
183,0.8403932,-2.3704896,-1.385355,-0.9918765,0.7297933,10,5.0,MAP,t-Distribution,Sequential RNN
184,0.23882528,-3.4860187,-2.0247452,-1.4410893,1.0825197,10,5.0,MAP,t-Distribution,Sequential RNN
185,0.29942024,-3.10265,-1.8093965,-1.2928504,0.9580496,10,5.0,MAP,t-Distribution,Sequential RNN
186,2.591279,-3.9638388,-2.5441282,-1.977073,1.0517298,10,5.0,MAP,t-Distribution,Sequential RNN
187,-2.6811504,-3.4353037,-2.2136579,-1.7257129,0.9050023,10,5.0,MAP,t-Distribution,Sequential RNN
188,-0.1526826,-3.5157382,-2.1454573,-1.5981451,1.0151119,10,5.0,MAP,t-Distribution,Sequential RNN
189,-0.7011477,-4.825799,-2.792876,-1.980894,1.506001,10,5.0,MAP,t-Distribution,Sequential RNN
190,2.8245592,-3.8144398,-2.1109474,-1.4305453,1.2619568,10,5.0,MAP,t-Distribution,Sequential RNN
191,1.44596,-4.2429967,-2.6164987,-1.9668493,1.2049189,10,5.0,MAP,t-Distribution,Sequential RNN
192,-0.39580697,-3.1168587,-2.0359616,-1.6042341,0.80073476,10,5.0,MAP,t-Distribution,Sequential RNN
193,1.6583556,-2.4914048,-1.334849,-0.8729021,0.8567831,10,5.0,MAP,t-Distribution,Sequential RNN
194,-1.0784082,-3.888151,-2.524621,-1.9800053,1.0101107,10,5.0,MAP,t-Distribution,Sequential RNN
195,-0.24601305,-2.5132866,-1.3564095,-0.89433444,0.85702103,10,5.0,MAP,t-Distribution,Sequential RNN
196,-0.62282866,-2.3832185,-1.4151675,-1.0285122,0.7171378,10,5.0,MAP,t-Distribution,Sequential RNN
197,0.5446401,-4.0707517,-2.3513246,-1.6645577,1.2737615,10,5.0,MAP,t-Distribution,Sequential RNN
198,0.20279847,-3.4366143,-2.0359948,-1.4765648,1.0375869,10,5.0,MAP,t-Distribution,Sequential RNN
199,-0.72675383,-4.587874,-2.7721822,-2.0469656,1.3450749,10,5.0,MAP,t-Distribution,Sequential RNN
200,0.76132524,-4.181976,-2.3567796,-1.6277671,1.3521156,10,5.0,MAP,t-Distribution,Sequential RNN
201,1.2078378,-3.3640811,-1.9842955,-1.433187,1.0221531,10,5.0,MAP,t-Distribution,Sequential RNN
202,0.42686167,-3.7585857,-2.453644,-1.9324293,0.96670836,10,5.0,MAP,t-Distribution,Sequential RNN
203,0.9616259,-2.6308873,-1.6615772,-1.2744193,0.7180703,10,5.0,MAP,t-Distribution,Sequential RNN
204,-0.15721796,-2.906958,-1.8101379,-1.3720504,0.81253064,10,5.0,MAP,t-Distribution,Sequential RNN
205,0.24614242,-4.629023,-2.826346,-2.106328,1.3354332,10,5.0,MAP,t-Distribution,Sequential RNN
206,1.330286,-3.527969,-2.1958005,-1.6637112,0.9868779,10,5.0,MAP,t-Distribution,Sequential RNN
207,-3.8301399,-4.7260947,-3.0581002,-2.3918767,1.2356597,10,5.0,MAP,t-Distribution,Sequential RNN
208,1.6991335,-3.5487309,-2.056971,-1.4611382,1.1051041,10,5.0,MAP,t-Distribution,Sequential RNN
209,1.025519,-2.6402173,-1.6125728,-1.2021152,0.7612848,10,5.0,MAP,t-Distribution,Sequential RNN
210,1.4708014,-2.7365863,-1.6280036,-1.185218,0.8212445,10,5.0,MAP,t-Distribution,Sequential RNN
211,-0.12811333,-2.901298,-1.6817588,-1.1946553,0.90344167,10,5.0,MAP,t-Distribution,Sequential RNN
212,-0.0027249726,-3.0912423,-1.7687949,-1.2405883,0.97967654,10,5.0,MAP,t-Distribution,Sequential RNN
213,-0.07225736,-3.4081674,-2.2450988,-1.7805507,0.86160773,10,5.0,MAP,t-Distribution,Sequential RNN
214,-2.2618573,-3.5951245,-2.3617918,-1.8691792,0.9136597,10,5.0,MAP,t-Distribution,Sequential RNN
215,-0.2793533,-2.8307974,-1.676571,-1.2155545,0.8550575,10,5.0,MAP,t-Distribution,Sequential RNN
216,2.065791,-2.8183608,-1.5870348,-1.0952235,0.9121733,10,5.0,MAP,t-Distribution,Sequential RNN
217,-1.042536,-3.798855,-2.2316604,-1.6056976,1.1609868,10,5.0,MAP,t-Distribution,Sequential RNN
218,-0.3843319,-3.0545518,-1.6558814,-1.09723,1.0361431,10,5.0,MAP,t-Distribution,Sequential RNN
219,1.2798971,-3.3666375,-2.023026,-1.486366,0.9953551,10,5.0,MAP,t-Distribution,Sequential RNN
220,-0.46103466,-2.5991933,-1.5361452,-1.1115468,0.7875121,10,5.0,MAP,t-Distribution,Sequential RNN
221,-0.5396543,-3.119523,-1.9074396,-1.4233141,0.8979182,10,5.0,MAP,t-Distribution,Sequential RNN
222,-1.0676682,-3.950185,-2.3288574,-1.6812733,1.2010887,10,5.0,MAP,t-Distribution,Sequential RNN
223,0.7777688,-2.9284241,-1.7108752,-1.2245667,0.90196717,10,5.0,MAP,t-Distribution,Sequential RNN
224,-0.011540091,-2.397741,-1.5053272,-1.1488829,0.6611053,10,5.0,MAP,t-Distribution,Sequential RNN
225,-0.25065967,-2.8914647,-1.6436783,-1.1452924,0.92436725,10,5.0,MAP,t-Distribution,Sequential RNN
226,-1.4850934,-2.519954,-1.4599308,-1.0365406,0.7852711,10,5.0,MAP,t-Distribution,Sequential RNN
227,0.793099,-2.8455014,-1.6359675,-1.1528602,0.8960297,10,5.0,MAP,t-Distribution,Sequential RNN
228,-0.35981482,-3.5794954,-2.054604,-1.445538,1.1296482,10,5.0,MAP,t-Distribution,Sequential RNN
