Confidence_Level,LR_CC,LR_IND,Nu,TUFF,N_Assets,LR_TUFF,Model,LR_UC,Basel_Zone,PF_Percent
0.01,0.099033445,9.3109e-8,5.0,128,30,0.06689591,Sequential RNN,0.099033356,Green,1.2048192
0.1,13.758026,3.0865326,5.0,127,30,19.475548,Sequential RNN,10.671494,Green,4.4176707
0.05,12.435625,8.1208515,5.0,127,30,7.236898,Sequential RNN,4.3147736,Green,2.4096384
0.01,5.9999156,2.415977,5.0,127,30,0.06254351,Sequential LSTM,3.5839386,Yellow,2.4096384
0.1,22.637451,19.281311,5.0,99,30,14.075732,Sequential LSTM,3.3561401,Yellow,13.654618
0.05,20.121103,18.542246,5.0,127,30,7.236898,Sequential LSTM,1.5788574,Yellow,6.827309
