Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Estimation_Method,Distribution,Model
1,-0.8049561,-4.0737467,-2.4515615,-1.8036349,1.2017238,5,5.0,MAP,t-Distribution,Sequential RNN
2,-0.03596061,-4.7136326,-2.57914,-1.7265893,1.5812442,5,5.0,MAP,t-Distribution,Sequential RNN
3,-0.22125132,-4.387323,-2.6669474,-1.979802,1.2744639,5,5.0,MAP,t-Distribution,Sequential RNN
4,1.3038396,-4.497577,-2.7543445,-2.0580695,1.2913967,5,5.0,MAP,t-Distribution,Sequential RNN
5,0.34061053,-4.042717,-2.4206564,-1.7727793,1.2016318,5,5.0,MAP,t-Distribution,Sequential RNN
6,-0.23744404,-3.942284,-2.3146677,-1.6645715,1.2057476,5,5.0,MAP,t-Distribution,Sequential RNN
7,0.27952453,-3.746126,-2.061821,-1.3890826,1.2477427,5,5.0,MAP,t-Distribution,Sequential RNN
8,-0.5816548,-3.8117416,-2.2395563,-1.6116003,1.1646838,5,5.0,MAP,t-Distribution,Sequential RNN
9,0.4384399,-5.1971726,-3.058213,-2.2038784,1.5845534,5,5.0,MAP,t-Distribution,Sequential RNN
10,-0.61587024,-4.6039343,-2.8365028,-2.1305623,1.3093234,5,5.0,MAP,t-Distribution,Sequential RNN
11,-0.43561786,-5.2010727,-3.221289,-2.4305315,1.4666353,5,5.0,MAP,t-Distribution,Sequential RNN
12,0.48151648,-4.7466626,-2.8990436,-2.1610749,1.3687268,5,5.0,MAP,t-Distribution,Sequential RNN
13,0.27681896,-3.816824,-2.0066147,-1.2835882,1.3410133,5,5.0,MAP,t-Distribution,Sequential RNN
14,-0.809324,-4.451858,-2.2423444,-1.3598292,1.6368203,5,5.0,MAP,t-Distribution,Sequential RNN
15,0.102666795,-5.864461,-3.6662674,-2.7882738,1.6284342,5,5.0,MAP,t-Distribution,Sequential RNN
16,0.42938882,-4.752004,-2.9793193,-2.2712805,1.3132151,5,5.0,MAP,t-Distribution,Sequential RNN
17,-0.37766847,-4.3395123,-2.6333957,-1.9519454,1.2639009,5,5.0,MAP,t-Distribution,Sequential RNN
18,-0.19494638,-4.239771,-2.2190068,-1.4118814,1.4969934,5,5.0,MAP,t-Distribution,Sequential RNN
19,-0.0043669455,-5.4404073,-3.3926144,-2.574693,1.5170169,5,5.0,MAP,t-Distribution,Sequential RNN
20,0.49573952,-5.5379524,-3.4516797,-2.6183891,1.5455227,5,5.0,MAP,t-Distribution,Sequential RNN
21,-0.3211972,-4.952757,-3.162803,-2.447867,1.326008,5,5.0,MAP,t-Distribution,Sequential RNN
22,1.7599539,-4.184493,-2.4578345,-1.7681795,1.2791184,5,5.0,MAP,t-Distribution,Sequential RNN
