Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Estimation_Method,Distribution,Model
1,-0.009498654,-0.5420154,-0.3416503,-0.26162127,0.14843161,30,5.0,MAP,t-Distribution,Sequential LSTM
2,-0.011818418,-0.55271554,-0.34912446,-0.26780692,0.15082143,30,5.0,MAP,t-Distribution,Sequential LSTM
3,0.020925423,-0.5643687,-0.35773253,-0.27519873,0.15307729,30,5.0,MAP,t-Distribution,Sequential LSTM
4,0.022498814,-0.5571937,-0.34946436,-0.26649395,0.1538871,30,5.0,MAP,t-Distribution,Sequential LSTM
5,0.008928806,-0.56015956,-0.3504616,-0.2667049,0.15534543,30,5.0,MAP,t-Distribution,Sequential LSTM
6,0.013726717,-0.5616851,-0.35314873,-0.26985598,0.15448493,30,5.0,MAP,t-Distribution,Sequential LSTM
7,0.054850522,-0.563677,-0.35551372,-0.27236998,0.15420854,30,5.0,MAP,t-Distribution,Sequential LSTM
8,0.017005986,-0.5620404,-0.35412875,-0.2710855,0.15402213,30,5.0,MAP,t-Distribution,Sequential LSTM
9,0.03946934,-0.5635471,-0.35595238,-0.27303573,0.15378733,30,5.0,MAP,t-Distribution,Sequential LSTM
10,0.011648619,-0.56130415,-0.35467488,-0.27214384,0.15307213,30,5.0,MAP,t-Distribution,Sequential LSTM
11,0.0033802066,-0.568664,-0.3618993,-0.27931416,0.1531725,30,5.0,MAP,t-Distribution,Sequential LSTM
12,0.016036488,-0.5477334,-0.33929777,-0.25604522,0.15441033,30,5.0,MAP,t-Distribution,Sequential LSTM
13,0.028465362,-0.5598607,-0.35086727,-0.26739195,0.15482351,30,5.0,MAP,t-Distribution,Sequential LSTM
14,0.018086966,-0.57191586,-0.3637593,-0.28061825,0.15420358,30,5.0,MAP,t-Distribution,Sequential LSTM
15,-0.019651694,-0.55780065,-0.34851137,-0.26491785,0.15504272,30,5.0,MAP,t-Distribution,Sequential LSTM
16,-0.0084292665,-0.57262737,-0.3617102,-0.27746654,0.15624861,30,5.0,MAP,t-Distribution,Sequential LSTM
17,0.012086256,-0.5560946,-0.34675398,-0.26314,0.15508072,30,5.0,MAP,t-Distribution,Sequential LSTM
18,-0.007769948,-0.55862796,-0.34976783,-0.26634574,0.15472478,30,5.0,MAP,t-Distribution,Sequential LSTM
19,-0.015706848,-0.57635176,-0.36322764,-0.27810246,0.15788357,30,5.0,MAP,t-Distribution,Sequential LSTM
20,0.0026413826,-0.5772216,-0.36319605,-0.27771083,0.15855132,30,5.0,MAP,t-Distribution,Sequential LSTM
21,0.008354687,-0.5742224,-0.3594639,-0.27368593,0.1590943,30,5.0,MAP,t-Distribution,Sequential LSTM
22,0.026503853,-0.56151307,-0.34810063,-0.2628603,0.15809713,30,5.0,MAP,t-Distribution,Sequential LSTM
23,-0.047822498,-0.57816166,-0.36338478,-0.27759948,0.15910792,30,5.0,MAP,t-Distribution,Sequential LSTM
24,0.01002436,-0.5620562,-0.34902388,-0.26393536,0.15781555,30,5.0,MAP,t-Distribution,Sequential LSTM
25,-0.00069839164,-0.55682546,-0.3450956,-0.2605273,0.1568507,30,5.0,MAP,t-Distribution,Sequential LSTM
26,-0.037003055,-0.57260466,-0.3632537,-0.27963558,0.15508838,30,5.0,MAP,t-Distribution,Sequential LSTM
27,0.009204431,-0.5835649,-0.36509672,-0.27783707,0.16184244,30,5.0,MAP,t-Distribution,Sequential LSTM
28,0.00061583443,-0.5603687,-0.3460189,-0.26040417,0.15879157,30,5.0,MAP,t-Distribution,Sequential LSTM
29,-0.0005407231,-0.5718679,-0.3588986,-0.27383524,0.15776888,30,5.0,MAP,t-Distribution,Sequential LSTM
30,0.0022196814,-0.5640329,-0.3523795,-0.26784173,0.15679406,30,5.0,MAP,t-Distribution,Sequential LSTM
31,0.031336077,-0.56910896,-0.35884088,-0.27485645,0.15576778,30,5.0,MAP,t-Distribution,Sequential LSTM
32,-0.017722396,-0.54844,-0.33851108,-0.25466213,0.15551652,30,5.0,MAP,t-Distribution,Sequential LSTM
33,0.025215866,-0.5702162,-0.36086115,-0.27724138,0.15509142,30,5.0,MAP,t-Distribution,Sequential LSTM
34,-0.026152395,-0.55589,-0.34666038,-0.2630907,0.15499853,30,5.0,MAP,t-Distribution,Sequential LSTM
35,-0.03869781,-0.55838287,-0.345627,-0.26064894,0.15761074,30,5.0,MAP,t-Distribution,Sequential LSTM
36,0.029078271,-0.5760063,-0.36389273,-0.2791712,0.15713492,30,5.0,MAP,t-Distribution,Sequential LSTM
