Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Estimation_Method,Distribution,Model
1,-1.1780553,-4.0459075,-2.4055629,-1.7503828,1.2151768,5,5.0,MAP,t-Distribution,Sequential LSTM
2,0.14465952,-4.420732,-2.4803073,-1.7052704,1.437478,5,5.0,MAP,t-Distribution,Sequential LSTM
3,-0.32102254,-4.2028284,-2.517125,-1.8438278,1.2487788,5,5.0,MAP,t-Distribution,Sequential LSTM
4,1.3378643,-4.387336,-2.6768165,-1.9936075,1.2671626,5,5.0,MAP,t-Distribution,Sequential LSTM
5,0.13568261,-4.0239515,-2.3911078,-1.738924,1.2096198,5,5.0,MAP,t-Distribution,Sequential LSTM
6,-0.30509186,-4.220825,-2.5035367,-1.8176243,1.2721771,5,5.0,MAP,t-Distribution,Sequential LSTM
7,0.36305726,-3.880857,-2.1306837,-1.4316362,1.2965385,5,5.0,MAP,t-Distribution,Sequential LSTM
8,-0.76898867,-4.0264964,-2.3777537,-1.7192193,1.2213981,5,5.0,MAP,t-Distribution,Sequential LSTM
9,0.37085512,-4.6992083,-2.6985538,-1.8994603,1.4820962,5,5.0,MAP,t-Distribution,Sequential LSTM
10,-0.31342193,-4.438266,-2.6886537,-1.9898307,1.2961224,5,5.0,MAP,t-Distribution,Sequential LSTM
11,-1.1082166,-5.1802506,-3.2198513,-2.4368365,1.452275,5,5.0,MAP,t-Distribution,Sequential LSTM
12,0.41653058,-4.867322,-2.9686327,-2.210266,1.4065596,5,5.0,MAP,t-Distribution,Sequential LSTM
13,0.3990886,-4.26527,-2.348321,-1.5826606,1.420087,5,5.0,MAP,t-Distribution,Sequential LSTM
14,-0.89662015,-4.8967805,-2.4970822,-1.5386044,1.7777101,5,5.0,MAP,t-Distribution,Sequential LSTM
15,0.13621292,-5.6836896,-3.468118,-2.5831833,1.6413082,5,5.0,MAP,t-Distribution,Sequential LSTM
16,0.6332481,-4.695816,-2.9001288,-2.1829026,1.3302554,5,5.0,MAP,t-Distribution,Sequential LSTM
17,-0.2369615,-4.4266357,-2.6742887,-1.9743733,1.2981488,5,5.0,MAP,t-Distribution,Sequential LSTM
18,-0.3771645,-4.266795,-2.338481,-1.5682813,1.4285061,5,5.0,MAP,t-Distribution,Sequential LSTM
19,-0.15898332,-5.338419,-3.3251138,-2.5209675,1.491468,5,5.0,MAP,t-Distribution,Sequential LSTM
20,0.14765507,-5.5004945,-3.4808056,-2.6741097,1.4961969,5,5.0,MAP,t-Distribution,Sequential LSTM
21,-0.31900442,-5.6769934,-3.5739899,-2.7340164,1.5579169,5,5.0,MAP,t-Distribution,Sequential LSTM
22,1.8115578,-4.234875,-2.506376,-1.8159859,1.280482,5,5.0,MAP,t-Distribution,Sequential LSTM
23,0.45943645,-4.2910857,-2.5902207,-1.9108679,1.2600105,5,5.0,MAP,t-Distribution,Sequential LSTM
24,-0.1587786,-4.0872517,-2.4571424,-1.8060507,1.2075944,5,5.0,MAP,t-Distribution,Sequential LSTM
25,-0.028423749,-4.2277513,-2.5960221,-1.9442832,1.2087945,5,5.0,MAP,t-Distribution,Sequential LSTM
26,0.35163745,-3.9122493,-2.3234954,-1.6889218,1.1769578,5,5.0,MAP,t-Distribution,Sequential LSTM
27,-0.7335782,-4.316353,-2.6312544,-1.958199,1.2483306,5,5.0,MAP,t-Distribution,Sequential LSTM
28,0.39551398,-4.821994,-2.9190173,-2.158938,1.4097358,5,5.0,MAP,t-Distribution,Sequential LSTM
29,0.38006106,-3.8922608,-2.2956214,-1.6578981,1.1827996,5,5.0,MAP,t-Distribution,Sequential LSTM
30,-0.12546755,-4.0396533,-2.4537416,-1.820303,1.1748524,5,5.0,MAP,t-Distribution,Sequential LSTM
31,-0.6343344,-4.1654897,-2.485796,-1.8148993,1.2443267,5,5.0,MAP,t-Distribution,Sequential LSTM
32,1.0143292,-4.5420322,-2.79855,-2.1021752,1.2915816,5,5.0,MAP,t-Distribution,Sequential LSTM
33,0.40381774,-4.1294694,-2.431756,-1.753662,1.2576758,5,5.0,MAP,t-Distribution,Sequential LSTM
34,1.0418372,-4.4002175,-2.5981967,-1.878441,1.334947,5,5.0,MAP,t-Distribution,Sequential LSTM
35,-0.010182224,-4.165238,-2.4512463,-1.7666504,1.2697349,5,5.0,MAP,t-Distribution,Sequential LSTM
36,0.37548324,-4.6929436,-2.888092,-2.1672053,1.3370444,5,5.0,MAP,t-Distribution,Sequential LSTM
37,0.8631922,-4.6067176,-2.8300602,-2.120435,1.3161578,5,5.0,MAP,t-Distribution,Sequential LSTM
38,0.5605737,-4.178023,-2.432311,-1.7350457,1.2932334,5,5.0,MAP,t-Distribution,Sequential LSTM
39,-0.4215617,-4.2718444,-2.5247567,-1.8269418,1.2942526,5,5.0,MAP,t-Distribution,Sequential LSTM
40,0.78025395,-4.305741,-2.5920815,-1.9076185,1.2694886,5,5.0,MAP,t-Distribution,Sequential LSTM
41,-0.35614613,-4.476359,-2.5792148,-1.821465,1.4054152,5,5.0,MAP,t-Distribution,Sequential LSTM
42,0.19825847,-4.457444,-2.5549643,-1.7950835,1.4093678,5,5.0,MAP,t-Distribution,Sequential LSTM
43,0.1930778,-4.4142966,-2.606409,-1.88431,1.3392934,5,5.0,MAP,t-Distribution,Sequential LSTM
44,-1.0453184,-4.6203594,-2.6542647,-1.8689748,1.4564942,5,5.0,MAP,t-Distribution,Sequential LSTM
45,0.6530428,-4.4005327,-2.6741402,-1.9845912,1.2789216,5,5.0,MAP,t-Distribution,Sequential LSTM
46,0.7396237,-4.728186,-2.9078674,-2.1808028,1.3485025,5,5.0,MAP,t-Distribution,Sequential LSTM
47,-0.5034194,-4.1110797,-2.4637995,-1.8058493,1.2203145,5,5.0,MAP,t-Distribution,Sequential LSTM
48,0.11926476,-4.6416535,-2.7419088,-1.9831202,1.4073418,5,5.0,MAP,t-Distribution,Sequential LSTM
49,0.4188041,-5.116612,-2.9738116,-2.1179428,1.5873988,5,5.0,MAP,t-Distribution,Sequential LSTM
50,-0.3935892,-4.531599,-2.6168745,-1.8521029,1.4184388,5,5.0,MAP,t-Distribution,Sequential LSTM
51,0.8028355,-4.270383,-2.5965004,-1.9279249,1.2400216,5,5.0,MAP,t-Distribution,Sequential LSTM
52,-0.016507437,-4.215307,-2.513149,-1.8332798,1.2609683,5,5.0,MAP,t-Distribution,Sequential LSTM
53,-0.6317703,-4.758656,-2.8255079,-2.0533776,1.4320871,5,5.0,MAP,t-Distribution,Sequential LSTM
54,-1.0052944,-4.2421155,-2.5817618,-1.9185901,1.2299993,5,5.0,MAP,t-Distribution,Sequential LSTM
55,0.80804986,-5.023611,-2.9778297,-2.160712,1.5155263,5,5.0,MAP,t-Distribution,Sequential LSTM
56,0.6134217,-4.1281047,-2.2217567,-1.4603308,1.4122335,5,5.0,MAP,t-Distribution,Sequential LSTM
57,0.97992307,-4.9935694,-2.8708243,-2.0229661,1.5725414,5,5.0,MAP,t-Distribution,Sequential LSTM
58,0.17120387,-5.766232,-3.6089306,-2.7472699,1.5981412,5,5.0,MAP,t-Distribution,Sequential LSTM
59,0.18177876,-4.150719,-2.4531746,-1.7751482,1.2575506,5,5.0,MAP,t-Distribution,Sequential LSTM
