Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Estimation_Method,Distribution,Model
1,-0.25907403,-4.5235705,-2.5713453,-1.7915953,1.4462197,2,5.0,MAP,t-Distribution,Sequential RNN
2,0.40458125,-4.7146945,-2.8373559,-2.0875168,1.3907431,2,5.0,MAP,t-Distribution,Sequential RNN
3,-0.54353875,-4.634537,-2.8782496,-2.1767604,1.3010678,2,5.0,MAP,t-Distribution,Sequential RNN
4,0.14331016,-4.9437222,-3.0085442,-2.235603,1.433591,2,5.0,MAP,t-Distribution,Sequential RNN
5,-0.112050615,-4.509976,-2.555853,-1.775345,1.4476255,2,5.0,MAP,t-Distribution,Sequential RNN
6,0.27324444,-4.604666,-2.7206483,-1.9681412,1.3956914,2,5.0,MAP,t-Distribution,Sequential RNN
7,0.5623339,-4.54135,-2.755738,-2.042536,1.3227913,2,5.0,MAP,t-Distribution,Sequential RNN
8,-1.4336625,-4.487049,-2.5825763,-1.8218993,1.4108443,2,5.0,MAP,t-Distribution,Sequential RNN
9,-0.72488016,-5.81872,-3.6687205,-2.8099763,1.5927318,2,5.0,MAP,t-Distribution,Sequential RNN
10,0.9850409,-5.5412493,-3.6063788,-2.8335605,1.4333632,2,5.0,MAP,t-Distribution,Sequential RNN
11,-0.9317991,-4.669549,-2.7559338,-1.9916054,1.4176168,2,5.0,MAP,t-Distribution,Sequential RNN
12,0.10910404,-5.171569,-3.0821328,-2.2475786,1.5478661,2,5.0,MAP,t-Distribution,Sequential RNN
13,-1.2504716,-4.5095577,-2.5901804,-1.8235505,1.4218857,2,5.0,MAP,t-Distribution,Sequential RNN
14,-2.2289844,-5.292405,-2.8542125,-1.8803595,1.8062268,2,5.0,MAP,t-Distribution,Sequential RNN
15,0.4358619,-6.7244134,-4.3927345,-3.4614246,1.727321,2,5.0,MAP,t-Distribution,Sequential RNN
16,0.9487983,-5.2388177,-3.4652867,-2.75691,1.3138419,2,5.0,MAP,t-Distribution,Sequential RNN
17,0.5240973,-4.824075,-2.5397747,-1.6273885,1.692223,2,5.0,MAP,t-Distribution,Sequential RNN
18,-1.271954,-4.495346,-2.5399067,-1.7588729,1.4486005,2,5.0,MAP,t-Distribution,Sequential RNN
19,0.44726914,-5.82836,-3.7133503,-2.8685818,1.5668112,2,5.0,MAP,t-Distribution,Sequential RNN
20,1.522276,-4.6902795,-2.939615,-2.2403715,1.2969023,2,5.0,MAP,t-Distribution,Sequential RNN
21,0.15183811,-5.394465,-3.4886634,-2.7274559,1.4118285,2,5.0,MAP,t-Distribution,Sequential RNN
22,0.2691368,-4.581043,-2.8015125,-2.0907397,1.3182861,2,5.0,MAP,t-Distribution,Sequential RNN
23,1.1289569,-4.5051064,-2.6917694,-1.9674937,1.3433304,2,5.0,MAP,t-Distribution,Sequential RNN
24,0.34134147,-4.7976203,-2.921848,-2.1726348,1.3895825,2,5.0,MAP,t-Distribution,Sequential RNN
25,-0.030854661,-4.6563454,-2.906338,-2.2073572,1.2964153,2,5.0,MAP,t-Distribution,Sequential RNN
26,0.07894686,-4.6138396,-2.8000927,-2.075653,1.3436342,2,5.0,MAP,t-Distribution,Sequential RNN
27,-0.10214007,-4.8767047,-3.131636,-2.4346273,1.292757,2,5.0,MAP,t-Distribution,Sequential RNN
28,-0.28588048,-5.522924,-3.7092135,-2.9847884,1.343607,2,5.0,MAP,t-Distribution,Sequential RNN
29,-0.0656413,-4.9358916,-3.1172566,-2.3908646,1.3472552,2,5.0,MAP,t-Distribution,Sequential RNN
30,0.93859434,-4.905163,-3.1443217,-2.4410136,1.3044411,2,5.0,MAP,t-Distribution,Sequential RNN
31,-0.17480901,-4.679016,-2.8202243,-2.077793,1.3770038,2,5.0,MAP,t-Distribution,Sequential RNN
32,0.68351907,-5.253961,-3.4656696,-2.7513974,1.3247764,2,5.0,MAP,t-Distribution,Sequential RNN
33,-0.9140711,-4.536519,-2.5537956,-1.7618642,1.4688127,2,5.0,MAP,t-Distribution,Sequential RNN
34,-0.13163145,-5.354435,-3.3361115,-2.5299609,1.4951855,2,5.0,MAP,t-Distribution,Sequential RNN
