Confidence_Level,Violation_Rate,TUFF,LRTUFF,LRUC,LRIND,LRCC,Basel_Zone,N_Assets,Model
0.01,0.20481928,12,2.5473845,221.21568,0.039282314,221.25496,Red,29,Sequential RNN
0.05,0.25301206,12,0.2358538,114.86459,1.825757e-6,114.86459,Red,29,Sequential RNN
0.1,0.29718876,1,4.6051702,74.64395,0.056977764,74.70093,Red,29,Sequential RNN
