N_Assets,Confidence_Level,LR_CC,LR_IND,Basel_Zone,LR_TUFF,Model,LR_UC,PF_Percent,TUFF
5,0.01,2189.7917,8.1208515,Red,9.2103405,Sequential RNN,2181.671,97.59036,1
5,0.1,865.4326,8.323026,Red,4.6051702,Sequential RNN,857.1096,89.15663,1
5,0.05,1270.1501,2.4625218,Red,5.9914646,Sequential RNN,1267.6876,93.17269,1
5,0.01,2201.591,3.1464646,Red,9.2103405,Sequential LSTM,2198.4446,97.99197,1
5,0.1,922.7484,3.1674762,Red,4.6051702,Sequential LSTM,919.58093,91.967865,1
5,0.05,1285.0725,6.2046933,Red,5.9914646,Sequential LSTM,1278.8678,93.574295,1
