Confidence_Level,LR_CC,LR_IND,Nu,TUFF,N_Assets,LR_TUFF,Model,LR_UC,Basel_Zone,PF_Percent
0.01,2075.7366,18.817945,5.0,1,10,9.2103405,Sequential RNN,2056.9187,Red,94.37751
0.1,733.9563,5.373515,5.0,1,10,4.6051702,Sequential RNN,728.58276,Red,82.73093
0.05,1151.0764,9.171451,5.0,1,10,5.9914646,Sequential RNN,1141.9049,Red,88.35342
0.01,2189.7917,8.1208515,5.0,1,10,9.2103405,Sequential LSTM,2181.671,Red,97.59036
0.1,837.18866,5.5410247,5.0,1,10,4.6051702,Sequential LSTM,831.64764,Red,87.95181
0.05,1256.2922,10.592692,5.0,1,10,5.9914646,Sequential LSTM,1245.6996,Red,92.36948
