Confidence_Level,LR_CC,LR_IND,Nu,TUFF,N_Assets,LR_TUFF,Model,LR_UC,Basel_Zone,PF_Percent
0.01,1886.524,12.213412,5.0,1,15,9.2103405,Sequential RNN,1874.3107,Red,89.15663
0.1,719.64746,6.009308,5.0,1,15,4.6051702,Sequential RNN,713.6382,Red,81.92771
0.05,1063.6075,8.261115,5.0,1,15,5.9914646,Sequential RNN,1055.3464,Red,84.73896
0.01,2143.0671,9.839238,5.0,1,15,9.2103405,Sequential LSTM,2133.2278,Red,96.385544
0.1,869.32306,12.213412,5.0,1,15,4.6051702,Sequential LSTM,857.1096,Red,89.15663
0.05,1245.4343,21.266071,5.0,1,15,5.9914646,Sequential LSTM,1224.1682,Red,91.56626
