Confidence_Level,LR_CC,LR_IND,Nu,TUFF,N_Assets,LR_TUFF,Model,LR_UC,Basel_Zone,PF_Percent
0.01,2219.7283,4.09923,5.0,1,2,9.2103405,Sequential RNN,2215.6292,Red,98.39357
0.1,919.6843,0.1033808,5.0,1,2,4.6051702,Sequential RNN,919.58093,Red,91.967865
0.05,1325.2955,0.28048795,5.0,1,2,5.9914646,Sequential RNN,1325.015,Red,95.18072
0.01,2251.7134,NaN,5.0,1,2,9.2103405,Sequential LSTM,2251.7134,Red,99.196785
0.1,929.1241,0.217617,5.0,1,2,4.6051702,Sequential LSTM,928.9065,Red,92.36948
0.05,1349.796,0.70033544,5.0,1,2,5.9914646,Sequential LSTM,1349.0957,Red,95.98393
