N_Assets,Confidence_Level,LR_CC,LR_IND,Basel_Zone,LR_TUFF,Model,LR_UC,PF_Percent,TUFF
29,0.01,2081.3726,9.545168,Red,9.2103405,Sequential RNN,2071.8274,94.77911,1
29,0.1,920.57434,19.323154,Red,4.6051702,Sequential RNN,901.25116,91.16466,1
29,0.05,1273.3181,16.684479,Red,5.9914646,Sequential RNN,1256.6337,92.77108,1
29,0.01,1958.9398,2.6001825,Red,9.2103405,Sequential LSTM,1956.3396,91.56626,1
29,0.1,765.9555,6.800182,Red,4.6051702,Sequential LSTM,759.15533,84.33735,1
29,0.05,1144.12,2.2150345,Red,5.9914646,Sequential LSTM,1141.9049,88.35342,1
