N_Assets,Confidence_Level,LR_CC,LR_IND,Basel_Zone,LR_TUFF,Model,LR_UC,PF_Percent,TUFF
15,0.01,2109.356,7.210733,Red,9.2103405,Sequential RNN,2102.1453,95.58233,1
15,0.1,914.5645,22.326477,Red,4.6051702,Sequential RNN,892.23804,90.763054,1
15,0.05,1285.0725,6.2046933,Red,5.9914646,Sequential RNN,1278.8678,93.574295,1
15,0.01,2089.3843,2.485727,Red,9.2103405,Sequential LSTM,2086.8984,95.18072,1
15,0.1,867.76385,2.0039399,Red,4.6051702,Sequential LSTM,865.7599,89.558235,1
15,0.05,1226.7684,2.6001825,Red,5.9914646,Sequential LSTM,1224.1682,91.56626,1
