N_Assets,Confidence_Level,LR_CC,LR_IND,Basel_Zone,LR_TUFF,Model,LR_UC,PF_Percent,TUFF
15,0.01,36.695206,7.196312,Yellow,0.013470583,Sequential RNN,29.498894,6.0240965,112
15,0.1,4.7840443,1.4279042,Yellow,0.08289922,Sequential RNN,3.3561401,13.654618,13
15,0.05,13.986926,2.0039399,Red,0.048930824,Sequential RNN,11.982986,10.441768,16
15,0.01,21.44691,8.429713,Yellow,0.31634063,Sequential LSTM,13.017197,4.016064,54
15,0.1,4.5227103,1.8381095,Yellow,0.37029287,Sequential LSTM,2.6846008,13.253013,17
15,0.05,8.439264,2.0982454,Red,0.026435584,Sequential LSTM,6.3410187,8.835341,17
