N_Assets,Confidence_Level,LR_CC,LR_IND,Basel_Zone,LR_TUFF,Model,LR_UC,PF_Percent,TUFF
10,0.01,27.40542,1.5297492,Yellow,0.015713796,Sequential RNN,25.875671,5.62249,113
10,0.1,3.4112298,0.72662896,Yellow,2.687838,Sequential RNN,2.6846008,13.253013,35
10,0.05,6.0308323,0.8603151,Red,4.2135696,Sequential RNN,5.170517,8.433735,91
10,0.01,16.80397,3.7867732,Yellow,0.015713796,Sequential LSTM,13.017197,4.016064,113
10,0.1,4.3826427,2.8296645,Yellow,0.039038308,Sequential LSTM,1.5529785,12.4498,12
10,0.05,11.262806,3.6515543,Red,0.01130733,Sequential LSTM,7.611252,9.236947,18
