N_Assets,Confidence_Level,LR_CC,LR_IND,Basel_Zone,LR_TUFF,Model,LR_UC,PF_Percent,TUFF
30,0.01,0.78134537,1.3671632e-9,Green,0.05024429,Sequential RNN,0.78134537,1.6064256,124
30,0.1,16.876793,5.8510574e-16,Green,16.374464,Sequential RNN,16.876793,3.2128513,111
30,0.05,4.3147736,6.206141e-13,Green,5.8659673,Sequential RNN,4.3147736,2.4096384,111
30,0.1,19.427746,1.7623398e-14,Green,19.475548,Sequential LSTM,19.427746,2.811245,127
30,0.05,14.0407095,9.018645e-6,Green,8.46318,Sequential LSTM,14.040701,0.8032128,141
