N_Assets,Confidence_Level,LR_CC,LR_IND,Basel_Zone,LR_TUFF,Model,LR_UC,PF_Percent,TUFF
29,0.01,36.695206,7.196312,Yellow,0.018115044,Sequential RNN,29.498894,6.0240965,114
29,0.1,11.280649,2.5185947,Red,0.08289922,Sequential RNN,8.762054,16.064257,13
29,0.05,16.536102,1.2036283,Red,0.17157996,Sequential RNN,15.332474,11.24498,13
29,0.01,67.89685,0.22581391,Yellow,0.001659253,Sequential LSTM,67.671036,9.638554,96
29,0.1,13.838488,0.2619042,Red,4.0231873e-7,Sequential LSTM,13.576584,17.670683,10
29,0.05,32.5457,0.7697604,Red,0.17157996,Sequential LSTM,31.77594,14.45783,13
