Day,Avg_Nu_GARCH,Nu_DCC
217,5.525148268900962,5.0
218,5.539060312465618,5.0
219,5.544740523148538,5.0
220,5.516700923380086,5.0
221,5.49639919086088,5.0
222,5.495858422431573,5.0
223,5.507216317351022,5.0
224,5.49832862056626,5.0
225,5.524592527578856,5.0
226,5.543924883241477,5.0
227,5.531432057345165,5.0
228,5.530246515694545,5.0
229,5.528853503579802,5.0
230,5.522427505740156,5.0
231,5.520332901932639,5.0
232,5.529040243148819,5.0
233,5.495525762669145,5.0
234,5.527321891646145,5.0
235,5.54933120564497,5.0
236,5.53518858425299,5.0
237,5.544090667085771,5.0
238,5.549736815114039,5.0
239,5.579681313074668,5.0
240,5.535633725376178,5.0
241,5.520106378541578,5.0
242,5.568648233805207,5.0
243,5.617985429281854,5.0
244,5.707393739789172,5.0
245,5.749669590590726,5.0
246,5.717301640971644,5.0
247,5.739471588029888,5.0
248,5.70880959164182,5.0
249,5.756928370671263,5.0
