Day,Avg_Nu_GARCH,Nu_DCC
1,6.372939567077351,5.0
2,6.325611064897445,5.0
3,6.356316794232639,5.0
4,6.357569653241019,5.0
5,6.486067434451177,5.0
6,6.467686199501673,5.0
7,6.467483155357589,5.0
8,6.391913204663931,5.0
9,6.4113935295518205,5.0
10,6.361067907903307,5.0
11,6.4314099382873495,5.0
12,6.4470229239053864,5.0
13,6.4834864610629355,5.0
14,6.483444797270673,5.0
15,6.4234648889596215,5.0
16,6.434904214035228,5.0
17,6.363819075949047,5.0
18,6.405215724685266,5.0
19,6.468248174610108,5.0
20,6.493276728919544,5.0
21,6.51081155876908,5.0
22,6.509668510620361,5.0
23,6.4816449051122165,5.0
24,6.522204696528851,5.0
25,6.507214494005258,5.0
26,6.46200757503991,5.0
27,6.438344162522884,5.0
28,6.477728894058231,5.0
29,6.438960442714576,5.0
30,6.433535151626366,5.0
31,6.455003904096131,5.0
32,6.4843392741916785,5.0
33,6.437592532429177,5.0
34,6.3789503400364325,5.0
35,6.3479652104014885,5.0
36,6.3852757118766705,5.0
37,6.385450242352603,5.0
38,6.332609159146647,5.0
39,6.269152519741767,5.0
40,6.1872030582195805,5.0
41,6.200844328085912,5.0
42,6.2245524023096355,5.0
43,6.215414800847492,5.0
44,6.271863432908211,5.0
45,6.302229324476994,5.0
46,6.31874031418713,5.0
47,6.331940689651157,5.0
48,6.366344800771098,5.0
49,6.355868349848803,5.0
50,6.380228524384433,5.0
51,6.36205649322667,5.0
52,6.364935159694452,5.0
53,6.350000866995857,5.0
54,6.2739011246427125,5.0
55,6.303816155042964,5.0
56,6.330684917208008,5.0
57,6.277814455927362,5.0
58,6.29219672503892,5.0
59,6.245070218762423,5.0
60,6.243826312622914,5.0
61,6.2093531930168,5.0
62,6.156430181157117,5.0
63,6.202149784700579,5.0
64,6.224977784395426,5.0
65,6.190583359246424,5.0
66,6.229526519085885,5.0
67,6.268279993056991,5.0
68,6.252186735215287,5.0
69,6.189592360409051,5.0
70,6.185242810268157,5.0
71,6.236859905543268,5.0
72,6.218230808974339,5.0
73,6.092094285488837,5.0
74,6.161705097851387,5.0
75,6.138338610575188,5.0
76,6.13697785784269,5.0
77,6.1900855791456175,5.0
78,6.167375088789032,5.0
79,6.105897334123248,5.0
80,5.974822606687874,5.0
81,5.999596027519343,5.0
82,6.013354874726074,5.0
83,5.992675406046384,5.0
84,6.123140939899893,5.0
85,6.081431716814712,5.0
86,6.063000606072899,5.0
87,6.018814185024484,5.0
88,5.985442345139836,5.0
89,5.977140100153853,5.0
90,6.018792851836106,5.0
91,5.9581561122682825,5.0
92,5.878339030522712,5.0
93,5.886338363827016,5.0
94,5.8520920575482025,5.0
95,5.871997851333487,5.0
96,5.920356913715539,5.0
97,5.9507128394996585,5.0
98,5.961400108954194,5.0
99,5.942356920464733,5.0
100,6.138869754050129,5.0
101,6.120198690996682,5.0
102,6.131045803955194,5.0
103,6.104397290530245,5.0
104,6.106392028644473,5.0
105,6.088572074969501,5.0
106,6.067009651931657,5.0
107,6.054358192279302,5.0
108,6.063452160849764,5.0
109,6.0776754498028165,5.0
110,6.039651698090157,5.0
111,6.129375643329133,5.0
112,5.938348157614715,5.0
113,5.924787141571769,5.0
114,5.879707520760789,5.0
115,5.837376491355124,5.0
116,5.79217568823259,5.0
117,5.822925076142196,5.0
118,5.77343428374118,5.0
119,5.804635640664024,5.0
120,5.750441738188031,5.0
121,5.788804280763381,5.0
122,5.676564182773715,5.0
123,5.677008815481718,5.0
124,5.737313983147763,5.0
125,5.66106003457868,5.0
126,5.616672333406213,5.0
127,5.590739614493633,5.0
128,5.632284885700609,5.0
129,5.653865058385303,5.0
130,5.618507034642228,5.0
131,5.6237453885621225,5.0
132,5.645600264442732,5.0
133,5.684631278467884,5.0
134,5.644500594244685,5.0
135,5.678091277097927,5.0
136,5.690242732324466,5.0
137,5.716189246243297,5.0
138,5.7212639581851406,5.0
139,5.726392653070379,5.0
140,5.707831491151065,5.0
141,5.7101139089991095,5.0
142,5.754513326514476,5.0
143,5.766783995450607,5.0
144,5.737687483101592,5.0
145,5.750484372274276,5.0
146,5.741234556333969,5.0
147,5.694296416929378,5.0
148,5.707948889041107,5.0
149,5.7214574187270015,5.0
150,5.7728074013346635,5.0
151,5.77060933452791,5.0
152,5.777758687162639,5.0
153,5.79805086858841,5.0
154,5.775435060920654,5.0
155,5.735808960940464,5.0
156,5.77347601416512,5.0
157,5.77657842983554,5.0
158,5.7933760247088655,5.0
159,5.7935256966774125,5.0
160,5.778354659825598,5.0
161,5.778916839846415,5.0
162,5.7359201725032944,5.0
163,5.739747295385105,5.0
164,5.71033401182748,5.0
165,5.69035334724315,5.0
166,5.648765519694833,5.0
167,5.64855200691853,5.0
168,5.6572831818244484,5.0
169,5.655777046907873,5.0
170,5.595203338658206,5.0
171,5.602117944170403,5.0
172,5.616511356593489,5.0
173,5.637135822519996,5.0
174,5.66633892827321,5.0
175,5.633279918381108,5.0
176,5.599996894155957,5.0
177,5.587991842779788,5.0
178,5.554065740420828,5.0
179,5.566133907839398,5.0
180,5.593185094209112,5.0
181,5.538539126723346,5.0
182,5.527289050952335,5.0
183,5.5166891975054,5.0
184,5.543916930987747,5.0
185,5.511278136707641,5.0
186,5.494330483669915,5.0
187,5.426692162572545,5.0
188,5.3819946486894015,5.0
189,5.405459361668056,5.0
190,5.3452331270917455,5.0
191,5.701216171011237,5.0
192,5.668151654902661,5.0
193,5.617028375476574,5.0
194,5.609273086982314,5.0
195,5.56586494220978,5.0
196,5.582431816287604,5.0
197,5.558059206271988,5.0
198,5.543525783221929,5.0
199,5.537706663862027,5.0
200,5.526199063263815,5.0
201,5.515789991415219,5.0
202,5.477052699744857,5.0
203,5.475227649651366,5.0
204,5.413418183359538,5.0
205,5.4278854846450875,5.0
206,5.450195508624613,5.0
207,5.439590733514696,5.0
208,5.438485780094263,5.0
209,5.454138774646952,5.0
210,5.463219666976291,5.0
211,5.486852524943729,5.0
212,5.526376216429243,5.0
213,5.532985177553677,5.0
214,5.5593813416243325,5.0
215,5.567038771111904,5.0
216,5.555907521617499,5.0
