Day,Avg_Nu_GARCH,Nu_DCC
1,6.058287085147238,5.0
2,6.007885448548559,5.0
3,6.036907698934635,5.0
4,5.996550014769176,5.0
5,6.201572480135407,5.0
6,6.183633369299107,5.0
7,6.1519398686803495,5.0
8,6.0500423225137006,5.0
9,6.097930573142268,5.0
10,6.0202972465053,5.0
11,5.946377659718345,5.0
12,6.002226347347667,5.0
13,6.113526195635829,5.0
14,6.114913193010922,5.0
15,6.091765194962962,5.0
16,6.084600090518891,5.0
17,6.0318102343694076,5.0
18,6.087111468928366,5.0
19,6.130847943717622,5.0
20,6.154980588290518,5.0
21,6.200700026524507,5.0
22,6.198022447517614,5.0
23,6.1268892981341505,5.0
24,6.1674525849308965,5.0
25,6.178734666141882,5.0
26,6.124438412032483,5.0
27,6.099605015962849,5.0
28,6.114929012695635,5.0
29,6.082391867283633,5.0
30,6.061096829477023,5.0
31,6.086674751388483,5.0
32,6.0592641248102765,5.0
33,6.032578676160506,5.0
34,5.98692677715888,5.0
35,5.982686197918805,5.0
36,5.952593247210499,5.0
37,5.942372622587568,5.0
38,5.855289496813796,5.0
39,5.791204819841191,5.0
40,5.721421479368414,5.0
41,5.763828214852003,5.0
42,5.85094264302891,5.0
43,5.861233499540035,5.0
44,5.938199892674179,5.0
45,5.94569009113946,5.0
46,5.9500142795935105,5.0
47,5.961247994468293,5.0
48,6.034168466560793,5.0
49,6.087960677481082,5.0
50,6.125591001286513,5.0
51,6.107705663611862,5.0
52,6.13003909509356,5.0
53,6.105425939539457,5.0
54,6.011930159544314,5.0
55,6.063127133469115,5.0
56,6.110567366084556,5.0
57,6.0623277556577095,5.0
58,6.011322227202475,5.0
59,5.961397692547253,5.0
60,6.009173150132144,5.0
61,6.022477966700249,5.0
62,5.96256073293455,5.0
63,6.0190954770993645,5.0
64,6.029790146386002,5.0
65,6.034270371652591,5.0
66,6.030286552727775,5.0
67,6.073708155374492,5.0
68,6.033396044250533,5.0
69,5.99892025058443,5.0
70,5.993119695440586,5.0
71,6.030979390412215,5.0
72,5.9794809372124815,5.0
73,5.897721331727227,5.0
74,5.96443354336782,5.0
75,5.928603694755196,5.0
76,5.8918010990748,5.0
77,5.945516279891577,5.0
78,5.908238931691644,5.0
79,5.865097215193005,5.0
80,5.791922941636084,5.0
81,5.796912648640585,5.0
82,5.814861038474232,5.0
83,5.762882553964185,5.0
84,5.8126544490421574,5.0
85,5.776746507090416,5.0
86,5.781899128732199,5.0
87,5.74845524990479,5.0
88,5.709343331097875,5.0
89,5.717664147789144,5.0
90,5.7446074025474045,5.0
91,5.70759528969285,5.0
92,5.617050655659623,5.0
93,5.661598136419412,5.0
94,5.55847158707453,5.0
95,5.59759106322052,5.0
96,5.676531195906827,5.0
97,5.669088620794403,5.0
98,5.694178505079729,5.0
99,5.666422640468858,5.0
100,5.788319141198185,5.0
101,5.785654254573926,5.0
102,5.768086836373853,5.0
103,5.7021063526696825,5.0
104,5.7541634555852905,5.0
105,5.749690523303182,5.0
106,5.744888805048165,5.0
107,5.765876671160358,5.0
108,5.766787792909488,5.0
109,5.788125700763681,5.0
110,5.753483453260735,5.0
111,5.87276548233144,5.0
112,5.759983802745498,5.0
113,5.804204537895005,5.0
114,5.697568489589966,5.0
115,5.688414348939397,5.0
116,5.552733686408673,5.0
117,5.527216082355713,5.0
118,5.514887641015055,5.0
