Day,Actual_Return,VaR_1_percent,VaR_5_percent,VaR_10_percent
1,-0.30007461203830765,1.8210293598438296,1.0711067212118186,0.7715756177199082
2,0.5302170826635594,1.8138125116241381,1.0670080336547316,0.7687223734339281
3,0.18707518778865181,1.8263047242561574,1.0728516767115035,0.7719104713998766
4,0.29512742614109216,1.7476476327730266,1.0248797971025152,0.7361947564938386
5,-0.21342148694004803,1.7376089345078933,1.0173119184883543,0.7296137627908136
6,0.2404875866479944,1.706130057710605,1.0006570684503464,0.7188798662814265
7,0.26399674652905175,1.6536503009035606,0.9692900580414296,0.6959456246683845
8,-0.19447763527345674,1.6245407007404382,0.951747504942882,0.6830231352842956
9,0.3872921375013049,1.6878096749237521,0.9887220250603428,0.7094952296363075
10,-0.05283020679881675,1.64123366901751,0.9610408000989957,0.689360882572908
11,-0.37967123361531663,1.5918164477696608,0.9319102570892696,0.6683331635157095
12,-0.44336733522392796,1.5529428093037334,0.9085668842563761,0.6511928273201295
13,-1.30498036877879,1.668906863625576,0.9793373761811369,0.7039122871541377
14,-0.22952446443715124,1.9940680145254401,1.1753979571796198,0.8484080344325247
15,0.653246913658049,1.981302399775086,1.1658582240152537,0.8401567700000103
16,-0.2465049447792838,2.058845605962813,1.2115745730736993,0.8731609629699252
17,-0.22074452993915575,2.0313266509661663,1.196958045138783,0.8636978708915043
18,-0.29861007606280765,1.9422631795403644,1.1427465438871895,0.8234068042919316
19,0.017867564090746788,1.9401150864115368,1.1408289941380996,0.8215813372582821
20,-0.01794210780534311,1.9200665499693517,1.1305797631444625,0.815246105687055
21,-0.03163582755936862,1.7774691561865579,1.0468778354597779,0.7550679697140292
22,0.4506760570857925,1.7969844121662162,1.0582082869728588,0.7631292793350722
23,0.44976640674656887,1.8113199116993355,1.0664549150015896,0.7689439146397845
24,0.31016208106460985,1.829276941037395,1.0763422750661467,0.77560811965102
25,0.5660458212289368,1.8005529589940534,1.0570739799250801,0.7601165771857747
