Day,Avg_Nu_GARCH,Nu_DCC
125,5.666961130763567,5.0
126,5.6213897357776235,5.0
127,5.6200613415184115,5.0
128,5.659823974876379,5.0
129,5.688089716543296,5.0
130,5.672379075250435,5.0
131,5.686795462251271,5.0
132,5.706337913529442,5.0
133,5.7265009860903335,5.0
134,5.697724536246257,5.0
135,5.7102383248190245,5.0
136,5.708366457223632,5.0
137,5.710698281777918,5.0
138,5.724428926274135,5.0
139,5.7287381594890725,5.0
140,5.715045497686786,5.0
141,5.720672489840414,5.0
142,5.758466779926629,5.0
143,5.763764919292943,5.0
144,5.763006075238633,5.0
145,5.786040944937895,5.0
146,5.780545240817696,5.0
147,5.738840143923229,5.0
148,5.751220688994358,5.0
149,5.747063194680826,5.0
150,5.793078830405146,5.0
151,5.778816462822906,5.0
152,5.789258385310904,5.0
153,5.806679432802721,5.0
154,5.776241659863746,5.0
155,5.734713778484017,5.0
156,5.769450482633419,5.0
157,5.786272199860227,5.0
158,5.808943513186356,5.0
159,5.802799971917436,5.0
160,5.7954312279809175,5.0
161,5.806514532784137,5.0
162,5.760535862062298,5.0
163,5.750337208357618,5.0
164,5.7253279844286835,5.0
165,5.71900437306358,5.0
166,5.694755941071564,5.0
167,5.67853565333938,5.0
168,5.711552475527317,5.0
169,5.698367411594361,5.0
170,5.639496920167742,5.0
171,5.629974633139119,5.0
172,5.637793393776605,5.0
173,5.667805616921513,5.0
174,5.692623587392858,5.0
175,5.676188348600532,5.0
176,5.647422852956553,5.0
177,5.6343864675269435,5.0
178,5.6139216073974465,5.0
179,5.6360635403234705,5.0
180,5.651973652828721,5.0
181,5.598135441682145,5.0
182,5.570123461159759,5.0
183,5.568710970058027,5.0
184,5.595046516874372,5.0
185,5.582377959216556,5.0
186,5.574025815665179,5.0
187,5.520332275778876,5.0
188,5.462391593668974,5.0
189,5.5040183697919325,5.0
190,5.3937211325621,5.0
191,5.720299449684577,5.0
192,5.7641420678093755,5.0
193,5.699928015439013,5.0
194,5.701157713286633,5.0
195,5.6405807362300555,5.0
196,5.659339488250207,5.0
197,5.623097600146027,5.0
198,5.6157263863886175,5.0
199,5.627992760175503,5.0
200,5.609787987561784,5.0
201,5.600329749154562,5.0
202,5.548981896094614,5.0
203,5.548620041084684,5.0
204,5.5104671118219954,5.0
205,5.538053049387766,5.0
206,5.563329958468095,5.0
207,5.556639414873785,5.0
208,5.557140496504109,5.0
209,5.571090693782555,5.0
210,5.581581811304842,5.0
211,5.602065114076044,5.0
212,5.6285757121756586,5.0
213,5.6385248578036204,5.0
214,5.670320924513849,5.0
215,5.6852181289180255,5.0
216,5.687524660903606,5.0
217,5.636626261572519,5.0
218,5.64158912659059,5.0
219,5.658577275307139,5.0
220,5.624687981577557,5.0
221,5.612192828455557,5.0
222,5.615722292279935,5.0
223,5.624204855602956,5.0
224,5.620084516234602,5.0
225,5.652369173416826,5.0
226,5.666978309552617,5.0
227,5.640095523676618,5.0
228,5.653851479670579,5.0
229,5.6466115503263135,5.0
230,5.6469983686947804,5.0
231,5.655972045266648,5.0
232,5.658638116340845,5.0
233,5.618975925356907,5.0
234,5.654149138077821,5.0
235,5.687592300042885,5.0
236,5.676038762643403,5.0
237,5.700359503760777,5.0
238,5.707804456208906,5.0
239,5.758267496148137,5.0
240,5.698793000442731,5.0
241,5.70047596350546,5.0
242,5.757824064791792,5.0
243,5.814744487863529,5.0
244,5.94916927926972,5.0
245,5.960920417548508,5.0
246,5.94004638881778,5.0
247,5.926634248553926,5.0
248,5.885768928980322,5.0
249,5.922534956103259,5.0
