Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Asset_16_Weight,Asset_17_Weight,Asset_18_Weight,Asset_19_Weight,Asset_20_Weight,Asset_21_Weight,Asset_22_Weight,Asset_23_Weight,Asset_24_Weight,Asset_25_Weight,Asset_26_Weight,Asset_27_Weight,Asset_28_Weight,Asset_29_Weight,Asset_30_Weight,Day
-0.015414604,-0.02803768,-0.019736731,-0.030351898,0.09854721,-0.020936063,0.039069243,0.04835116,-0.04696315,-0.017515847,-0.036376085,0.02800448,0.008172672,-0.051436648,-0.024991008,0.05997118,0.0347082,0.059508406,-0.022482326,-0.02086657,0.06326366,0.04100131,-0.005927725,0.07780205,0.0015987477,-0.016350908,0.04252978,-0.023501003,0.049433734,0.7289264,26
-0.012072721,-0.02791166,-0.017837254,-0.041905027,0.10470506,-0.009723593,0.03964321,0.05524952,-0.058378853,-0.00377688,-0.05800133,0.037218027,0.0064060823,-0.02132189,-0.045307055,0.036601085,0.015365008,0.065408595,0.010450426,-0.0051915487,0.07222182,0.066390716,-0.020701071,0.04494017,-0.009574021,-0.02081005,0.0388855,-0.034115534,0.05647005,0.73667324,27
-0.015639348,-0.020375507,-0.016578425,-0.027043255,0.105473876,0.0029813764,0.030166289,0.049269978,-0.067131236,-0.010181403,-0.054494236,0.035553288,0.009278594,-0.014609602,-0.041818943,0.023163754,0.02761929,0.077226244,-0.010271827,0.0025968244,0.079123065,0.055006497,-0.020447588,0.04441342,0.0050750594,-0.046465944,0.04300828,-0.040236626,0.06546024,0.7298779,28
-0.0136263855,-0.0229263,-0.012189588,-0.032121543,0.10133076,0.011581557,0.034760166,0.053262066,-0.068839066,-0.0151980845,-0.04561722,0.032614756,0.013242675,-0.00263081,-0.045483965,0.021735558,0.03188835,0.09462538,-0.026287666,-0.0018193066,0.07585208,0.056769833,-0.02612429,0.043625228,0.0054631396,-0.04851993,0.04406663,-0.052750565,0.081075825,0.7122407,29
-0.0119151585,-0.024817728,-0.012563481,-0.030172775,0.10102181,0.024811858,0.027945759,0.052498292,-0.06829815,-0.021873694,-0.033699483,0.02782635,0.012168551,-0.004715157,-0.052079424,0.028571703,0.028514199,0.11805039,-0.03193966,0.009390684,0.07167286,0.0576011,-0.026218424,0.041614138,0.0034203567,-0.06960259,0.0360046,-0.042863168,0.09695242,0.6926938,30
0.026328798,-0.026227752,-0.022484962,-0.028809108,0.10118065,0.04173857,0.0072928932,0.035103593,-0.055212814,-0.0057992996,-0.040007785,0.046160184,0.006041128,0.00751206,-0.061529912,-0.008755278,0.03856452,0.13639815,-0.0102469865,-0.013534308,0.042775545,0.025339253,-0.041193336,0.038639564,0.0034782884,-0.05962979,0.034858964,-0.033444893,0.11312388,0.7023402,31
0.006172521,-0.014675412,-0.023809183,-0.036402818,0.09591487,0.06514669,0.02916423,0.0429222,-0.0578215,0.0011025022,-0.02962777,0.025344206,0.009311279,0.0114533985,-0.052803688,-0.029686974,0.032503493,0.1420047,-0.033406314,0.0054066856,0.044724956,0.03678248,-0.045044847,0.034566995,-0.0060305623,-0.06516852,0.026090546,-0.027206497,0.118150674,0.6949217,32
0.007800708,-0.013251717,-0.015848638,-0.037868746,0.09170294,0.08601318,0.025208293,0.032114178,-0.055395257,-0.007993389,-0.022820381,0.027087199,0.018442037,0.0053010173,-0.06953484,-0.027768275,0.03993205,0.15474175,-0.046117485,-0.025707938,0.061040852,0.059376385,-0.043708842,0.026423369,-0.00038509927,-0.07142697,0.011942381,-0.017202178,0.1283507,0.67955273,33
0.024315739,-0.018560743,-0.0133643,-0.03408584,0.07658576,0.09340535,0.028567903,0.03177845,-0.0574724,-0.02225609,-0.019763693,0.027022447,0.015240847,0.016106844,-0.061221845,-0.025370307,0.040759366,0.16005987,-0.047776528,-0.026466856,0.06639688,0.03201443,-0.032740057,0.026711658,-0.009946598,-0.069629125,0.010238271,-0.02495584,0.1398702,0.6745362,34
0.014137986,-0.01905818,-0.006657495,-0.035567462,0.0887996,0.05976238,0.022226326,0.035358757,-0.060112435,-0.031780824,-0.019872269,0.027812596,0.028448174,0.010678427,-0.0519151,-0.021320257,0.044638135,0.16139862,-0.048239537,-0.017801493,0.06995587,0.024918202,-0.03432584,0.025444418,-0.007701011,-0.06740156,0.016227666,-0.023335751,0.13769294,0.6775891,35
0.028182073,-0.019650927,-0.010056282,-0.038444486,0.07325749,-0.009528924,0.011466369,0.051297884,-0.060185432,-0.026183378,-0.005961139,0.03864962,0.032102734,0.0022750816,-0.035394236,-0.006040257,0.04572102,0.12430283,-0.033121463,0.0006875503,0.10071051,0.049381196,-0.025103996,0.013846756,-0.03796384,-0.061840013,0.01691147,-0.022145545,0.10390469,0.69892263,36
0.0111410925,-0.025519922,-0.0026668597,-0.028880863,0.061652202,0.0007432719,0.031503722,0.074421965,-0.076249585,-0.0183407,-0.025548091,0.03317271,0.030253332,-0.0062440615,-0.04957134,-0.008221153,0.050856665,0.122387506,-0.018617993,0.0014031227,0.06442983,0.056514822,-0.010724822,0.023618244,-0.04558476,-0.051336784,0.030998535,-0.02134803,0.098239385,0.6975186,37
0.018860685,-0.02021705,-0.006609901,-0.027164394,0.06847676,0.027985144,0.023152716,0.03915845,-0.07342289,-0.0021257335,-0.020569533,0.034882944,0.03904557,-0.0052594566,-0.055529878,-0.005570774,0.0509916,0.13472843,-0.029074462,-0.0010488046,0.03695646,0.0623762,-0.01951146,0.02516582,-0.05419192,-0.045340415,0.03077965,-0.029635169,0.10962966,0.69308174,38
0.03751348,-0.0168452,-0.010947535,-0.027389111,0.059845373,0.041957755,0.01556431,0.034693915,-0.07365462,-0.016544312,-0.025495483,0.03882015,0.045094065,-0.0018911713,-0.048307445,-0.024006441,0.05819401,0.1437095,-0.03437945,-0.007666754,0.03767599,0.0648513,-0.020501813,0.018937057,-0.06585857,-0.042576067,0.035957053,-0.026109576,0.11839858,0.690961,39
0.04820351,-0.021553727,-0.009352306,-0.034827776,0.059436828,0.060154468,0.016344484,0.038690574,-0.06472796,-0.01848263,-0.018449755,0.036500257,0.043782633,-0.00842364,-0.058626156,-0.02978281,0.057949908,0.15155356,-0.033998173,-0.0027362953,0.036232453,0.038875908,-0.023951715,0.02113198,-0.060157616,-0.034503754,0.041050464,-0.028116386,0.12601873,0.67176497,40
0.035520595,-0.019875322,-0.006237367,-0.035380933,0.06593473,0.07715628,0.01671337,0.040391356,-0.061636325,-0.015379901,-0.029923962,0.03224816,0.050479554,-0.0022423312,-0.06291953,-0.027093742,0.06599591,0.15736635,-0.0399295,-0.0055031003,0.0452196,0.03138501,-0.023979584,0.025538795,-0.058243938,-0.04086468,0.02809529,-0.033956334,0.13126722,0.65985435,41
0.068798065,-0.016758166,0.0035292462,-0.03113233,0.07033124,0.041449644,0.0076660607,0.0014793528,-0.050197877,-0.021698836,-0.027238578,0.020003425,0.057038195,-0.0027770754,-0.06836789,-0.0070069553,0.06155958,0.14979236,-0.041490447,-0.021437064,0.050770763,0.029431274,-0.015213039,0.022850767,-0.02948399,-0.022305772,0.013832592,-0.034063514,0.12810887,0.6625301,42
0.054911047,-0.016626338,0.0003575063,-0.028634863,0.0768625,0.053423546,0.0014137507,0.0012857069,-0.049746674,-0.019993141,-0.0153028285,0.01909682,0.058207534,-5.0640792e-5,-0.07342849,-0.004854553,0.06364021,0.15266047,-0.04883012,-0.02302535,0.050732583,0.036765322,-0.015387042,0.02186767,-0.031523243,-0.015591834,0.010664613,-0.0416796,0.1292791,0.65350634,43
0.067151725,-0.017054498,0.0036934621,-0.030153792,0.07352815,0.059229486,0.0021425306,0.0060485182,-0.042074855,-0.019731719,-0.03127686,0.016781718,0.061151087,-0.0014892278,-0.06807186,-0.017807055,0.060140345,0.1568653,-0.0489571,-0.024600739,0.043517206,0.030875755,-0.015980238,0.019957328,-0.024221674,-0.0036997038,0.026560128,-0.045589868,0.13183677,0.6312297,44
0.054081753,-0.013955218,-0.0031968702,-0.0008391557,0.068736576,0.06553094,-0.012609513,-0.0041253883,-0.047572576,-0.026719706,-0.04040112,0.010918718,0.044835545,0.0068448624,-0.09164685,0.0017013425,0.06140786,0.17013416,-0.027586052,-0.025327615,0.018733798,0.045218088,-0.020465516,0.023253584,-0.016865887,-0.007872906,0.017025474,-0.03682393,0.1428035,0.64478207,45
0.036066443,-0.013595088,-0.019737527,-0.026018022,0.085516445,0.059106037,0.007123197,4.058934e-5,-0.048850507,-0.008111406,-0.025248554,0.002870218,0.046261955,0.0032025017,-0.058135655,-0.004511494,0.073111504,0.10489916,0.019830683,-0.08722019,0.059973653,0.061395284,-0.017577603,0.031668093,-0.029697627,-0.0045535504,0.024042603,-0.041525308,0.09160265,0.6780715,46
0.042740695,-0.016027467,-0.01528292,-0.02287406,0.08266874,0.06572779,-0.015004451,0.009944055,-0.05399065,-0.025994852,-0.01984249,0.0047667096,0.0317502,0.0057489485,-0.047809467,-0.020073267,0.08317031,0.10536056,0.010150914,-0.063408904,0.04146318,0.055761483,-0.012172149,0.022390494,-0.0126609495,0.0008104581,0.044960864,-0.05910441,0.08952941,0.6873012,47
0.043968003,-0.01984669,-0.024874672,-0.034231205,0.08005785,0.006118081,-0.0047392845,0.024111053,-0.048448976,-0.023334535,-0.0009038863,0.005941724,0.033605117,0.02218884,-0.038272485,-0.0035745683,0.08558042,0.11826995,0.006307238,-0.07076355,0.052457154,0.0048028636,-0.021379331,0.028665056,-0.006164116,0.010600467,0.04708063,-0.056185737,0.10371164,0.6792529,48
0.013969858,-0.016507085,-0.008729715,-0.044965733,0.09463228,-0.004355099,0.00096825353,0.038505707,-0.056512125,-0.02030765,-0.010157331,0.017868359,0.031224025,0.03424445,-0.030329682,-0.007927044,0.06307625,0.11690698,-0.03794539,-0.052118257,0.080685206,-0.00017007669,-0.011347371,0.0329818,-0.008241453,-0.007611072,0.047507197,-0.06071182,0.11417592,0.6911906,49
0.0013769881,-0.011008336,-0.005916929,-0.05356101,0.112554386,0.022756724,-0.00020103613,0.037444025,-0.07582858,-0.0054535326,-0.005721554,0.0068227965,0.027282488,-0.0099175405,-0.038322445,-0.025863005,0.07811956,0.13053624,-0.025825886,-0.042398214,0.056273807,-0.008756875,-0.008413599,0.03722942,0.004130768,-0.020018669,0.051386993,-0.043206546,0.116846815,0.69765276,50
-0.0003273115,-0.015485594,0.0019126711,-0.051611822,0.110714965,0.03462018,-0.0057388307,0.04222486,-0.07142226,-0.011146415,-0.002008915,0.017794903,0.031867284,-0.014256562,-0.034858607,-0.02739293,0.08332352,0.13818167,-0.02675356,-0.046040144,0.059090335,-0.012643277,-0.01726052,0.022224048,0.0039113555,-0.010384484,0.050731957,-0.04952131,0.1206069,0.6796479,51
0.006703879,-0.019411016,0.008712965,-0.056504242,0.109018005,0.033936307,-0.0046289065,0.051278803,-0.052066848,-0.006051463,0.008083309,0.015439556,0.01798955,-0.028352479,-0.056597684,-0.02197135,0.07262929,0.11414497,-0.014521461,-0.040477492,0.06973653,-0.009421747,-0.014609199,0.027765889,0.021521026,-0.041626982,0.05997318,-0.028798986,0.09016012,0.6879465,52
-0.008312325,-0.015159556,0.0024686197,-0.051937707,0.114993304,0.06289587,-0.011401018,0.065526284,-0.04878341,-0.014284981,0.020276494,0.015094781,0.018382432,-0.03150166,-0.065877214,-0.021312883,0.07233624,0.11480406,-0.02375512,-0.026890244,0.048897628,-0.024908278,-0.017709188,0.034198392,0.021636965,-0.025255337,0.057598803,-0.03242999,0.08554474,0.6848643,53
-0.014234643,-0.015620431,0.016654253,-0.050273124,0.12163306,0.05233319,-0.0070967297,0.050279547,-0.041730106,-0.0146798715,0.015022999,0.016110074,0.0253782,-0.03579123,-0.06758164,-0.023597011,0.054867975,0.11691289,-0.022526005,-0.028800977,0.04616519,-0.032454528,-0.02005351,0.034087908,0.052733593,-0.019917307,0.062288824,-0.03103784,0.0901153,0.67081195,54
-0.003753868,-0.0067080925,0.02929765,-0.048179895,0.10879776,0.036034204,-0.0107256975,0.027162075,-0.03612745,-0.009516662,0.0068669887,0.019732978,0.027964454,-0.0910793,-0.03505499,-0.025222829,0.04287676,0.11242191,-0.014533501,-0.031079905,0.07260407,-0.039621804,-0.025408834,0.05348374,0.039242834,0.0014082768,0.059345532,-0.03181633,0.087540254,0.68404967,55
