Day,Avg_Nu_GARCH,Nu_DCC
1,6.762851674831995,5.0
2,6.757874880868413,5.0
3,289.4046857339757,5.0
4,6.8315108321575035,5.0
5,6.895326281473687,5.0
6,6.842624358325121,5.0
7,1470.9352595092782,5.0
8,17362.068891083545,5.0
9,6.915401504170376,5.0
10,8.193682089181287,5.0
11,8.084455715335379,5.0
12,8.140079071564292,5.0
13,6.9127787515832475,5.0
14,72.55496131311932,5.0
15,82.3613835144852,5.0
16,635.1178109834902,5.0
17,6.796360766021989,5.0
18,4929.711447407055,5.0
19,43.93672409668402,5.0
20,45.95588180690998,5.0
21,33.545660889733064,5.0
22,6.889942350910392,5.0
23,782.3924393699443,5.0
24,202.49728279755442,5.0
25,86.69583694665404,5.0
26,49.23883689066669,5.0
27,6.851728031233969,5.0
28,30.014542321138247,5.0
29,36.02912789564073,5.0
30,6.805459935558854,5.0
31,23.032609920878034,5.0
32,6.868397021731658,5.0
33,245.49067582691552,5.0
34,305.97642404097365,5.0
35,248.3247775954484,5.0
36,83.65507772613154,5.0
37,6.875462947936982,5.0
38,6.838951300405097,5.0
39,158.42576619406992,5.0
40,1061.9154872327604,5.0
41,6.745767958263214,5.0
42,6.760648409784807,5.0
43,6.738981443437668,5.0
44,127.14803856685381,5.0
45,6.767179443583611,5.0
46,1154.1454356869829,5.0
47,33.02293650338735,5.0
48,13.926598460785373,5.0
49,80.43952037693126,5.0
50,6.805194288487704,5.0
51,97.07589342901956,5.0
52,6.71122400619976,5.0
53,90.87903622648086,5.0
54,6.731791463034948,5.0
55,2118.5280592188496,5.0
56,3070.097764744905,5.0
57,6.774134244275502,5.0
58,6.815205877906205,5.0
59,6.748512905005324,5.0
60,6.768986419945963,5.0
61,6.715639088490514,5.0
62,6.667753643740198,5.0
63,50.27458342665045,5.0
64,6.696279928116464,5.0
65,6.683453556381721,5.0
66,6.738297903912872,5.0
67,3070.432635230164,5.0
68,6.717308749587585,5.0
69,1145.5550369757273,5.0
70,970.6895742988453,5.0
71,7908.440669011977,5.0
72,4182.8284559636995,5.0
73,6.60496742302084,5.0
74,6.6346459490016745,5.0
75,1176.9232490927654,5.0
76,6.560751550690086,5.0
77,10513.343745554837,5.0
78,6.606224338855474,5.0
79,1950.6670095536062,5.0
80,836.4385947585762,5.0
81,196.089190196456,5.0
82,1686.4202416615667,5.0
83,6.4729017414938115,5.0
84,6.533865957526979,5.0
85,32.33289409890766,5.0
86,168.4008531607451,5.0
87,62.101604631890595,5.0
88,540.6479981666743,5.0
89,776.4305390462747,5.0
90,95.94798327838072,5.0
91,78.69697629020173,5.0
92,153.50477221653557,5.0
93,90.70347755250778,5.0
94,219.8084492462025,5.0
95,6.298130529281743,5.0
96,75.99742714834467,5.0
97,381.48233233285293,5.0
98,15.077757102492795,5.0
99,6.303945984032236,5.0
100,6.379574119603286,5.0
101,6.699432385617454,5.0
102,6.354573234882438,5.0
103,6.363345348386546,5.0
104,6.322413712517926,5.0
105,45.0361923172155,5.0
106,3107.1352264893762,5.0
107,50.24069913727606,5.0
108,6.645306278022169,5.0
109,6.316188531219562,5.0
110,6.313477301090786,5.0
111,6.336585192738833,5.0
112,6.138154087769552,5.0
113,6.110849127883273,5.0
114,6.092965707459951,5.0
115,6.00914039890857,5.0
116,6.0113751702513225,5.0
117,6.054824351983924,5.0
118,6.040999057021298,5.0
119,6.0752406286743925,5.0
120,6.100236328401494,5.0
121,6.071009298215232,5.0
122,5.884220335307623,5.0
123,5.900535508828058,5.0
124,5.9542553162022385,5.0
125,5.928969454062426,5.0
126,5.897912528864821,5.0
127,5.912316043512103,5.0
128,5.944439731535837,5.0
129,5.950834561503001,5.0
130,5.941641018401754,5.0
131,5.918976376885308,5.0
132,5.927583749464222,5.0
133,5.945508463588582,5.0
134,5.9091502536524905,5.0
135,5.9284009742446795,5.0
136,5.914000443089392,5.0
137,5.916014793236624,5.0
138,5.922452581932267,5.0
139,5.732226516405382,5.0
140,5.70546858882722,5.0
141,5.719595512589103,5.0
142,5.745685149997033,5.0
143,5.745768372257012,5.0
144,5.760950289710329,5.0
145,5.775502167724371,5.0
146,5.768130913215251,5.0
147,5.744961532082609,5.0
148,5.761618597869677,5.0
