Day,Avg_Nu_GARCH,Nu_DCC
1,6.227768929067328,5.0
2,6.223129389414238,5.0
3,6.260251839902463,5.0
4,6.300209652410268,5.0
5,6.365104893738382,5.0
6,6.311701081110377,5.0
7,6.332784602835129,5.0
8,6.331203276043239,5.0
9,6.387580598645568,5.0
10,6.368953106940066,5.0
11,6.357098774392777,5.0
12,6.331145170157805,5.0
13,6.3749839874598555,5.0
14,6.388265733733972,5.0
15,6.340249262116553,5.0
16,6.338806953983347,5.0
17,6.277208507493224,5.0
18,6.335704004414506,5.0
19,6.362035965517748,5.0
20,6.403104774503504,5.0
21,6.3986419800723,5.0
22,6.368546807010073,5.0
23,6.372144780767343,5.0
24,6.388319825110551,5.0
25,6.359010494251742,5.0
26,6.3064810016498365,5.0
27,6.325421857162334,5.0
28,6.348116266358537,5.0
29,6.2895310013450985,5.0
30,6.28216457723922,5.0
31,6.307488224330162,5.0
32,6.349122385673307,5.0
33,6.39366045347604,5.0
34,6.342879884656179,5.0
35,6.360709946560036,5.0
36,6.376340487874729,5.0
37,6.341424560741713,5.0
38,6.310137148592724,5.0
39,6.262858673552901,5.0
40,6.261274906619463,5.0
41,6.213893983787437,5.0
42,6.221190536115323,5.0
43,6.199069979773088,5.0
44,6.236797754023711,5.0
45,6.236468111763816,5.0
46,6.258088593940155,5.0
47,6.289412401568121,5.0
48,6.313861324845366,5.0
49,6.307279680161791,5.0
50,6.28604121835508,5.0
51,6.223020965046486,5.0
52,6.2316384550676736,5.0
53,6.229373280694941,5.0
54,6.190585502481746,5.0
55,6.17924054772532,5.0
56,6.229621358391158,5.0
57,6.243947693672,5.0
58,6.27519811174763,5.0
59,6.215475947547372,5.0
60,6.234966181463411,5.0
61,6.179689291805092,5.0
62,6.130572845875506,5.0
63,6.153714350911842,5.0
64,6.159267025105323,5.0
65,6.146236215909543,5.0
66,6.202945801567999,5.0
67,6.208652793600398,5.0
68,6.180998534702733,5.0
69,6.124256142046852,5.0
70,6.096785209934581,5.0
71,6.1020369098329414,5.0
72,6.117791559465435,5.0
73,6.064906226285658,5.0
74,6.095504754561813,5.0
75,6.040998477885171,5.0
76,6.015566464334045,5.0
77,6.058302543906749,5.0
78,6.0657699644618015,5.0
79,6.039688633704369,5.0
80,5.9609450599078935,5.0
81,5.959650913394363,5.0
82,5.933586987798543,5.0
83,5.9237836393186445,5.0
84,5.9896939640833695,5.0
85,5.9713421558152655,5.0
86,5.935779331574258,5.0
87,5.910395214140956,5.0
88,5.8954118027000115,5.0
89,5.893283745878247,5.0
90,5.915097282650162,5.0
91,5.866449032440277,5.0
92,5.870408624190468,5.0
93,5.879706791958054,5.0
94,5.857972497059109,5.0
95,5.877756292044558,5.0
96,5.871869866562362,5.0
97,5.90737590869575,5.0
98,5.8990153642476155,5.0
99,5.884516614482879,5.0
100,5.968173811800316,5.0
101,5.943406414176436,5.0
102,5.940110762387504,5.0
103,5.947902527344809,5.0
104,5.905865586295384,5.0
105,5.907342052394525,5.0
106,5.89605413144958,5.0
107,5.854265317871375,5.0
108,5.882921347516719,5.0
109,5.895649791558259,5.0
110,5.897967225783614,5.0
111,5.924643504301672,5.0
112,5.710386756304917,5.0
113,5.688037299289455,5.0
114,5.665586384662611,5.0
115,5.588947919789648,5.0
116,5.575211693371971,5.0
117,5.624324426497367,5.0
118,5.620184428941679,5.0
119,5.658456474790603,5.0
120,5.661204584288757,5.0
121,5.6528120161672115,5.0
122,5.46041967019973,5.0
123,5.477328969786351,5.0
124,5.533549624274781,5.0
125,5.508722551752209,5.0
126,5.476913513993,5.0
127,5.49288510395042,5.0
128,5.527651671730788,5.0
129,5.537146339855041,5.0
130,5.5346238138440755,5.0
131,5.555460398261178,5.0
132,5.5647173495553455,5.0
133,5.583285899029133,5.0
134,5.545950443378073,5.0
135,5.566135467831808,5.0
136,5.551513188836972,5.0
137,5.5538260871769145,5.0
138,5.560781202570312,5.0
139,5.565486072479005,5.0
140,5.542644582681126,5.0
141,5.558902188396082,5.0
142,5.586651287011239,5.0
143,5.587163967330169,5.0
144,5.603121444196403,5.0
145,5.618303629430652,5.0
146,5.610733852286775,5.0
147,5.5867678796775655,5.0
148,5.6039001775660156,5.0
149,5.603042870164308,5.0
150,5.633836660783206,5.0
151,5.627403122118356,5.0
152,5.64091380210676,5.0
153,5.644372317879849,5.0
154,5.6185607380296165,5.0
155,5.577535491898495,5.0
156,5.607742648734252,5.0
157,5.6167754522585875,5.0
158,5.631355335554309,5.0
159,5.623779760815291,5.0
160,5.625626602715347,5.0
161,5.639377287277851,5.0
162,5.597973490940079,5.0
163,5.585331597215599,5.0
164,5.5661621165006325,5.0
165,5.560455512569698,5.0
166,5.534089870057581,5.0
167,5.517249436489453,5.0
168,5.548626202681406,5.0
169,5.523341163582969,5.0
170,5.481736189165266,5.0
171,5.458915974615663,5.0
172,5.470921324979196,5.0
173,5.500084088911179,5.0
174,5.519593251489244,5.0
175,5.5149344936108164,5.0
176,5.496945593493693,5.0
177,5.492450001437584,5.0
178,5.486449341936558,5.0
179,5.505221298561214,5.0
180,5.524646009996932,5.0
181,5.483268081579564,5.0
182,5.457315098436402,5.0
183,5.46447804192873,5.0
184,5.479452325380434,5.0
185,5.491398852236067,5.0
186,5.499020129916996,5.0
187,5.481438822500691,5.0
188,5.365027856259973,5.0
189,5.409274503068028,5.0
190,5.311295549186917,5.0
191,5.542867633116622,5.0
192,5.574289169493899,5.0
193,5.533410379891062,5.0
194,5.5190093255023465,5.0
195,5.468917128255754,5.0
196,5.487965886937875,5.0
197,5.455674650005868,5.0
198,5.457879002713043,5.0
199,5.472557713674374,5.0
200,5.453614996556797,5.0
201,5.456367053708894,5.0
202,5.4174976234070895,5.0
203,5.414733252531998,5.0
204,5.390245505874391,5.0
205,5.421205917896711,5.0
206,5.443505992045659,5.0
207,5.446047939840812,5.0
208,5.454576840501617,5.0
209,5.4583183898289755,5.0
210,5.466295666399746,5.0
211,5.486034582088957,5.0
212,5.499616538569389,5.0
213,5.497607685708362,5.0
214,5.532824650341129,5.0
215,5.537228525466902,5.0
216,5.556074652759149,5.0
217,5.5017054701829995,5.0
218,5.503740202161603,5.0
219,5.531754611578776,5.0
220,5.50393002796956,5.0
221,5.509617038838932,5.0
222,5.525107272485407,5.0
223,5.533166803985351,5.0
224,5.5264012758794445,5.0
225,5.552418796256299,5.0
226,5.566423040882167,5.0
227,5.519193162899061,5.0
228,5.53692538809038,5.0
229,5.536843170963198,5.0
230,5.542267412202765,5.0
231,5.5660114270508405,5.0
232,5.5791399924068035,5.0
233,5.546751150357289,5.0
234,5.575090027358875,5.0
235,5.587765415335027,5.0
236,5.577962324422462,5.0
237,5.5982875245220765,5.0
238,5.608152099797369,5.0
239,5.667411895854019,5.0
240,5.635758475624773,5.0
241,5.653102514828381,5.0
242,5.720762144438358,5.0
243,5.740540517128918,5.0
244,5.95262293883915,5.0
245,5.939162806694825,5.0
246,5.896565724088684,5.0
247,5.876089462205413,5.0
248,5.843823244139998,5.0
249,5.88098246226388,5.0
