Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,-1.0235305,-2.605203,-1.8385447,-1.4298421,1.1249664,5,MAP,Normal,Sequential RNN
2,0.12699783,-2.6916044,-1.7626407,-1.2674136,1.3631277,5,MAP,Normal,Sequential RNN
3,-0.39786544,-3.0121899,-2.185259,-1.7444253,1.2134084,5,MAP,Normal,Sequential RNN
4,1.2729212,-3.320977,-2.385336,-1.8865494,1.3729256,5,MAP,Normal,Sequential RNN
5,0.08182814,-2.8077428,-1.9792932,-1.5376499,1.2156368,5,MAP,Normal,Sequential RNN
6,-0.04453759,-2.8182316,-1.9566873,-1.4974014,1.2641987,5,MAP,Normal,Sequential RNN
7,0.27779,-2.4081671,-1.5899074,-1.1536962,1.2006847,5,MAP,Normal,Sequential RNN
8,-0.3813897,-2.6761115,-1.857913,-1.4217345,1.2005949,5,MAP,Normal,Sequential RNN
9,0.4698548,-3.3305628,-2.3155117,-1.7743915,1.4894495,5,MAP,Normal,Sequential RNN
10,-0.6569345,-3.2451003,-2.3760946,-1.912831,1.2751473,5,MAP,Normal,Sequential RNN
11,-0.78269964,-3.3134947,-2.426646,-1.9538702,1.3013297,5,MAP,Normal,Sequential RNN
12,0.74637175,-3.5994658,-2.5806272,-2.0374882,1.4950068,5,MAP,Normal,Sequential RNN
13,0.45984304,-2.1940086,-1.3569424,-0.9107056,1.2282804,5,MAP,Normal,Sequential RNN
14,-0.76481056,-2.354861,-1.411211,-0.9081547,1.3846778,5,MAP,Normal,Sequential RNN
15,0.07691543,-3.457759,-2.5432832,-2.0557795,1.3418685,5,MAP,Normal,Sequential RNN
16,0.057837225,-3.3406436,-2.5047214,-2.0590947,1.2266017,5,MAP,Normal,Sequential RNN
17,-0.46524918,-2.898495,-2.0934956,-1.6643534,1.1812268,5,MAP,Normal,Sequential RNN
