Asset_1_Weight,Asset_2_Weight,Day,Model
1.0439284,-0.043928355,181,Sequential LSTM
1.0578668,-0.057866774,182,Sequential LSTM
1.1794115,-0.17941158,183,Sequential LSTM
1.0806239,-0.080623865,184,Sequential LSTM
1.0708793,-0.07087934,185,Sequential LSTM
1.1799222,-0.17992222,186,Sequential LSTM
1.159465,-0.15946494,187,Sequential LSTM
1.1101782,-0.1101782,188,Sequential LSTM
1.0146923,-0.014692339,189,Sequential LSTM
1.1518903,-0.15189026,190,Sequential LSTM
1.1708605,-0.17086054,191,Sequential LSTM
1.175886,-0.1758861,192,Sequential LSTM
1.1799191,-0.17991912,193,Sequential LSTM
1.1775509,-0.17755088,194,Sequential LSTM
1.166992,-0.16699201,195,Sequential LSTM
1.1560187,-0.15601875,196,Sequential LSTM
1.1421533,-0.1421533,197,Sequential LSTM
1.1474677,-0.14746775,198,Sequential LSTM
1.1398757,-0.13987568,199,Sequential LSTM
1.0992976,-0.099297635,200,Sequential LSTM
1.1717112,-0.17171119,201,Sequential LSTM
1.0783647,-0.07836477,202,Sequential LSTM
1.1808742,-0.18087418,203,Sequential LSTM
1.0844477,-0.08444777,204,Sequential LSTM
1.1736628,-0.17366275,205,Sequential LSTM
1.1440289,-0.14402893,206,Sequential LSTM
1.1753713,-0.17537133,207,Sequential LSTM
1.1786184,-0.17861848,208,Sequential LSTM
1.1746057,-0.17460576,209,Sequential LSTM
1.1799915,-0.17999145,210,Sequential LSTM
1.1309384,-0.1309384,211,Sequential LSTM
1.1735864,-0.17358643,212,Sequential LSTM
1.1172881,-0.11728812,213,Sequential LSTM
1.1535727,-0.15357268,214,Sequential LSTM
1.1629755,-0.16297558,215,Sequential LSTM
1.0987638,-0.09876382,216,Sequential LSTM
1.1419371,-0.14193715,217,Sequential LSTM
1.1775191,-0.17751911,218,Sequential LSTM
1.1103568,-0.11035687,219,Sequential LSTM
1.1797879,-0.17978784,220,Sequential LSTM
1.1358187,-0.13581873,221,Sequential LSTM
1.1755887,-0.17558877,222,Sequential LSTM
1.1679845,-0.16798453,223,Sequential LSTM
1.1578847,-0.1578847,224,Sequential LSTM
1.1738335,-0.17383353,225,Sequential LSTM
1.1165259,-0.116525926,226,Sequential LSTM
1.1808304,-0.18083033,227,Sequential LSTM
1.155018,-0.15501796,228,Sequential LSTM
1.1741927,-0.17419265,229,Sequential LSTM
1.17236,-0.17235994,230,Sequential LSTM
1.175867,-0.17586696,231,Sequential LSTM
1.1752689,-0.17526892,232,Sequential LSTM
1.176786,-0.17678595,233,Sequential LSTM
1.1467457,-0.14674562,234,Sequential LSTM
1.1494592,-0.14945926,235,Sequential LSTM
1.1702832,-0.17028323,236,Sequential LSTM
1.1717334,-0.1717334,237,Sequential LSTM
1.1697552,-0.16975525,238,Sequential LSTM
1.1720415,-0.17204152,239,Sequential LSTM
1.1806637,-0.1806637,240,Sequential LSTM
1.1798596,-0.1798597,241,Sequential LSTM
1.178894,-0.17889398,242,Sequential LSTM
1.0515062,-0.0515062,243,Sequential LSTM
1.1408072,-0.14080709,244,Sequential LSTM
0.99785656,0.002143443,245,Sequential LSTM
1.1807606,-0.18076062,246,Sequential LSTM
1.1806176,-0.18061759,247,Sequential LSTM
1.1206576,-0.12065751,248,Sequential LSTM
1.1615094,-0.16150935,249,Sequential LSTM
