N_Assets,Confidence_Level,LR_CC,LR_IND,Basel_Zone,LR_TUFF,Model,LR_UC,PF_Percent,TUFF
29,0.01,70.31242,16.352324,Yellow,2.400625,Sequential RNN,53.9601,8.433735,13
29,0.1,21.108917,4.789611,Red,0.039038308,Sequential RNN,16.319305,18.473894,12
29,0.05,34.0554,6.8141747,Red,0.17157996,Sequential RNN,27.241226,13.654618,13
29,0.01,42.478756,5.315755,Yellow,0.004726517,Sequential LSTM,37.163002,6.827309,107
29,0.1,15.957009,3.6694725,Red,0.039038308,Sequential LSTM,12.287537,17.269077,12
29,0.05,31.85938,4.6181545,Red,0.2358538,Sequential LSTM,27.241226,13.654618,12
