Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,-1.0636648,2.5548298,1.805646,1.4062588,1.0993253,5,MAP,Normal,Sequential LSTM
2,-0.030742627,3.53149,2.6319985,2.152483,1.3198816,5,MAP,Normal,Sequential LSTM
3,-0.24120346,2.6553204,1.8595673,1.4353542,1.1676594,5,MAP,Normal,Sequential LSTM
4,1.2912283,2.6623745,1.8575624,1.4285201,1.1809522,5,MAP,Normal,Sequential LSTM
5,0.1261405,2.5803633,1.841357,1.4473954,1.0843911,5,MAP,Normal,Sequential LSTM
6,-0.20415708,2.6071174,1.8607183,1.4628158,1.095239,5,MAP,Normal,Sequential LSTM
7,0.30355313,3.1168277,2.3161254,1.8892738,1.1749219,5,MAP,Normal,Sequential LSTM
8,-0.6154782,2.5381756,1.8220818,1.4403349,1.05077,5,MAP,Normal,Sequential LSTM
9,0.38791993,3.3381548,2.3788695,1.8674783,1.4076204,5,MAP,Normal,Sequential LSTM
10,-0.43851948,2.6859734,1.8494318,1.4034745,1.227511,5,MAP,Normal,Sequential LSTM
11,-0.83442485,2.8658812,1.9858588,1.5167221,1.2913132,5,MAP,Normal,Sequential LSTM
12,0.44998157,2.9238226,2.037895,1.5656102,1.2999783,5,MAP,Normal,Sequential LSTM
13,0.23557818,3.324111,2.4928033,2.0496361,1.2198308,5,MAP,Normal,Sequential LSTM
14,-1.0886716,4.385617,3.3462136,2.7921114,1.5251828,5,MAP,Normal,Sequential LSTM
15,0.11003803,3.3061373,2.291403,1.7504519,1.4889843,5,MAP,Normal,Sequential LSTM
16,0.3307395,2.4537854,1.6320109,1.193926,1.2058421,5,MAP,Normal,Sequential LSTM
17,-0.27364555,2.553157,1.7674514,1.3485947,1.152916,5,MAP,Normal,Sequential LSTM
18,-0.25574178,3.5098426,2.6386979,2.1742938,1.2782865,5,MAP,Normal,Sequential LSTM
19,-0.2322014,2.8521132,1.9247913,1.4304395,1.3607185,5,MAP,Normal,Sequential LSTM
20,0.33978242,2.722297,1.8129765,1.3282212,1.3343039,5,MAP,Normal,Sequential LSTM
21,-0.4940472,2.5065963,1.6299505,1.162614,1.2863584,5,MAP,Normal,Sequential LSTM
22,1.6899891,2.6689274,1.8989501,1.4884781,1.1298369,5,MAP,Normal,Sequential LSTM
23,0.41658303,2.746185,1.9143064,1.470835,1.2206687,5,MAP,Normal,Sequential LSTM
24,-0.22266525,2.5012648,1.7636255,1.3703928,1.0823852,5,MAP,Normal,Sequential LSTM
