Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,-0.25915915,3.4569395,2.5320227,2.038953,1.3571894,2,MAP,Normal,Sequential LSTM
2,0.40444535,3.0620227,2.155026,1.6715096,1.3308939,2,MAP,Normal,Sequential LSTM
3,-0.54037976,2.7893057,1.9267806,1.4669716,1.2656382,2,MAP,Normal,Sequential LSTM
4,0.13784735,3.0757172,2.1409461,1.6426232,1.3716491,2,MAP,Normal,Sequential LSTM
5,-0.11289835,3.4691935,2.538344,2.0421116,1.3658948,2,MAP,Normal,Sequential LSTM
6,0.271922,3.1661603,2.259507,1.7761734,1.3303905,2,MAP,Normal,Sequential LSTM
7,0.5534598,2.926645,2.056815,1.5931115,1.2763574,2,MAP,Normal,Sequential LSTM
8,-1.4279829,3.3338513,2.4252994,1.9409539,1.3331761,2,MAP,Normal,Sequential LSTM
9,-0.7148354,3.184704,2.1277776,1.5643342,1.5508956,2,MAP,Normal,Sequential LSTM
10,0.96912795,2.7577786,1.7793225,1.2577112,1.4357511,2,MAP,Normal,Sequential LSTM
11,-0.9309809,3.2373283,2.3268085,1.8414139,1.3360636,2,MAP,Normal,Sequential LSTM
12,0.10667295,3.4350188,2.4286125,1.8921012,1.476764,2,MAP,Normal,Sequential LSTM
13,-1.254058,3.3561363,2.4383976,1.9491545,1.3466568,2,MAP,Normal,Sequential LSTM
14,-2.2402663,4.7807136,3.5735385,2.9299982,1.7713645,2,MAP,Normal,Sequential LSTM
15,0.40525514,3.3009007,2.0875008,1.4406418,1.7804991,2,MAP,Normal,Sequential LSTM
16,0.8813484,2.528798,1.626249,1.1451033,1.3243679,2,MAP,Normal,Sequential LSTM
17,0.535691,4.318554,3.2666173,2.705834,1.5435737,2,MAP,Normal,Sequential LSTM
18,-1.268398,3.4887025,2.5612676,2.0668554,1.3608845,2,MAP,Normal,Sequential LSTM
19,0.4478519,3.0632758,2.0198784,1.4636471,1.5310435,2,MAP,Normal,Sequential LSTM
20,1.5251529,2.7424757,1.8798643,1.4200094,1.2657647,2,MAP,Normal,Sequential LSTM
21,0.1506603,2.8366416,1.893653,1.3909494,1.3837072,2,MAP,Normal,Sequential LSTM
22,0.26509437,2.8781106,2.0085344,1.5449666,1.2759846,2,MAP,Normal,Sequential LSTM
23,1.1241403,3.0332963,2.1549,1.6866302,1.288927,2,MAP,Normal,Sequential LSTM
24,0.3419292,3.0494092,2.147747,1.6670743,1.3230662,2,MAP,Normal,Sequential LSTM
25,-0.03167752,2.7568698,1.8948715,1.4353434,1.264865,2,MAP,Normal,Sequential LSTM
26,0.08468844,2.9480748,2.065862,1.5955575,1.2945274,2,MAP,Normal,Sequential LSTM
27,-0.06562248,2.616887,1.7421887,1.2758902,1.2835007,2,MAP,Normal,Sequential LSTM
28,-0.26263666,2.5208428,1.5732846,1.0681448,1.3904127,2,MAP,Normal,Sequential LSTM
29,-0.056120627,2.7562027,1.8571821,1.3779176,1.3191901,2,MAP,Normal,Sequential LSTM
30,0.9269804,2.6367052,1.7548969,1.2848082,1.2939336,2,MAP,Normal,Sequential LSTM
31,-0.16459124,3.0689242,2.1761057,1.7001476,1.3100895,2,MAP,Normal,Sequential LSTM
32,0.6484888,2.5543725,1.6362364,1.1467814,1.3472397,2,MAP,Normal,Sequential LSTM
33,-0.91295254,3.5435562,2.6074915,2.1084788,1.3735474,2,MAP,Normal,Sequential LSTM
34,-0.13605405,3.0567324,2.07517,1.5519027,1.4403093,2,MAP,Normal,Sequential LSTM
