N_Assets,Confidence_Level,LR_CC,LR_IND,Basel_Zone,LR_TUFF,Model,LR_UC,PF_Percent,TUFF
15,0.01,39.468815,6.2046933,Yellow,0.011388251,Sequential RNN,33.264122,6.4257026,111
15,0.1,13.277231,3.3980656,Red,5.8140535,Sequential RNN,9.879166,16.465864,54
15,0.05,21.193527,4.064254,Red,1.4692214,Sequential RNN,17.129272,11.646586,54
15,0.01,43.445045,21.041113,Yellow,0.046404038,Sequential LSTM,22.40393,5.220884,123
15,0.1,21.698557,17.602716,Red,5.8140535,Sequential LSTM,4.0958405,14.056225,54
15,0.05,24.752842,14.317157,Red,1.4692214,Sequential LSTM,10.435684,10.040161,54
