Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,-0.2560423,-2.807553,-1.8800958,-1.3856719,1.3609172,2,MAP,Normal,Sequential RNN
2,0.4062168,-3.3581538,-2.37825,-1.8558666,1.4378757,2,MAP,Normal,Sequential RNN
3,-0.5619775,-3.3119063,-2.3926437,-1.9025882,1.3488926,2,MAP,Normal,Sequential RNN
4,0.21306379,-3.609816,-2.5807142,-2.032104,1.5100666,2,MAP,Normal,Sequential RNN
5,-0.08290975,-2.926893,-1.9714661,-1.4621315,1.4019588,2,MAP,Normal,Sequential RNN
6,0.29262444,-3.1878915,-2.223458,-1.7093222,1.4151747,2,MAP,Normal,Sequential RNN
7,0.63443613,-3.1813836,-2.2587318,-1.7668698,1.3538656,2,MAP,Normal,Sequential RNN
8,-1.5487545,-2.8706815,-1.9465529,-1.4539032,1.356033,2,MAP,Normal,Sequential RNN
9,-0.8432853,-4.676219,-3.4355254,-2.7741163,1.8205488,2,MAP,Normal,Sequential RNN
10,1.0395869,-4.4747653,-3.3936744,-2.8173487,1.5863535,2,MAP,Normal,Sequential RNN
11,-0.9462928,-2.9456708,-2.02424,-1.5330286,1.3520744,2,MAP,Normal,Sequential RNN
12,0.17050458,-3.7728126,-2.6472642,-2.0472386,1.6515888,2,MAP,Normal,Sequential RNN
13,-1.1697607,-2.9823482,-2.0310357,-1.5238947,1.3959213,2,MAP,Normal,Sequential RNN
14,-2.5973191,-3.5949633,-2.3316803,-1.6582288,1.8536958,2,MAP,Normal,Sequential RNN
15,0.38600162,-5.859578,-4.45136,-3.7006447,2.0663676,2,MAP,Normal,Sequential RNN
16,1.0408831,-4.112009,-3.1403391,-2.6223454,1.4257933,2,MAP,Normal,Sequential RNN
17,0.66344607,-2.578475,-1.5944469,-1.069865,1.4439275,2,MAP,Normal,Sequential RNN
18,-1.4084176,-2.8053923,-1.8735842,-1.3768407,1.3673016,2,MAP,Normal,Sequential RNN
19,0.44142243,-4.704611,-3.4941623,-2.8488767,1.7761683,2,MAP,Normal,Sequential RNN
20,1.5076554,-3.3816268,-2.4606125,-1.9696232,1.351463,2,MAP,Normal,Sequential RNN
21,0.15542278,-3.8007717,-2.8201303,-2.297354,1.4389577,2,MAP,Normal,Sequential RNN
22,0.299423,-3.2663991,-2.3365057,-1.840783,1.364492,2,MAP,Normal,Sequential RNN
23,1.1774297,-3.0967875,-2.1719065,-1.6788557,1.3571371,2,MAP,Normal,Sequential RNN
24,0.33543092,-3.1309044,-2.2063646,-1.713496,1.3566362,2,MAP,Normal,Sequential RNN
25,-0.026382899,-3.3658562,-2.4433808,-1.9516127,1.3536069,2,MAP,Normal,Sequential RNN
26,0.02744013,-3.2898924,-2.342684,-1.8377308,1.3898995,2,MAP,Normal,Sequential RNN
27,-0.22691754,-3.7291322,-2.779599,-2.2734065,1.3933105,2,MAP,Normal,Sequential RNN
28,-0.29944345,-4.5147696,-3.507193,-2.9700577,1.4784814,2,MAP,Normal,Sequential RNN
29,-0.11735729,-3.7526157,-2.766113,-2.2402122,1.4475584,2,MAP,Normal,Sequential RNN
30,0.98119843,-3.7709024,-2.810016,-2.297771,1.4099699,2,MAP,Normal,Sequential RNN
31,-0.28326225,-3.0598876,-2.1422818,-1.6531094,1.3464617,2,MAP,Normal,Sequential RNN
32,0.74367297,-4.230088,-3.2345254,-2.7037945,1.4608532,2,MAP,Normal,Sequential RNN
33,-0.99016964,-2.7730944,-1.8413472,-1.3446361,1.3672123,2,MAP,Normal,Sequential RNN
34,-0.0826121,-4.1024327,-2.989624,-2.3963897,1.6328956,2,MAP,Normal,Sequential RNN
35,-0.036965877,-3.0775976,-2.0937674,-1.5692912,1.4436367,2,MAP,Normal,Sequential RNN
36,-0.08516157,-4.1606593,-3.1816087,-2.6596804,1.4366236,2,MAP,Normal,Sequential RNN
37,0.22151238,-3.4245398,-2.4729016,-1.9655869,1.3963994,2,MAP,Normal,Sequential RNN
38,-0.22011822,-3.146193,-2.2178462,-1.722948,1.3622227,2,MAP,Normal,Sequential RNN
