Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,-0.015574602,0.3013817,0.23110467,0.19364023,0.103121996,30,MAP,Normal,Sequential LSTM
2,0.068688974,0.25623435,0.18590479,0.14841235,0.10319905,30,MAP,Normal,Sequential LSTM
3,-0.01399453,0.26206037,0.19143641,0.15378703,0.10363106,30,MAP,Normal,Sequential LSTM
4,0.0060286107,0.28201216,0.21127883,0.17357112,0.10379157,30,MAP,Normal,Sequential LSTM
5,0.0052005854,0.26584268,0.19422616,0.15604766,0.10508748,30,MAP,Normal,Sequential LSTM
6,0.028690662,0.29355654,0.22198218,0.18382615,0.10502563,30,MAP,Normal,Sequential LSTM
7,-0.0314796,0.29339716,0.22152874,0.18321595,0.105457135,30,MAP,Normal,Sequential LSTM
8,-0.006686677,0.3168057,0.24463263,0.20615743,0.105904154,30,MAP,Normal,Sequential LSTM
9,-0.02489831,0.2610243,0.18909104,0.1507437,0.10555224,30,MAP,Normal,Sequential LSTM
10,-0.022264743,0.28892106,0.21693076,0.178553,0.10563596,30,MAP,Normal,Sequential LSTM
11,0.012901305,0.30523917,0.23347159,0.19521256,0.10530916,30,MAP,Normal,Sequential LSTM
12,-0.029131813,0.27295992,0.2008653,0.16243191,0.10578905,30,MAP,Normal,Sequential LSTM
13,-0.10452671,0.3325771,0.26055983,0.22216767,0.10567555,30,MAP,Normal,Sequential LSTM
14,0.0019829276,0.31356597,0.24172713,0.2034301,0.105413705,30,MAP,Normal,Sequential LSTM
15,0.086553425,0.247685,0.1757899,0.13746287,0.10549628,30,MAP,Normal,Sequential LSTM
16,0.017800078,0.2556218,0.18315732,0.1445268,0.106331736,30,MAP,Normal,Sequential LSTM
17,0.017699575,0.29724696,0.22481649,0.18620408,0.10628185,30,MAP,Normal,Sequential LSTM
18,-0.009541801,0.336254,0.26411316,0.22565514,0.10585686,30,MAP,Normal,Sequential LSTM
19,0.0077563752,0.2568724,0.18410173,0.14530797,0.106781006,30,MAP,Normal,Sequential LSTM
20,0.06606594,0.2709262,0.19837768,0.15970233,0.10645508,30,MAP,Normal,Sequential LSTM
21,-0.016859615,0.277141,0.20430498,0.16547635,0.10687697,30,MAP,Normal,Sequential LSTM
22,0.012783621,0.29762986,0.22541408,0.18691611,0.105966836,30,MAP,Normal,Sequential LSTM
23,0.07112973,0.28603268,0.21339537,0.17467268,0.106585376,30,MAP,Normal,Sequential LSTM
