Asset_1_Weight,Asset_2_Weight,Day,Model
1.1068134,-0.10681345,140,Sequential RNN
1.2627317,-0.26273164,141,Sequential RNN
0.5476037,0.45239627,142,Sequential RNN
1.142848,-0.142848,143,Sequential RNN
1.0215843,-0.02158431,144,Sequential RNN
1.2476778,-0.24767782,145,Sequential RNN
1.2578148,-0.25781474,146,Sequential RNN
1.2341889,-0.23418894,147,Sequential RNN
1.2632385,-0.2632385,148,Sequential RNN
1.258911,-0.25891095,149,Sequential RNN
1.2427461,-0.24274607,150,Sequential RNN
1.2496814,-0.24968135,151,Sequential RNN
1.2623982,-0.26239818,152,Sequential RNN
1.052394,-0.05239404,153,Sequential RNN
1.2585034,-0.2585035,154,Sequential RNN
1.2539774,-0.25397742,155,Sequential RNN
0.961391,0.03860901,156,Sequential RNN
1.0151321,-0.015132087,157,Sequential RNN
0.8763137,0.123686306,158,Sequential RNN
1.2568328,-0.25683284,159,Sequential RNN
1.2604109,-0.26041093,160,Sequential RNN
1.256747,-0.25674704,161,Sequential RNN
1.2345661,-0.23456603,162,Sequential RNN
1.2609247,-0.26092473,163,Sequential RNN
1.2585462,-0.25854623,164,Sequential RNN
0.94597614,0.05402385,165,Sequential RNN
1.2593197,-0.2593197,166,Sequential RNN
1.259443,-0.25944304,167,Sequential RNN
1.2603039,-0.26030385,168,Sequential RNN
1.1087081,-0.10870808,169,Sequential RNN
1.2545488,-0.2545488,170,Sequential RNN
0.87151647,0.12848353,171,Sequential RNN
1.2544773,-0.25447723,172,Sequential RNN
1.2096531,-0.20965317,173,Sequential RNN
1.0211143,-0.021114366,174,Sequential RNN
1.2554003,-0.25540036,175,Sequential RNN
0.55150694,0.44849306,176,Sequential RNN
1.0236213,-0.023621302,177,Sequential RNN
1.256426,-0.256426,178,Sequential RNN
1.259486,-0.259486,179,Sequential RNN
1.2044736,-0.20447366,180,Sequential RNN
0.94212234,0.057877656,181,Sequential RNN
0.84943396,0.15056604,182,Sequential RNN
1.2549994,-0.25499937,183,Sequential RNN
1.1081603,-0.10816026,184,Sequential RNN
1.0930864,-0.09308636,185,Sequential RNN
1.2506328,-0.25063273,186,Sequential RNN
1.2595056,-0.2595056,187,Sequential RNN
1.2619117,-0.26191172,188,Sequential RNN
0.8908754,0.109124616,189,Sequential RNN
1.2633194,-0.2633194,190,Sequential RNN
1.2332267,-0.2332267,191,Sequential RNN
1.237767,-0.23776701,192,Sequential RNN
1.2598839,-0.25988388,193,Sequential RNN
1.2508984,-0.25089833,194,Sequential RNN
1.2355306,-0.2355306,195,Sequential RNN
1.2142177,-0.21421768,196,Sequential RNN
1.2603554,-0.2603554,197,Sequential RNN
1.2128023,-0.21280232,198,Sequential RNN
1.2574685,-0.25746846,199,Sequential RNN
1.1096755,-0.10967557,200,Sequential RNN
1.257071,-0.25707105,201,Sequential RNN
1.0743759,-0.07437588,202,Sequential RNN
1.2494348,-0.24943477,203,Sequential RNN
1.1009296,-0.10092962,204,Sequential RNN
1.2598065,-0.25980654,205,Sequential RNN
1.1947855,-0.19478548,206,Sequential RNN
1.2463739,-0.2463739,207,Sequential RNN
1.2522008,-0.25220084,208,Sequential RNN
1.2567507,-0.25675064,209,Sequential RNN
1.2543365,-0.2543365,210,Sequential RNN
1.0866319,-0.08663184,211,Sequential RNN
1.2610035,-0.26100352,212,Sequential RNN
1.1700675,-0.1700675,213,Sequential RNN
1.2225162,-0.22251615,214,Sequential RNN
1.2088689,-0.20886892,215,Sequential RNN
1.1184652,-0.118465215,216,Sequential RNN
1.2595536,-0.2595535,217,Sequential RNN
1.2534313,-0.25343126,218,Sequential RNN
1.139142,-0.1391421,219,Sequential RNN
1.2580608,-0.2580608,220,Sequential RNN
1.1987394,-0.19873942,221,Sequential RNN
1.258441,-0.25844097,222,Sequential RNN
1.2621919,-0.26219192,223,Sequential RNN
1.2613388,-0.26133883,224,Sequential RNN
1.25602,-0.25601992,225,Sequential RNN
1.1678394,-0.16783942,226,Sequential RNN
1.2537594,-0.2537594,227,Sequential RNN
1.2616869,-0.26168695,228,Sequential RNN
1.2357941,-0.23579401,229,Sequential RNN
1.2581086,-0.25810862,230,Sequential RNN
1.2585778,-0.25857785,231,Sequential RNN
1.2478707,-0.24787062,232,Sequential RNN
1.2487279,-0.24872793,233,Sequential RNN
1.2603002,-0.26030016,234,Sequential RNN
1.2032092,-0.20320922,235,Sequential RNN
1.2579952,-0.2579952,236,Sequential RNN
1.2632157,-0.26321566,237,Sequential RNN
1.241854,-0.24185391,238,Sequential RNN
1.2429198,-0.2429198,239,Sequential RNN
1.2534659,-0.25346586,240,Sequential RNN
1.2574935,-0.25749356,241,Sequential RNN
1.2574165,-0.25741655,242,Sequential RNN
1.0397353,-0.039735354,243,Sequential RNN
1.2590251,-0.25902507,244,Sequential RNN
0.8676714,0.13232866,245,Sequential RNN
1.254338,-0.25433797,246,Sequential RNN
1.2547921,-0.25479206,247,Sequential RNN
1.1480132,-0.14801328,248,Sequential RNN
1.2579261,-0.25792614,249,Sequential RNN
