Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Asset_16_Weight,Asset_17_Weight,Asset_18_Weight,Asset_19_Weight,Asset_20_Weight,Asset_21_Weight,Asset_22_Weight,Asset_23_Weight,Asset_24_Weight,Asset_25_Weight,Asset_26_Weight,Asset_27_Weight,Asset_28_Weight,Asset_29_Weight,Asset_30_Weight,Day,Model
0.011249994,0.006946413,0.023135487,0.010103202,0.030419491,-0.012282492,0.01812151,-0.026087115,-0.0018750726,0.044838224,-0.043089565,0.0009432084,-0.016529184,-0.005305086,0.030536007,0.001091089,0.023880623,-0.059286613,0.011685446,-0.01276488,0.036326986,0.009573885,0.0091265505,0.031273767,-0.00023024736,0.011174353,0.022253525,0.0036971862,-0.05244581,0.8935191,1,Sequential LSTM
0.013076544,0.0066294814,0.026056742,0.013066229,0.034481212,-0.014420664,0.019207984,-0.028987939,-0.0020653247,0.04052777,-0.039417703,0.0007847613,-0.021442594,-0.0059180623,0.027502103,-0.00021352764,0.023234993,-0.05167822,0.016362533,-0.012556478,0.03542069,0.010579283,0.0023236338,0.027085852,0.0024020812,0.006451788,0.022074847,0.005179216,-0.044790335,0.8890431,2,Sequential LSTM
0.008835832,0.0062294416,0.027711706,0.0068282466,0.036497112,0.011203245,0.02067326,-0.014752898,-0.017546887,0.0367228,-0.028982922,-0.021065097,-0.028569333,0.025386615,0.019609686,-0.0057427404,0.02036361,-0.071138985,0.016173575,-0.0015615369,0.0419552,0.0029450394,0.025290206,0.024279187,0.0063539287,0.02479961,0.007799754,0.0068264036,-0.07505263,0.88792855,3,Sequential LSTM
0.008952485,0.00593094,0.02623277,0.007703205,0.034112174,0.009645332,0.020597396,-0.014036012,-0.016474474,0.03595682,-0.030842273,-0.015456587,-0.025772726,0.021002207,0.022169193,-0.005258377,0.017677616,-0.0638438,0.015338485,-0.004047912,0.04359048,0.00038571784,0.018878577,0.023524461,0.00932071,0.022362394,0.0074862465,0.0061125867,-0.069484144,0.8882365,4,Sequential LSTM
0.014866289,0.009470796,0.02491026,0.0068097035,0.034019545,0.022734104,0.022937242,-0.015005984,-0.019049706,0.040128138,-0.04460563,-0.023032427,-0.024805598,0.0065062228,0.028876971,-0.008214988,0.021088261,-0.0708367,0.012563488,-0.013757239,0.036142346,0.008789923,0.025460035,0.027775979,0.024718517,0.020322338,0.007853172,0.0032613361,-0.069302246,0.88937587,5,Sequential LSTM
0.016375212,0.01040326,0.023784451,0.0078265695,0.03201552,0.020012226,0.024670647,-0.02255312,-0.0109493965,0.03232615,-0.047801163,-0.018205531,-0.018812172,0.005769699,0.024978504,-0.0077011804,0.015765954,-0.06434601,0.00797034,-0.015127617,0.03721297,0.010292331,0.02200711,0.027088922,0.027159624,0.021927403,0.0075633023,0.002930654,-0.061178822,0.88859415,6,Sequential LSTM
0.010811313,0.009965494,0.03983322,0.006433497,0.0358888,0.009634442,0.023205608,-0.020318633,-0.016119208,0.008781893,-0.053266563,-0.029754872,-0.026941584,-0.020134602,0.025585005,-0.0016014099,0.043561056,-0.06058651,0.0094930045,0.0097603295,0.015224694,0.0005117468,0.033217747,0.030046353,0.032095835,-0.0034063093,0.007081518,0.020397784,-0.050720416,0.91132075,7,Sequential LSTM
0.010330008,0.010680582,0.03608703,0.008196821,0.04206339,0.009199787,0.027328312,-0.024438707,-0.016340816,0.019715074,-0.05245887,-0.036535937,-0.020853804,-0.019707177,0.029679872,-0.0012686308,0.047144346,-0.066332206,0.014301779,0.0059096687,0.017901164,0.0012277706,0.04084841,0.02901678,0.029059038,-0.002206885,0.006046725,0.022506578,-0.058203004,0.8911029,8,Sequential LSTM
0.01106306,0.009345041,0.037553173,0.008483931,0.028169496,0.0091334395,0.018529678,-0.020254461,-0.015826881,0.0053836065,-0.05793335,-0.010872631,-0.016764097,-0.030808626,0.026243871,0.0019142682,0.033947892,-0.066428274,0.00812961,0.029822411,0.016564198,0.011918167,0.022998327,0.031691898,0.021122364,0.004767403,0.0014843065,0.01705131,-0.05245726,0.91602814,9,Sequential LSTM
0.009419685,0.010666498,0.036143333,0.010163673,0.034404635,0.0076076663,0.02272505,-0.021852896,-0.017526934,0.015818454,-0.059218552,-0.010060876,-0.012466135,-0.030171422,0.028173795,0.003828905,0.035707388,-0.06518602,0.009627254,0.022138037,0.024486728,0.0064778435,0.021627601,0.031043539,0.020467164,0.0054365117,0.001689075,0.014926967,-0.05205765,0.8959607,10,Sequential LSTM
0.008280965,0.009310014,0.032720502,0.010918695,0.030190628,0.003890663,0.02020627,-0.021054156,-0.009607373,0.02333392,-0.054282293,-0.009109001,-0.016657773,-0.0241252,0.02917902,0.0042794277,0.031200672,-0.06731148,0.011108904,0.017727239,0.021649731,0.0055666994,0.020805556,0.031865872,0.0154306255,0.009696662,0.006088021,0.012931651,-0.05621306,0.9019786,11,Sequential LSTM
0.010675744,0.00881003,0.024179582,0.0071988045,0.029563466,-0.005978842,0.016184727,-0.011845606,-0.01929447,0.034147996,-0.044790994,0.00040786804,-0.015295991,-0.04661495,0.0452204,0.003212205,0.043556247,-0.06783528,-9.983835e-5,0.0003723421,0.023264986,-0.0012832192,0.016835999,0.030177295,0.03383218,0.0042484542,0.01356715,0.015275169,-0.05743848,0.909747,12,Sequential LSTM
0.014557895,0.008707354,0.02718562,0.008971971,0.047438856,-0.004704079,0.018739294,-0.014234795,-0.024310542,0.041880053,-0.046944533,0.0017366174,-0.023767097,-0.045678746,0.047430627,0.004331251,0.04647115,-0.07555574,0.002668795,-0.0036582516,0.024768608,8.226503e-5,0.0150483325,0.032646295,0.02898211,0.009409559,0.016189817,0.013447388,-0.059916653,0.8880766,13,Sequential LSTM
0.014380742,0.006769658,0.029572168,0.0066742874,0.047106095,-0.010346138,0.018369613,-0.010339982,-0.026979242,0.031345002,-0.04233622,0.0043035103,-0.030348605,-0.038180232,0.04946816,0.005278022,0.03903459,-0.070077576,0.0036946046,0.0034343435,0.02467109,-0.0024472747,0.0102964295,0.032003492,0.028226448,0.011576295,0.016688129,0.009244646,-0.05485555,0.8937735,14,Sequential LSTM
0.018135991,0.0034786384,0.030465825,0.0068380125,0.0396299,-0.019509898,0.009281775,-0.005828809,-0.03760623,0.026963508,-0.036038823,0.018523,-0.034161273,-0.016941026,0.04612829,-0.00377576,0.03194169,-0.06086094,0.0091451155,0.0005856025,0.030385153,0.0058325934,-0.008166264,0.034697358,0.021699788,0.017252814,0.025927646,0.0060890475,-0.06549103,0.9053783,15,Sequential LSTM
0.017214628,0.0016570657,0.018844295,0.009795222,0.03555139,0.008934907,0.011987839,-0.0012805684,-0.058696453,0.03221751,-0.038574446,-0.011326496,-0.0062967753,-0.023844235,0.041317295,0.0046295915,0.03761714,-0.06355989,0.027157087,-0.010966681,0.014202282,0.020962602,0.021886993,0.022752887,0.010250002,0.023804067,0.015977183,0.0013897802,-0.06727045,0.90366626,16,Sequential LSTM
0.016854001,0.004026799,0.014217383,0.009156543,0.038430806,0.0047541927,0.015436149,-0.0025287995,-0.047666702,0.036244035,-0.037486956,-0.014057501,-0.0056919693,-0.014672477,0.037992697,0.0033728965,0.029280217,-0.06348067,0.025867324,-0.010623881,0.014995426,0.018336259,0.023469402,0.023643699,0.010652818,0.023764906,0.01657072,-0.0042314157,-0.06746436,0.90083843,17,Sequential LSTM
0.017138364,0.0040008486,0.023048757,0.004464909,0.04980018,0.007952047,0.018634543,-0.011633451,-0.05322056,0.033410303,-0.034131777,-0.023598844,-0.015427834,-0.0018872244,0.034640867,0.00060031237,0.02394598,-0.06555311,0.033795197,-0.0042658406,0.010198314,0.0079480745,0.029218087,0.021995662,0.0019579546,0.039078236,0.018614028,-0.0038540168,-0.0581596,0.8912896,18,Sequential LSTM
0.013993249,0.0045852535,0.004844602,-0.0017019791,0.033175778,0.0069975825,0.0141930375,0.0020720174,-0.059713125,0.035509292,-0.04633765,-0.0047807368,0.015709992,0.0017766625,0.045023765,0.000681613,0.04212255,-0.07139822,0.0152946245,0.0077433493,0.019930732,0.0013165436,0.015060519,0.029547652,0.015282373,0.014686954,0.017747328,0.0050745043,-0.077423,0.89898473,19,Sequential LSTM
