Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,-0.008517829,-0.2805491,-0.20668334,-0.16730575,0.108387984,30,MAP,Normal,Sequential RNN
2,-0.018562863,-0.29635635,-0.22075616,-0.18045397,0.110932976,30,MAP,Normal,Sequential RNN
3,0.03007744,-0.2882116,-0.21397153,-0.17439441,0.10893722,30,MAP,Normal,Sequential RNN
4,0.015912121,-0.299931,-0.22512828,-0.18525122,0.1097628,30,MAP,Normal,Sequential RNN
5,0.022151688,-0.31240565,-0.23711666,-0.19698039,0.11047633,30,MAP,Normal,Sequential RNN
6,0.021411043,-0.29240254,-0.21667413,-0.1763036,0.111121126,30,MAP,Normal,Sequential RNN
7,0.03770578,-0.28521404,-0.21073958,-0.17103751,0.10928114,30,MAP,Normal,Sequential RNN
8,0.046138674,-0.30096245,-0.2252997,-0.18496415,0.1110248,30,MAP,Normal,Sequential RNN
9,0.038834725,-0.26940426,-0.19498,-0.1553047,0.10920746,30,MAP,Normal,Sequential RNN
10,0.0072972644,-0.28943768,-0.21468319,-0.17483185,0.109692015,30,MAP,Normal,Sequential RNN
11,0.009781567,-0.2791355,-0.2045529,-0.16479321,0.109439775,30,MAP,Normal,Sequential RNN
12,-0.021745183,-0.30131102,-0.22632736,-0.18635383,0.110028334,30,MAP,Normal,Sequential RNN
13,0.06326775,-0.320435,-0.24261564,-0.20113043,0.114189304,30,MAP,Normal,Sequential RNN
14,0.00596039,-0.30081606,-0.2240606,-0.18314254,0.1126282,30,MAP,Normal,Sequential RNN
15,-0.00424101,-0.29038155,-0.21559876,-0.17573234,0.10973354,30,MAP,Normal,Sequential RNN
16,-0.010459142,-0.27666607,-0.20282987,-0.16346806,0.108344585,30,MAP,Normal,Sequential RNN
17,-0.007136665,-0.29969707,-0.22406833,-0.18375093,0.11097489,30,MAP,Normal,Sequential RNN
18,-0.011341849,-0.327728,-0.25051776,-0.20935725,0.11329553,30,MAP,Normal,Sequential RNN
19,-0.011911774,-0.29651982,-0.22072658,-0.18032148,0.11121626,30,MAP,Normal,Sequential RNN
20,0.028078495,-0.2692804,-0.19380957,-0.15357634,0.110743165,30,MAP,Normal,Sequential RNN
21,0.0090097515,-0.2624998,-0.18708876,-0.1468874,0.11065545,30,MAP,Normal,Sequential RNN
22,-0.012487054,-0.3054783,-0.2301401,-0.1899776,0.11054853,30,MAP,Normal,Sequential RNN
23,-0.020987216,-0.28092313,-0.2062005,-0.16636612,0.10964531,30,MAP,Normal,Sequential RNN
24,0.014470424,-0.27377245,-0.19881424,-0.15885429,0.10999098,30,MAP,Normal,Sequential RNN
25,0.0015079819,-0.26053372,-0.1858897,-0.14609726,0.10952992,30,MAP,Normal,Sequential RNN
26,-0.0436929,-0.29155618,-0.21682355,-0.17698385,0.109659985,30,MAP,Normal,Sequential RNN
27,-0.0012661768,-0.29864568,-0.22252356,-0.18194312,0.11169886,30,MAP,Normal,Sequential RNN
28,0.0059774993,-0.2583223,-0.18180114,-0.141008,0.11228437,30,MAP,Normal,Sequential RNN
29,0.017594192,-0.28004885,-0.20508854,-0.16512749,0.10999402,30,MAP,Normal,Sequential RNN
30,0.027320497,-0.29239297,-0.21652687,-0.17608292,0.11132318,30,MAP,Normal,Sequential RNN
31,0.027857946,-0.27318105,-0.1986507,-0.15891884,0.109363146,30,MAP,Normal,Sequential RNN
32,-0.0038707168,-0.26739925,-0.19296864,-0.15328994,0.109216794,30,MAP,Normal,Sequential RNN
33,0.018988887,-0.28961173,-0.21479987,-0.17491794,0.10977622,30,MAP,Normal,Sequential RNN
34,-0.043771874,-0.27898532,-0.20435198,-0.16456522,0.10951426,30,MAP,Normal,Sequential RNN
35,-0.030426033,-0.3211808,-0.2441344,-0.20306127,0.113055065,30,MAP,Normal,Sequential RNN
36,0.05322821,-0.26056543,-0.18573019,-0.1458358,0.10981051,30,MAP,Normal,Sequential RNN
37,0.008459656,-0.27379355,-0.19686995,-0.15586227,0.112874895,30,MAP,Normal,Sequential RNN
38,0.033438448,-0.28216156,-0.20664406,-0.16638595,0.11081165,30,MAP,Normal,Sequential RNN
39,0.02396429,-0.30194432,-0.22665854,-0.18652397,0.11047163,30,MAP,Normal,Sequential RNN
40,0.02079623,-0.27454695,-0.19996928,-0.16021219,0.109432586,30,MAP,Normal,Sequential RNN
41,0.028818019,-0.29380476,-0.21940678,-0.17974551,0.10916888,30,MAP,Normal,Sequential RNN
42,-0.004241063,-0.2685746,-0.1937513,-0.15386328,0.10979299,30,MAP,Normal,Sequential RNN
43,0.036545515,-0.30428353,-0.22875737,-0.18849467,0.11082433,30,MAP,Normal,Sequential RNN
44,0.008839385,-0.29677945,-0.22152825,-0.18141212,0.11042088,30,MAP,Normal,Sequential RNN
45,-0.02645801,-0.29540178,-0.22076179,-0.18097149,0.10952401,30,MAP,Normal,Sequential RNN
46,0.006780773,-0.28024116,-0.2060491,-0.16649759,0.10886673,30,MAP,Normal,Sequential RNN
47,0.053047623,-0.29145184,-0.21632767,-0.17627925,0.110234514,30,MAP,Normal,Sequential RNN
48,-0.012199485,-0.27424127,-0.19930582,-0.15935801,0.10995756,30,MAP,Normal,Sequential RNN
49,0.005532699,-0.2817358,-0.20597641,-0.16558936,0.11116658,30,MAP,Normal,Sequential RNN
50,0.012487887,-0.26340783,-0.18838684,-0.14839342,0.11008308,30,MAP,Normal,Sequential RNN
51,0.010367851,-0.2684498,-0.19422059,-0.15464926,0.10892128,30,MAP,Normal,Sequential RNN
52,-0.010029222,-0.29005367,-0.215403,-0.17560703,0.109539665,30,MAP,Normal,Sequential RNN
53,0.017435694,-0.2933295,-0.21898352,-0.17934993,0.10909262,30,MAP,Normal,Sequential RNN
54,0.00074621226,-0.27682084,-0.20252211,-0.16291374,0.10902325,30,MAP,Normal,Sequential RNN
55,0.002014047,-0.26972044,-0.19518359,-0.15544829,0.10937266,30,MAP,Normal,Sequential RNN
56,-0.011292082,-0.2818697,-0.20648502,-0.1662977,0.11061679,30,MAP,Normal,Sequential RNN
57,0.026978303,-0.2959772,-0.22015229,-0.17973031,0.11126274,30,MAP,Normal,Sequential RNN
58,0.03528639,-0.27716106,-0.20184514,-0.16169448,0.110515885,30,MAP,Normal,Sequential RNN
59,-0.02025931,-0.28262255,-0.2082304,-0.16857222,0.109160334,30,MAP,Normal,Sequential RNN
60,0.0076406156,-0.28125277,-0.2066617,-0.16689748,0.109452255,30,MAP,Normal,Sequential RNN
61,-0.0028583829,-0.29036456,-0.21523653,-0.17518605,0.11024014,30,MAP,Normal,Sequential RNN
62,-0.009258158,-0.29280478,-0.21732828,-0.17709203,0.11075147,30,MAP,Normal,Sequential RNN
63,0.045106843,-0.259032,-0.18440425,-0.14462048,0.10950607,30,MAP,Normal,Sequential RNN
64,0.03953666,-0.29395914,-0.21879464,-0.17872474,0.11029365,30,MAP,Normal,Sequential RNN
65,-0.026377767,-0.31911734,-0.24170215,-0.2004324,0.113596246,30,MAP,Normal,Sequential RNN
66,-0.020303147,-0.2683635,-0.1937868,-0.15403025,0.10943114,30,MAP,Normal,Sequential RNN
67,0.013090889,-0.29524684,-0.22000077,-0.17988737,0.11041338,30,MAP,Normal,Sequential RNN
68,-0.004039671,-0.27353698,-0.19895242,-0.15919167,0.10944269,30,MAP,Normal,Sequential RNN
69,0.0053916066,-0.28760314,-0.21283531,-0.17297685,0.109711595,30,MAP,Normal,Sequential RNN
70,-0.007108549,-0.2809166,-0.20628135,-0.16649358,0.10951708,30,MAP,Normal,Sequential RNN
71,-0.0064052325,-0.26934838,-0.19489874,-0.15520991,0.10924472,30,MAP,Normal,Sequential RNN
72,0.00062415417,-0.2836526,-0.20873739,-0.16880037,0.109927885,30,MAP,Normal,Sequential RNN
73,-0.0038374362,-0.28516537,-0.21049193,-0.1706838,0.1095731,30,MAP,Normal,Sequential RNN
74,0.0016995242,-0.2928429,-0.21732453,-0.17706595,0.110812925,30,MAP,Normal,Sequential RNN
75,0.0014931232,-0.28632557,-0.21089056,-0.17067644,0.110690616,30,MAP,Normal,Sequential RNN
76,0.017110012,-0.30089682,-0.22554928,-0.1853818,0.110562235,30,MAP,Normal,Sequential RNN
77,0.022837253,-0.255619,-0.17905506,-0.13823912,0.11234714,30,MAP,Normal,Sequential RNN
78,-0.019376516,-0.27952388,-0.20400368,-0.16374412,0.11081564,30,MAP,Normal,Sequential RNN
79,-0.0051375385,-0.27482715,-0.19983016,-0.15984952,0.1100479,30,MAP,Normal,Sequential RNN
80,0.06054723,-0.29554135,-0.21985416,-0.1795056,0.11106065,30,MAP,Normal,Sequential RNN
81,-0.0021514958,-0.2745894,-0.20017616,-0.16050676,0.109191276,30,MAP,Normal,Sequential RNN
82,-0.017770067,-0.30527437,-0.23028299,-0.19030535,0.110039644,30,MAP,Normal,Sequential RNN
83,0.005466217,-0.28856605,-0.21355093,-0.17356063,0.11007448,30,MAP,Normal,Sequential RNN
84,0.007722438,-0.2982998,-0.22325286,-0.18324563,0.11012113,30,MAP,Normal,Sequential RNN
85,0.021285543,-0.27055532,-0.1955833,-0.15561599,0.110011235,30,MAP,Normal,Sequential RNN
86,0.034597516,-0.27878907,-0.20391743,-0.16400364,0.10986392,30,MAP,Normal,Sequential RNN
87,0.011486672,-0.27428707,-0.20022787,-0.16074717,0.10867181,30,MAP,Normal,Sequential RNN
88,0.0441799,-0.2799845,-0.20556054,-0.16588537,0.10920707,30,MAP,Normal,Sequential RNN
89,-0.006722539,-0.30944693,-0.23415169,-0.19401208,0.11048552,30,MAP,Normal,Sequential RNN
90,0.026138645,-0.2850671,-0.2094089,-0.16907577,0.111018136,30,MAP,Normal,Sequential RNN
91,-0.011639921,-0.27004576,-0.19538729,-0.15558715,0.10955111,30,MAP,Normal,Sequential RNN
92,0.056261964,-0.30303442,-0.22623353,-0.18529126,0.11269483,30,MAP,Normal,Sequential RNN
93,0.0655483,-0.33144253,-0.25381353,-0.21242979,0.11391,30,MAP,Normal,Sequential RNN
94,0.011700877,-0.25595352,-0.18103597,-0.14109771,0.10993129,30,MAP,Normal,Sequential RNN
95,0.03731116,-0.29792237,-0.22231849,-0.18201433,0.11093839,30,MAP,Normal,Sequential RNN
96,-0.014944969,-0.29619527,-0.21908091,-0.17797154,0.113154806,30,MAP,Normal,Sequential RNN
97,0.004280001,-0.29543117,-0.21872914,-0.17783958,0.112549774,30,MAP,Normal,Sequential RNN
98,0.020703666,-0.28354478,-0.20895694,-0.16919443,0.10944752,30,MAP,Normal,Sequential RNN
99,-0.041971155,-0.28624144,-0.2122832,-0.17285633,0.108523645,30,MAP,Normal,Sequential RNN
100,-0.08500088,-0.27105257,-0.1965162,-0.15678114,0.109371975,30,MAP,Normal,Sequential RNN
101,0.04846792,-0.32459757,-0.24846525,-0.2078794,0.11171382,30,MAP,Normal,Sequential RNN
102,0.049218718,-0.309454,-0.23326313,-0.19264607,0.11179972,30,MAP,Normal,Sequential RNN
103,-0.04976669,-0.2833867,-0.2088438,-0.16910525,0.10938158,30,MAP,Normal,Sequential RNN
104,0.015346962,-0.27628225,-0.20088571,-0.16069208,0.11063418,30,MAP,Normal,Sequential RNN
105,-0.00048483425,-0.27919194,-0.20396271,-0.1638583,0.11038865,30,MAP,Normal,Sequential RNN
106,-0.002097197,-0.29106703,-0.21468636,-0.1739681,0.11207824,30,MAP,Normal,Sequential RNN
107,0.012070942,-0.30235457,-0.22669855,-0.1863666,0.1110149,30,MAP,Normal,Sequential RNN
108,0.014470724,-0.26190054,-0.18615282,-0.14577198,0.11114948,30,MAP,Normal,Sequential RNN
109,0.03524077,-0.2784746,-0.20339343,-0.16336794,0.110171385,30,MAP,Normal,Sequential RNN
110,0.0071166907,-0.28808028,-0.21322194,-0.17331524,0.10984441,30,MAP,Normal,Sequential RNN
111,0.050497986,-0.27207273,-0.19729525,-0.15743165,0.10972578,30,MAP,Normal,Sequential RNN
112,0.053171027,-0.2931546,-0.21632777,-0.17537169,0.11273289,30,MAP,Normal,Sequential RNN
113,0.15852201,-0.35406297,-0.2711569,-0.22696,0.121653356,30,MAP,Normal,Sequential RNN
114,0.06674685,-0.35494152,-0.27740213,-0.23606618,0.11377848,30,MAP,Normal,Sequential RNN
115,0.106533416,-0.34993362,-0.26902205,-0.22588837,0.11872672,30,MAP,Normal,Sequential RNN
116,-0.081428066,-0.2842262,-0.20672598,-0.1654109,0.11372101,30,MAP,Normal,Sequential RNN
117,-0.008188698,-0.27909207,-0.20598236,-0.16700785,0.10727855,30,MAP,Normal,Sequential RNN
118,0.08118001,-0.27207312,-0.19580153,-0.15514141,0.11191818,30,MAP,Normal,Sequential RNN
119,-0.0030426825,-0.27241895,-0.1976977,-0.15786406,0.10964327,30,MAP,Normal,Sequential RNN
120,0.17480952,-0.4641466,-0.37627143,-0.32942548,0.12894486,30,MAP,Normal,Sequential RNN
121,0.23620926,-0.28071073,-0.20446613,-0.16382043,0.11187853,30,MAP,Normal,Sequential RNN
122,0.7206517,-0.8420375,-0.7240212,-0.66110706,0.17317292,30,MAP,Normal,Sequential RNN
123,-0.04087187,-0.28296384,-0.20942125,-0.17021598,0.107913725,30,MAP,Normal,Sequential RNN
124,0.5981774,-0.47543272,-0.38201532,-0.33221483,0.13707732,30,MAP,Normal,Sequential RNN
125,4.1193776,-0.692289,-0.5646106,-0.49654576,0.1873506,30,MAP,Normal,Sequential RNN
126,0.025239572,-0.2534257,-0.17663217,-0.13569382,0.112684056,30,MAP,Normal,Sequential RNN
127,5.8377657,0.027390132,0.14179258,0.2027801,0.16787001,30,MAP,Normal,Sequential RNN
128,-0.092546634,-0.06494323,0.0049689086,0.04223881,0.10258654,30,MAP,Normal,Sequential RNN
129,-1.6032678,-0.41952607,-0.3265865,-0.27704078,0.13637614,30,MAP,Normal,Sequential RNN
130,-1.7060469,-0.1734281,-0.09717845,-0.05653005,0.11188597,30,MAP,Normal,Sequential RNN
