Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,-0.34875643,-1.5640588,-1.1907688,-0.9917693,0.54775226,29,MAP,Normal,Sequential RNN
2,0.33304653,-1.4877094,-1.0797786,-0.86231214,0.5985829,29,MAP,Normal,Sequential RNN
3,-0.010579724,-1.5683359,-1.164672,-0.94948035,0.59232175,29,MAP,Normal,Sequential RNN
4,0.16212256,-1.7247065,-1.2823374,-1.046512,0.6491164,29,MAP,Normal,Sequential RNN
5,0.188569,-1.5791495,-1.1761616,-0.9613303,0.5913298,29,MAP,Normal,Sequential RNN
6,0.7486709,-1.6913095,-1.2414558,-1.0016404,0.66009897,29,MAP,Normal,Sequential RNN
7,0.7337472,-1.9929093,-1.4761231,-1.2006264,0.7583133,29,MAP,Normal,Sequential RNN
8,0.45672038,-1.5406487,-1.092302,-0.8532901,0.6578876,29,MAP,Normal,Sequential RNN
9,0.61175394,-2.2906907,-1.7405323,-1.4472449,0.80728245,29,MAP,Normal,Sequential RNN
10,-0.38260487,-1.7081299,-1.2603824,-1.02169,0.6570083,29,MAP,Normal,Sequential RNN
11,0.042919446,-1.8301562,-1.3218125,-1.0508165,0.745925,29,MAP,Normal,Sequential RNN
12,-0.81925577,-2.2090974,-1.6891867,-1.4120243,0.76289797,29,MAP,Normal,Sequential RNN
13,-1.6179361,-1.3952028,-0.9742394,-0.74982536,0.6177065,29,MAP,Normal,Sequential RNN
14,-0.2175414,-1.7100931,-1.1769812,-0.89278126,0.7822691,29,MAP,Normal,Sequential RNN
15,0.8450417,-2.2631195,-1.7305182,-1.4465904,0.7815198,29,MAP,Normal,Sequential RNN
16,-0.5531203,-2.1662703,-1.7107153,-1.4678607,0.6684649,29,MAP,Normal,Sequential RNN
17,0.17031525,-1.8319217,-1.3055882,-1.0250018,0.77232265,29,MAP,Normal,Sequential RNN
18,-0.6553966,-1.8619708,-1.2955896,-0.99365383,0.8310873,29,MAP,Normal,Sequential RNN
19,-0.6670749,-2.3213918,-1.7745385,-1.483013,0.80243284,29,MAP,Normal,Sequential RNN
20,0.5853711,-2.2004716,-1.6625578,-1.3757979,0.7893154,29,MAP,Normal,Sequential RNN
21,-0.0979183,-2.151548,-1.6551067,-1.3904556,0.7284601,29,MAP,Normal,Sequential RNN
22,0.019461066,-1.8912817,-1.3755945,-1.1006836,0.7567007,29,MAP,Normal,Sequential RNN
23,0.09580067,-1.8335404,-1.4056544,-1.1775501,0.62786436,29,MAP,Normal,Sequential RNN
24,0.8701081,-1.7336744,-1.2619194,-1.0104285,0.6922363,29,MAP,Normal,Sequential RNN
25,0.17509355,-1.9182066,-1.4396746,-1.184571,0.70218045,29,MAP,Normal,Sequential RNN
26,-0.49230418,-1.7834982,-1.3106071,-1.0585105,0.6939033,29,MAP,Normal,Sequential RNN
27,-0.4941304,-1.7438759,-1.3129157,-1.0831724,0.6323754,29,MAP,Normal,Sequential RNN
28,0.4453666,-1.7729665,-1.2632908,-0.9915844,0.7478798,29,MAP,Normal,Sequential RNN
29,1.0069649,-1.8989437,-1.4240412,-1.1708723,0.69685477,29,MAP,Normal,Sequential RNN
30,-0.08667987,-1.7217374,-1.2916123,-1.0623142,0.63115007,29,MAP,Normal,Sequential RNN
31,0.21491686,-2.1868343,-1.6594018,-1.3782295,0.77393544,29,MAP,Normal,Sequential RNN
32,0.16379845,-2.1857362,-1.6880708,-1.4227672,0.7302564,29,MAP,Normal,Sequential RNN
33,0.51821613,-1.7412695,-1.2862991,-1.043756,0.66760707,29,MAP,Normal,Sequential RNN
34,-0.80768514,-1.6387593,-1.2339412,-1.0181342,0.59401536,29,MAP,Normal,Sequential RNN
35,-0.21325509,-1.5115486,-1.1027285,-0.884788,0.5998879,29,MAP,Normal,Sequential RNN
36,-0.19068089,-2.0957334,-1.5835085,-1.3104434,0.7516201,29,MAP,Normal,Sequential RNN
37,0.17159149,-1.6523116,-1.175066,-0.92064804,0.70029294,29,MAP,Normal,Sequential RNN
38,0.22050068,-1.7622318,-1.2699085,-1.0074528,0.7224174,29,MAP,Normal,Sequential RNN
39,0.15270855,-1.8792819,-1.4354569,-1.1988554,0.6512528,29,MAP,Normal,Sequential RNN
40,0.09551933,-1.9261608,-1.4436083,-1.1863613,0.7080802,29,MAP,Normal,Sequential RNN
41,-0.021155367,-2.0657527,-1.552603,-1.2790447,0.7529775,29,MAP,Normal,Sequential RNN
42,-0.15735155,-1.7823768,-1.3072122,-1.0539038,0.6972393,29,MAP,Normal,Sequential RNN
43,0.8056524,-1.7124319,-1.2669892,-1.0295254,0.6536265,29,MAP,Normal,Sequential RNN
44,-0.07185396,-1.650586,-1.214244,-0.9816316,0.6402726,29,MAP,Normal,Sequential RNN
45,-0.0953772,-1.9751734,-1.4503121,-1.1705105,0.7701624,29,MAP,Normal,Sequential RNN
46,0.7148848,-1.8073084,-1.3791171,-1.15085,0.6283123,29,MAP,Normal,Sequential RNN
47,-0.39114496,-1.6587495,-1.2019435,-0.958422,0.6703004,29,MAP,Normal,Sequential RNN
48,-0.5442206,-1.7408888,-1.3245834,-1.1026525,0.61087155,29,MAP,Normal,Sequential RNN
49,-0.5783564,-1.8746046,-1.3650557,-1.0934172,0.7476935,29,MAP,Normal,Sequential RNN
50,0.2657895,-1.9024707,-1.3618677,-1.0736742,0.7932613,29,MAP,Normal,Sequential RNN
51,-0.032087877,-2.1185508,-1.5893728,-1.3072698,0.7764967,29,MAP,Normal,Sequential RNN
52,0.21565942,-1.9982378,-1.522682,-1.2691648,0.6978136,29,MAP,Normal,Sequential RNN
53,0.39898378,-1.7701285,-1.299657,-1.0488504,0.69035274,29,MAP,Normal,Sequential RNN
54,-0.9809232,-2.0298383,-1.5470409,-1.2896634,0.7084395,29,MAP,Normal,Sequential RNN
55,0.6650069,-1.740216,-1.2484347,-0.9862678,0.72162217,29,MAP,Normal,Sequential RNN
56,-0.2586281,-1.8964934,-1.3822701,-1.1081395,0.7545528,29,MAP,Normal,Sequential RNN
57,0.18981558,-1.5741724,-1.0997031,-0.8467653,0.69621915,29,MAP,Normal,Sequential RNN
58,0.7166056,-1.9357136,-1.4815819,-1.239486,0.66637653,29,MAP,Normal,Sequential RNN
59,0.09393234,-1.9914389,-1.5002396,-1.2383832,0.7207679,29,MAP,Normal,Sequential RNN
60,0.38489154,-2.040926,-1.5574647,-1.2997334,0.7094135,29,MAP,Normal,Sequential RNN
61,-0.43497217,-1.7533959,-1.2783607,-1.0251213,0.69704944,29,MAP,Normal,Sequential RNN
