Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,-0.34875643,0.9844658,0.6111757,0.41217622,0.54775226,29,MAP,Normal,Sequential RNN
2,0.33304653,1.297315,0.88938415,0.67191774,0.5985829,29,MAP,Normal,Sequential RNN
3,-0.010579724,1.1875571,0.78389317,0.56870145,0.59232175,29,MAP,Normal,Sequential RNN
4,0.16212256,1.2954347,0.8530656,0.61724025,0.6491164,29,MAP,Normal,Sequential RNN
5,0.188569,1.1721283,0.7691405,0.5543091,0.5913298,29,MAP,Normal,Sequential RNN
6,0.7486709,1.3799301,0.93007654,0.6902612,0.66009897,29,MAP,Normal,Sequential RNN
7,0.7337472,1.5352917,1.0185056,0.7430088,0.7583133,29,MAP,Normal,Sequential RNN
8,0.45672038,1.5203022,1.0719556,0.8329437,0.6578876,29,MAP,Normal,Sequential RNN
9,0.61175394,1.4653491,0.9151907,0.6219033,0.80728245,29,MAP,Normal,Sequential RNN
10,-0.38260487,1.34873,0.90098256,0.66229004,0.6570083,29,MAP,Normal,Sequential RNN
11,0.042919446,1.6404059,1.1320623,0.8610662,0.745925,29,MAP,Normal,Sequential RNN
12,-0.81925577,1.3404348,0.8205242,0.54336184,0.76289797,29,MAP,Normal,Sequential RNN
13,-1.6179361,1.4787976,1.0578341,0.8334201,0.6177065,29,MAP,Normal,Sequential RNN
14,-0.2175414,1.9295672,1.3964553,1.1122553,0.7822691,29,MAP,Normal,Sequential RNN
15,0.8450417,1.3730544,0.8404531,0.55652535,0.7815198,29,MAP,Normal,Sequential RNN
16,-0.5531203,0.9438935,0.4883385,0.24548382,0.6684649,29,MAP,Normal,Sequential RNN
17,0.17031525,1.7614605,1.2351271,0.9545407,0.77232265,29,MAP,Normal,Sequential RNN
18,-0.6553966,2.0048256,1.4384444,1.1365086,0.8310873,29,MAP,Normal,Sequential RNN
19,-0.6670749,1.412084,0.8652307,0.57370514,0.80243284,29,MAP,Normal,Sequential RNN
20,0.5853711,1.4719726,0.9340587,0.6472988,0.7893154,29,MAP,Normal,Sequential RNN
21,-0.0979183,1.2377551,0.74131376,0.47666273,0.7284601,29,MAP,Normal,Sequential RNN
22,0.019461066,1.6294163,1.1137291,0.83881825,0.7567007,29,MAP,Normal,Sequential RNN
23,0.09580067,1.0877215,0.65983546,0.43173108,0.62786436,29,MAP,Normal,Sequential RNN
24,0.8701081,1.4870905,1.0153353,0.7638445,0.6922363,29,MAP,Normal,Sequential RNN
25,0.17509355,1.3488253,0.87029344,0.61518985,0.70218045,29,MAP,Normal,Sequential RNN
26,-0.49230418,1.4450228,0.97213167,0.7200352,0.6939033,29,MAP,Normal,Sequential RNN
27,-0.4941304,1.1983744,0.7674142,0.53767097,0.6323754,29,MAP,Normal,Sequential RNN
28,0.4453666,1.7066907,1.1970149,0.92530864,0.7478798,29,MAP,Normal,Sequential RNN
29,1.0069649,1.3433096,0.8684071,0.6152383,0.69685477,29,MAP,Normal,Sequential RNN
30,-0.08667987,1.2148117,0.78468657,0.55538845,0.63115007,29,MAP,Normal,Sequential RNN
31,0.21491686,1.4140517,0.88661915,0.6054468,0.77393544,29,MAP,Normal,Sequential RNN
32,0.16379845,1.2119244,0.7142589,0.44895527,0.7302564,29,MAP,Normal,Sequential RNN
33,0.51821613,1.3649032,0.90993285,0.6673898,0.66760707,29,MAP,Normal,Sequential RNN
34,-0.80768514,1.1250135,0.7201954,0.5043884,0.59401536,29,MAP,Normal,Sequential RNN
35,-0.21325509,1.2795472,0.87072706,0.65278655,0.5998879,29,MAP,Normal,Sequential RNN
36,-0.19068089,1.4013264,0.8891016,0.61603653,0.7516201,29,MAP,Normal,Sequential RNN
37,0.17159149,1.6059386,1.1286929,0.874275,0.70029294,29,MAP,Normal,Sequential RNN
38,0.22050068,1.5989565,1.1066332,0.8441775,0.7224174,29,MAP,Normal,Sequential RNN
39,0.15270855,1.1507992,0.70697415,0.4703727,0.6512528,29,MAP,Normal,Sequential RNN
40,0.09551933,1.3683207,0.8857681,0.62852114,0.7080802,29,MAP,Normal,Sequential RNN
41,-0.021155367,1.4376223,0.9244725,0.65091425,0.7529775,29,MAP,Normal,Sequential RNN
42,-0.15735155,1.4616654,0.98650086,0.73319244,0.6972393,29,MAP,Normal,Sequential RNN
43,0.8056524,1.3286933,0.88325053,0.6457867,0.6536265,29,MAP,Normal,Sequential RNN
44,-0.07185396,1.3284076,0.8920656,0.6594532,0.6402726,29,MAP,Normal,Sequential RNN
45,-0.0953772,1.6081581,1.0832968,0.8034952,0.7701624,29,MAP,Normal,Sequential RNN
46,0.7148848,1.1160376,0.6878464,0.45957923,0.6283123,29,MAP,Normal,Sequential RNN
47,-0.39114496,1.4599546,1.0031487,0.75962716,0.6703004,29,MAP,Normal,Sequential RNN
48,-0.5442206,1.1013105,0.6850051,0.4630742,0.61087155,29,MAP,Normal,Sequential RNN
49,-0.5783564,1.6041857,1.0946368,0.8229983,0.7476935,29,MAP,Normal,Sequential RNN
50,0.2657895,1.7883327,1.2477298,0.95953625,0.7932613,29,MAP,Normal,Sequential RNN
51,-0.032087877,1.4942522,0.9650741,0.6829713,0.7764967,29,MAP,Normal,Sequential RNN
52,0.21565942,1.2484765,0.77292055,0.5194034,0.6978136,29,MAP,Normal,Sequential RNN
53,0.39898378,1.4418728,0.9714014,0.7205948,0.69035274,29,MAP,Normal,Sequential RNN
54,-0.9809232,1.266315,0.7835176,0.52614003,0.7084395,29,MAP,Normal,Sequential RNN
55,0.6650069,1.6172724,1.125491,0.8633242,0.72162217,29,MAP,Normal,Sequential RNN
56,-0.2586281,1.6142111,1.0999877,0.8258571,0.7545528,29,MAP,Normal,Sequential RNN
57,0.18981558,1.6651233,1.190654,0.9377162,0.69621915,29,MAP,Normal,Sequential RNN
58,0.7166056,1.1647335,0.71060175,0.4685058,0.66637653,29,MAP,Normal,Sequential RNN
59,0.09393234,1.3620749,0.8708757,0.6090192,0.7207679,29,MAP,Normal,Sequential RNN
60,0.38489154,1.2597593,0.77629805,0.51856667,0.7094135,29,MAP,Normal,Sequential RNN
61,-0.43497217,1.489763,1.0147278,0.7614883,0.69704944,29,MAP,Normal,Sequential RNN
62,0.22073656,1.5802363,1.0541371,0.7736755,0.77197903,29,MAP,Normal,Sequential RNN
63,0.0711993,1.3792142,0.882304,0.6174031,0.729148,29,MAP,Normal,Sequential RNN
64,1.9822488,1.189542,0.6957797,0.43255675,0.7245291,29,MAP,Normal,Sequential RNN
65,0.099585645,1.1122301,0.74655235,0.5516109,0.53658223,29,MAP,Normal,Sequential RNN
66,0.35966715,1.0781949,0.64429563,0.4129856,0.636688,29,MAP,Normal,Sequential RNN
67,-0.54363614,1.5874118,1.0719913,0.7972226,0.75630933,29,MAP,Normal,Sequential RNN
68,0.7515419,1.4878273,0.9857716,0.7181276,0.73669827,29,MAP,Normal,Sequential RNN
69,0.61083555,1.4321947,0.96580386,0.71717256,0.6843651,29,MAP,Normal,Sequential RNN
70,-0.5088242,1.4560443,0.9703704,0.71145946,0.7126603,29,MAP,Normal,Sequential RNN
71,0.0070603685,1.509389,1.0014304,0.7306395,0.74536014,29,MAP,Normal,Sequential RNN
72,0.20903453,1.4069628,0.93035835,0.67628235,0.699352,29,MAP,Normal,Sequential RNN
73,0.54026526,1.3570173,0.86004466,0.5951104,0.72923964,29,MAP,Normal,Sequential RNN
74,-0.2932429,1.327279,0.8807486,0.64270496,0.6552225,29,MAP,Normal,Sequential RNN
75,-0.30924672,1.5966294,1.0775434,0.8008205,0.76168805,29,MAP,Normal,Sequential RNN
76,-1.0633147,1.4630768,0.97130126,0.70913756,0.7216137,29,MAP,Normal,Sequential RNN
77,0.5588918,1.072612,0.6239986,0.38484448,0.65827906,29,MAP,Normal,Sequential RNN
78,-0.70188296,1.6125519,1.1343567,0.87943256,0.70168644,29,MAP,Normal,Sequential RNN
79,-0.07671238,1.3238986,0.83038026,0.5672875,0.72417086,29,MAP,Normal,Sequential RNN
80,0.08998205,1.6627846,1.1756179,0.91591126,0.71485066,29,MAP,Normal,Sequential RNN
81,1.1572344,1.2170012,0.72941846,0.46948993,0.7154613,29,MAP,Normal,Sequential RNN
82,-0.07669064,1.3089778,0.84396887,0.5960743,0.68233734,29,MAP,Normal,Sequential RNN
83,0.74617964,1.3967079,0.9241962,0.6723019,0.6933466,29,MAP,Normal,Sequential RNN
84,0.5571665,1.3991754,0.91762745,0.660916,0.70660615,29,MAP,Normal,Sequential RNN
85,0.5653631,1.355891,0.85582346,0.58923924,0.7337811,29,MAP,Normal,Sequential RNN
86,0.29366493,1.2713978,0.8250568,0.5871141,0.6549446,29,MAP,Normal,Sequential RNN
87,0.36978766,1.2069707,0.7170822,0.45592442,0.7188447,29,MAP,Normal,Sequential RNN
88,0.17769781,1.2508141,0.8143975,0.58174545,0.640382,29,MAP,Normal,Sequential RNN
89,0.22707847,1.2022982,0.78126055,0.556807,0.6178153,29,MAP,Normal,Sequential RNN
90,-0.12263864,1.2018934,0.75125426,0.5110201,0.6612517,29,MAP,Normal,Sequential RNN
91,-0.20008667,1.5204091,1.0120488,0.74104387,0.74594945,29,MAP,Normal,Sequential RNN
92,-0.35262147,1.6363739,1.210948,0.9841551,0.62425447,29,MAP,Normal,Sequential RNN
93,-0.13199608,1.6900067,1.1703064,0.8932561,0.76258934,29,MAP,Normal,Sequential RNN
94,-0.29282278,1.0657694,0.5977527,0.34825477,0.6867507,29,MAP,Normal,Sequential RNN
