Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,-0.25915915,-2.85765,-1.9327333,-1.4396635,1.3571894,2,MAP,Normal,Sequential LSTM
2,0.40444535,-3.1302218,-2.223225,-1.7397088,1.3308939,2,MAP,Normal,Sequential LSTM
3,-0.54037976,-3.0993237,-2.2367985,-1.7769896,1.2656382,2,MAP,Normal,Sequential LSTM
4,0.13784735,-3.306149,-2.3713782,-1.8730551,1.3716491,2,MAP,Normal,Sequential LSTM
5,-0.11289835,-2.8858995,-1.9550501,-1.4588177,1.3658948,2,MAP,Normal,Sequential LSTM
6,0.271922,-3.0237417,-2.1170883,-1.6337547,1.3303905,2,MAP,Normal,Sequential LSTM
7,0.5534598,-3.0118577,-2.1420276,-1.6783242,1.2763574,2,MAP,Normal,Sequential LSTM
8,-1.4279829,-2.8690119,-1.96046,-1.4761143,1.3331761,2,MAP,Normal,Sequential LSTM
9,-0.7148354,-4.0311413,-2.9742148,-2.4107711,1.5508956,2,MAP,Normal,Sequential LSTM
10,0.96912795,-3.9223344,-2.9438782,-2.422267,1.4357511,2,MAP,Normal,Sequential LSTM
11,-0.9309809,-2.9789693,-2.0684497,-1.5830551,1.3360636,2,MAP,Normal,Sequential LSTM
12,0.10667295,-3.4359145,-2.4295084,-1.892997,1.476764,2,MAP,Normal,Sequential LSTM
13,-1.254058,-2.9094477,-1.9917089,-1.5024657,1.3466568,2,MAP,Normal,Sequential LSTM
14,-2.2402663,-3.4609067,-2.253732,-1.6101916,1.7713645,2,MAP,Normal,Sequential LSTM
15,0.40525514,-4.98322,-3.76982,-3.122961,1.7804991,2,MAP,Normal,Sequential LSTM
16,0.8813484,-3.6330829,-2.7305338,-2.2493882,1.3243679,2,MAP,Normal,Sequential LSTM
17,0.535691,-2.8632247,-1.8112882,-1.2505047,1.5435737,2,MAP,Normal,Sequential LSTM
18,-1.268398,-2.843079,-1.915644,-1.4212319,1.3608845,2,MAP,Normal,Sequential LSTM
19,0.4478519,-4.060204,-3.0168066,-2.4605753,1.5310435,2,MAP,Normal,Sequential LSTM
20,1.5251529,-3.1467423,-2.284131,-1.8242761,1.2657647,2,MAP,Normal,Sequential LSTM
21,0.1506603,-3.601327,-2.6583385,-2.1556349,1.3837072,2,MAP,Normal,Sequential LSTM
22,0.26509437,-3.058658,-2.1890817,-1.7255137,1.2759846,2,MAP,Normal,Sequential LSTM
23,1.1241403,-2.9636886,-2.0852923,-1.6170224,1.288927,2,MAP,Normal,Sequential LSTM
24,0.3419292,-3.1064157,-2.2047536,-1.7240809,1.3230662,2,MAP,Normal,Sequential LSTM
25,-0.03167752,-3.1281626,-2.2661643,-1.8066362,1.264865,2,MAP,Normal,Sequential LSTM
26,0.08468844,-3.0749671,-2.1927543,-1.7224498,1.2945274,2,MAP,Normal,Sequential LSTM
27,-0.06562248,-3.3548512,-2.4801528,-2.0138545,1.2835007,2,MAP,Normal,Sequential LSTM
28,-0.26263666,-3.9483244,-3.0007663,-2.4956264,1.3904127,2,MAP,Normal,Sequential LSTM
29,-0.056120627,-3.3815877,-2.4825673,-2.0033028,1.3191901,2,MAP,Normal,Sequential LSTM
30,0.9269804,-3.383574,-2.5017657,-2.031677,1.2939336,2,MAP,Normal,Sequential LSTM
31,-0.16459124,-3.0265236,-2.1337051,-1.6577468,1.3100895,2,MAP,Normal,Sequential LSTM
32,0.6484888,-3.713924,-2.7957878,-2.3063328,1.3472397,2,MAP,Normal,Sequential LSTM
33,-0.91295254,-2.8471422,-1.9110776,-1.412065,1.3735474,2,MAP,Normal,Sequential LSTM
34,-0.13605405,-3.6445885,-2.6630259,-2.1397586,1.4403093,2,MAP,Normal,Sequential LSTM
35,0.084552735,-2.9766347,-2.0357103,-1.5341071,1.3806784,2,MAP,Normal,Sequential LSTM
36,-0.07250254,-3.6603563,-2.754176,-2.2710946,1.3296963,2,MAP,Normal,Sequential LSTM
37,0.19555044,-3.1581168,-2.279038,-1.8104041,1.2899288,2,MAP,Normal,Sequential LSTM
38,-0.2978,-2.9894588,-2.1127393,-1.6453635,1.2864662,2,MAP,Normal,Sequential LSTM
39,1.0369909,-3.024537,-2.0178065,-1.4811224,1.4772397,2,MAP,Normal,Sequential LSTM
40,0.059511602,-3.0370557,-2.134825,-1.6538491,1.3239009,2,MAP,Normal,Sequential LSTM
41,0.85910136,-2.9508238,-1.8434653,-1.2531368,1.6248977,2,MAP,Normal,Sequential LSTM
