Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,-0.4726601,-1.1199385,-0.74860185,-0.55064374,0.5448859,29,MAP,Normal,Sequential LSTM
2,0.051740907,-1.511028,-1.092794,-0.86983484,0.61370164,29,MAP,Normal,Sequential LSTM
3,0.032251462,-1.2980261,-0.9291673,-0.73253,0.54125005,29,MAP,Normal,Sequential LSTM
4,0.18598112,-1.3715979,-0.9798284,-0.7709776,0.5748683,29,MAP,Normal,Sequential LSTM
5,0.1981369,-1.3476801,-0.9628371,-0.75767875,0.5647047,29,MAP,Normal,Sequential LSTM
6,1.1624674,-1.4384829,-1.0151943,-0.78954077,0.62111837,29,MAP,Normal,Sequential LSTM
7,0.93700784,-1.8345388,-1.3695337,-1.121641,0.6823318,29,MAP,Normal,Sequential LSTM
8,0.34102666,-1.6696022,-1.2081091,-0.9620889,0.6771782,29,MAP,Normal,Sequential LSTM
9,0.69465804,-1.6948973,-1.2503802,-1.0134097,0.6522683,29,MAP,Normal,Sequential LSTM
10,-0.27655855,-1.522499,-1.0933237,-0.86453205,0.6297561,29,MAP,Normal,Sequential LSTM
11,-0.15685992,-1.5870795,-1.1224382,-0.8747395,0.681798,29,MAP,Normal,Sequential LSTM
12,-0.8399479,-1.7589706,-1.3338693,-1.1072495,0.6237781,29,MAP,Normal,Sequential LSTM
13,-1.5709282,-1.7574075,-1.2366731,-0.95907146,0.76410687,29,MAP,Normal,Sequential LSTM
14,-0.25520325,-1.7671026,-1.2193478,-0.9273418,0.8037555,29,MAP,Normal,Sequential LSTM
15,0.8510986,-1.8687239,-1.45843,-1.2397039,0.6020503,29,MAP,Normal,Sequential LSTM
16,-0.58968276,-1.5521235,-1.1764545,-0.9761868,0.55124307,29,MAP,Normal,Sequential LSTM
17,0.10374046,-1.4841279,-1.0035,-0.7472791,0.7052559,29,MAP,Normal,Sequential LSTM
18,-0.84751743,-1.9379548,-1.3844639,-1.0893999,0.8121725,29,MAP,Normal,Sequential LSTM
19,-0.5843023,-1.73603,-1.3164451,-1.0927659,0.6156838,29,MAP,Normal,Sequential LSTM
20,0.4907513,-1.5942807,-1.1680286,-0.9407952,0.62546694,29,MAP,Normal,Sequential LSTM
21,-0.40760195,-1.5210775,-1.1210138,-0.9077413,0.587039,29,MAP,Normal,Sequential LSTM
22,-0.7947344,-1.6804539,-1.2178866,-0.97129357,0.6787546,29,MAP,Normal,Sequential LSTM
23,-0.051956885,-1.4395959,-1.0588402,-0.85586065,0.55870724,29,MAP,Normal,Sequential LSTM
24,0.97171146,-1.3321619,-0.91253114,-0.6888275,0.615751,29,MAP,Normal,Sequential LSTM
25,0.30506673,-1.5684294,-1.1692243,-0.9564095,0.5857791,29,MAP,Normal,Sequential LSTM
26,-0.18110189,-1.3907679,-0.9705141,-0.7464784,0.61666524,29,MAP,Normal,Sequential LSTM
27,-0.42236623,-1.4393188,-1.0590069,-0.8562641,0.55805576,29,MAP,Normal,Sequential LSTM
28,0.4435861,-1.3353922,-0.9248271,-0.70595634,0.60244846,29,MAP,Normal,Sequential LSTM
29,1.5177333,-1.49462,-1.0939083,-0.8802903,0.5879898,29,MAP,Normal,Sequential LSTM
30,0.08080942,-1.5512203,-1.1466186,-0.93092686,0.593698,29,MAP,Normal,Sequential LSTM
31,0.14805406,-1.7615421,-1.2974237,-1.0500039,0.68103063,29,MAP,Normal,Sequential LSTM
32,0.7639809,-1.6359186,-1.2387217,-1.0269774,0.58283246,29,MAP,Normal,Sequential LSTM
33,0.21756093,-1.5129461,-1.0807519,-0.8503508,0.63418615,29,MAP,Normal,Sequential LSTM
34,-0.59753454,-1.3722808,-0.9963718,-0.79597604,0.55159533,29,MAP,Normal,Sequential LSTM
35,0.0923209,-1.3607525,-0.961745,-0.7490357,0.585489,29,MAP,Normal,Sequential LSTM
36,-0.2417274,-1.3837132,-0.9975601,-0.7917033,0.56662714,29,MAP,Normal,Sequential LSTM
37,0.41130975,-1.5037438,-1.1102461,-0.90047383,0.5774044,29,MAP,Normal,Sequential LSTM
38,0.004806192,-1.2358528,-0.8078078,-0.5796185,0.62809783,29,MAP,Normal,Sequential LSTM
39,-0.056544103,-1.4603432,-1.0418197,-0.8187063,0.6141263,29,MAP,Normal,Sequential LSTM
40,0.31136853,-1.6828676,-1.2437756,-1.0096972,0.6443078,29,MAP,Normal,Sequential LSTM
41,0.015856627,-1.6895912,-1.2458013,-1.0092186,0.6512011,29,MAP,Normal,Sequential LSTM
42,-0.35460544,-1.6146103,-1.1600301,-0.91769505,0.6670346,29,MAP,Normal,Sequential LSTM
43,0.80910254,-1.4501766,-1.0394146,-0.8204389,0.60273725,29,MAP,Normal,Sequential LSTM
44,-0.38040248,-1.505575,-1.0994323,-0.8829193,0.5959589,29,MAP,Normal,Sequential LSTM
45,-0.36623454,-1.6704029,-1.2288195,-0.993413,0.64796346,29,MAP,Normal,Sequential LSTM
46,0.8096566,-1.7816346,-1.3690462,-1.1490968,0.6054173,29,MAP,Normal,Sequential LSTM
47,0.06878464,-1.5542014,-1.1322974,-0.9073819,0.61908674,29,MAP,Normal,Sequential LSTM
48,-0.5904346,-1.6267849,-1.2071655,-0.98346794,0.6157344,29,MAP,Normal,Sequential LSTM
49,-0.7509356,-1.4377507,-1.0068127,-0.7770812,0.63234293,29,MAP,Normal,Sequential LSTM
50,0.26946992,-1.4815412,-1.0181946,-0.7711862,0.67989814,29,MAP,Normal,Sequential LSTM
51,0.6935303,-1.5307795,-1.1059027,-0.8794025,0.6234487,29,MAP,Normal,Sequential LSTM
52,0.17503443,-1.7107066,-1.2982169,-1.0783201,0.6052724,29,MAP,Normal,Sequential LSTM
53,0.43146652,-1.5136598,-1.1039282,-0.8855018,0.6012253,29,MAP,Normal,Sequential LSTM
54,-1.0134932,-1.5934129,-1.1820203,-0.96270835,0.6036627,29,MAP,Normal,Sequential LSTM
55,1.5339334,-1.6792569,-1.2063053,-0.95417655,0.69399214,29,MAP,Normal,Sequential LSTM
56,-0.56848586,-1.9893422,-1.4556628,-1.1711603,0.78310186,29,MAP,Normal,Sequential LSTM
57,0.4967116,-1.609296,-1.1529368,-0.90965337,0.669645,29,MAP,Normal,Sequential LSTM
58,0.66175747,-1.552049,-1.1578789,-0.9477482,0.57839113,29,MAP,Normal,Sequential LSTM
59,0.3159045,-1.7233459,-1.2629882,-1.0175732,0.6755122,29,MAP,Normal,Sequential LSTM
60,0.40766257,-1.5158079,-1.1160094,-0.9028782,0.58664995,29,MAP,Normal,Sequential LSTM
61,-0.27904135,-1.5533432,-1.1115175,-0.8759819,0.64831895,29,MAP,Normal,Sequential LSTM
62,0.09389845,-1.5561603,-1.1163833,-0.8819397,0.645313,29,MAP,Normal,Sequential LSTM
63,-0.13287303,-1.5697349,-1.1382306,-0.9081972,0.6331738,29,MAP,Normal,Sequential LSTM
64,1.752422,-1.5750971,-1.1715114,-0.9563613,0.59220713,29,MAP,Normal,Sequential LSTM
65,0.27855837,-1.346197,-0.9466903,-0.7337147,0.58622175,29,MAP,Normal,Sequential LSTM
66,0.14197622,-1.558634,-1.168312,-0.96023273,0.5727445,29,MAP,Normal,Sequential LSTM
67,-0.6874667,-1.3705877,-0.9676037,-0.75277436,0.5913242,29,MAP,Normal,Sequential LSTM
68,0.68659383,-1.7134678,-1.2668943,-1.0288278,0.6552857,29,MAP,Normal,Sequential LSTM
69,0.7069683,-1.6046978,-1.1848388,-0.9610134,0.6160861,29,MAP,Normal,Sequential LSTM
70,-0.35996747,-1.6219772,-1.2065065,-0.9850205,0.6096468,29,MAP,Normal,Sequential LSTM
71,0.014837522,-1.593045,-1.1497791,-0.91347575,0.6504323,29,MAP,Normal,Sequential LSTM
72,-0.13450915,-1.5400658,-1.1048858,-0.872893,0.6385674,29,MAP,Normal,Sequential LSTM
73,0.6405199,-1.5647559,-1.1418017,-0.9163264,0.6206277,29,MAP,Normal,Sequential LSTM
74,0.075415745,-1.6023355,-1.1666542,-0.93439406,0.639303,29,MAP,Normal,Sequential LSTM
75,-0.04380276,-1.559292,-1.0918813,-0.8427064,0.6858616,29,MAP,Normal,Sequential LSTM
76,-0.9993807,-1.4400823,-1.0353063,-0.81952184,0.5939535,29,MAP,Normal,Sequential LSTM
77,0.28946373,-1.3937708,-1.0330338,-0.8407264,0.5293323,29,MAP,Normal,Sequential LSTM
78,-1.0120579,-1.4604894,-1.0127693,-0.7740915,0.6569682,29,MAP,Normal,Sequential LSTM
79,-0.16348954,-1.7673216,-1.3346874,-1.1040517,0.6348317,29,MAP,Normal,Sequential LSTM
80,-0.28071362,-1.4766729,-1.0153027,-0.76934785,0.67699796,29,MAP,Normal,Sequential LSTM
81,1.0272895,-1.6071166,-1.1899377,-0.96754116,0.61215323,29,MAP,Normal,Sequential LSTM
82,-0.04698061,-1.699371,-1.2626638,-1.0298569,0.6408083,29,MAP,Normal,Sequential LSTM
83,0.30475998,-1.6776123,-1.2195349,-0.9753355,0.6721662,29,MAP,Normal,Sequential LSTM
84,0.74442637,-1.7063843,-1.2798765,-1.0525067,0.6258422,29,MAP,Normal,Sequential LSTM
85,0.41950613,-1.5864842,-1.1378925,-0.8987499,0.65824723,29,MAP,Normal,Sequential LSTM
86,0.3748175,-1.5345663,-1.1318413,-0.91715014,0.5909441,29,MAP,Normal,Sequential LSTM
87,0.19490103,-1.5408976,-1.1382622,-0.9236186,0.59081286,29,MAP,Normal,Sequential LSTM
88,-0.095883176,-1.4449866,-1.0481384,-0.8365801,0.58232063,29,MAP,Normal,Sequential LSTM
89,0.42351472,-1.4939921,-1.0740469,-0.85017556,0.61621255,29,MAP,Normal,Sequential LSTM
90,-0.07627981,-1.5770825,-1.155709,-0.9310764,0.6183082,29,MAP,Normal,Sequential LSTM
91,-0.19275752,-1.5565581,-1.1258744,-0.8962785,0.63196975,29,MAP,Normal,Sequential LSTM
92,-0.2805223,-1.4265087,-0.9607799,-0.7125016,0.6833936,29,MAP,Normal,Sequential LSTM
93,-0.21761356,-1.8958402,-1.3834863,-1.1103523,0.75180966,29,MAP,Normal,Sequential LSTM
94,-0.54791033,-1.417577,-1.0303465,-0.8239153,0.56820804,29,MAP,Normal,Sequential LSTM
95,0.7298902,-1.4112272,-0.97976035,-0.749747,0.6331189,29,MAP,Normal,Sequential LSTM
96,-1.0129809,-1.4631379,-1.079205,-0.87453187,0.56336915,29,MAP,Normal,Sequential LSTM
97,-1.101067,-1.4630208,-0.9646474,-0.6989664,0.73129517,29,MAP,Normal,Sequential LSTM
98,0.5836413,-1.6764145,-1.2590935,-1.0366213,0.61236167,29,MAP,Normal,Sequential LSTM
99,0.30090415,-1.7529575,-1.3672724,-1.1616651,0.5659404,29,MAP,Normal,Sequential LSTM
100,0.016165202,-1.3129091,-0.9466952,-0.75146794,0.537369,29,MAP,Normal,Sequential LSTM
101,-0.02206219,-1.4918073,-1.0862122,-0.86999077,0.5951558,29,MAP,Normal,Sequential LSTM
102,0.19579081,-1.2825499,-0.87227845,-0.6535643,0.60201746,29,MAP,Normal,Sequential LSTM
103,-0.12255123,-1.7779666,-1.3557655,-1.1306915,0.6195228,29,MAP,Normal,Sequential LSTM
104,-0.19427824,-1.6194907,-1.1932698,-0.9660532,0.625421,29,MAP,Normal,Sequential LSTM
105,0.9145342,-1.7715783,-1.3362256,-1.1041408,0.6388208,29,MAP,Normal,Sequential LSTM
106,-0.44890594,-1.5126245,-1.0983207,-0.87745696,0.60793436,29,MAP,Normal,Sequential LSTM
107,-1.3755805,-1.6600525,-1.2412665,-1.0180132,0.61451143,29,MAP,Normal,Sequential LSTM
108,-0.04278616,-1.9304067,-1.4207011,-1.1489791,0.74792343,29,MAP,Normal,Sequential LSTM
109,0.6689426,-1.813137,-1.358312,-1.1158465,0.6673938,29,MAP,Normal,Sequential LSTM
110,0.100435,-1.6430345,-1.1847574,-0.9404515,0.67245924,29,MAP,Normal,Sequential LSTM
111,-1.5501254,-1.3806498,-0.92636496,-0.68418735,0.66660124,29,MAP,Normal,Sequential LSTM
