Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,0.48160636,-2.3227518,-1.6542563,-1.2978839,0.9809259,10,MAP,Normal,Sequential RNN
2,0.52672493,-2.7714014,-1.9505571,-1.5129681,1.2044772,10,MAP,Normal,Sequential RNN
3,-0.15149446,-2.8203812,-2.0293808,-1.6077014,1.1606853,10,MAP,Normal,Sequential RNN
4,0.9208258,-3.0269866,-2.1558876,-1.6915079,1.2782191,10,MAP,Normal,Sequential RNN
5,2.9846137,-2.9344652,-2.11344,-1.6757548,1.2047424,10,MAP,Normal,Sequential RNN
6,-0.65198517,-2.6006637,-1.9101927,-1.5421053,1.0131719,10,MAP,Normal,Sequential RNN
7,-0.37188432,-2.76013,-1.9262774,-1.4817537,1.2235649,10,MAP,Normal,Sequential RNN
8,-1.1534212,-2.4805093,-1.7344749,-1.3367666,1.094704,10,MAP,Normal,Sequential RNN
9,-1.3317795,-3.0286033,-2.1265535,-1.6456742,1.323635,10,MAP,Normal,Sequential RNN
10,-0.92263305,-2.8805969,-2.0638516,-1.6284477,1.1984626,10,MAP,Normal,Sequential RNN
11,-0.09032265,-2.623451,-1.8763375,-1.478054,1.0962874,10,MAP,Normal,Sequential RNN
12,-0.9290847,-2.6016662,-1.8303343,-1.4191401,1.1318245,10,MAP,Normal,Sequential RNN
13,-0.20339145,-2.2999883,-1.518818,-1.1023791,1.146261,10,MAP,Normal,Sequential RNN
14,0.5958396,-2.5577116,-1.7469026,-1.3146633,1.1897517,10,MAP,Normal,Sequential RNN
15,1.3304131,-3.2005155,-2.3656623,-1.9206051,1.2250335,10,MAP,Normal,Sequential RNN
16,-0.1320768,-3.0654147,-2.2954538,-1.8849907,1.1298125,10,MAP,Normal,Sequential RNN
17,-0.7585407,-2.719311,-1.9132981,-1.4836155,1.1827142,10,MAP,Normal,Sequential RNN
18,-0.5136622,-2.2503903,-1.4885356,-1.0823938,1.1179178,10,MAP,Normal,Sequential RNN
19,-0.67299,-3.3287852,-2.4413297,-1.9682305,1.3022201,10,MAP,Normal,Sequential RNN
20,-0.626698,-2.574803,-1.849145,-1.4622995,1.0648043,10,MAP,Normal,Sequential RNN
21,0.7746447,-2.6831713,-1.9865713,-1.6152164,1.0221657,10,MAP,Normal,Sequential RNN
