Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,0.7577237,2.0119312,1.433596,1.1252877,0.84862816,10,MAP,Normal,Sequential LSTM
2,-1.1447971,2.2746758,1.6442052,1.3081037,0.9251297,10,MAP,Normal,Sequential LSTM
3,-0.1316281,2.1967661,1.5626312,1.2245762,0.93050647,10,MAP,Normal,Sequential LSTM
4,-0.52834606,2.0649776,1.4479257,1.1189775,0.90543985,10,MAP,Normal,Sequential LSTM
5,2.2921283,2.1878822,1.5549991,1.2176116,0.9286697,10,MAP,Normal,Sequential LSTM
6,-0.003168553,2.07095,1.4525588,1.1228967,0.90740496,10,MAP,Normal,Sequential LSTM
7,-0.2373706,2.3366358,1.6908842,1.3466364,0.9475525,10,MAP,Normal,Sequential LSTM
8,-0.27329716,2.0785756,1.5177865,1.218832,0.82288146,10,MAP,Normal,Sequential LSTM
9,-1.0143453,2.3909786,1.6920848,1.3195071,1.0255314,10,MAP,Normal,Sequential LSTM
10,0.28538197,2.4636848,1.8177949,1.4734735,0.9477552,10,MAP,Normal,Sequential LSTM
11,-0.23800711,2.2060413,1.5935193,1.2669863,0.8987925,10,MAP,Normal,Sequential LSTM
12,-1.1592225,1.7174473,1.076422,0.7346938,0.94061726,10,MAP,Normal,Sequential LSTM
13,1.645521,3.506625,2.5508485,2.0413277,1.4024718,10,MAP,Normal,Sequential LSTM
14,-0.023826055,3.7211423,2.8034132,2.3141751,1.3466425,10,MAP,Normal,Sequential LSTM
15,0.23572458,1.530818,0.9138875,0.58500415,0.90526146,10,MAP,Normal,Sequential LSTM
16,-0.20520145,1.2362052,0.65467715,0.34466666,0.85331327,10,MAP,Normal,Sequential LSTM
17,-1.1593175,1.9581432,1.425849,1.1420848,0.7810694,10,MAP,Normal,Sequential LSTM
18,-0.97956157,2.9761624,2.1921809,1.7742432,1.1503863,10,MAP,Normal,Sequential LSTM
19,0.46761605,1.5380628,0.9366803,0.6160855,0.8824469,10,MAP,Normal,Sequential LSTM
20,-0.14779466,1.758372,1.2150317,0.92537916,0.7972776,10,MAP,Normal,Sequential LSTM
21,0.5254053,2.3299582,1.5740298,1.1710471,1.109222,10,MAP,Normal,Sequential LSTM
22,0.42288557,1.6384162,1.1390859,0.8728947,0.73269916,10,MAP,Normal,Sequential LSTM
23,1.1592783,1.3352273,0.8175663,0.54160315,0.759597,10,MAP,Normal,Sequential LSTM
24,0.89627475,1.8312192,1.2856565,0.99481905,0.80053896,10,MAP,Normal,Sequential LSTM
25,0.3429036,1.7163078,1.1314684,0.81969273,0.8581721,10,MAP,Normal,Sequential LSTM
26,-1.1372294,2.2272928,1.6324959,1.3154119,0.8727833,10,MAP,Normal,Sequential LSTM
27,0.99020475,2.6204574,1.8989813,1.5143652,1.0586678,10,MAP,Normal,Sequential LSTM
28,0.7802997,1.6681938,1.1817847,0.9224819,0.713739,10,MAP,Normal,Sequential LSTM
29,-0.97078156,1.843171,1.2769965,0.975171,0.83078384,10,MAP,Normal,Sequential LSTM
30,-0.028899183,1.9688299,1.3777299,1.0626167,0.86735874,10,MAP,Normal,Sequential LSTM
31,0.14729479,1.4839363,1.0252217,0.7806827,0.6731011,10,MAP,Normal,Sequential LSTM
32,1.6832674,1.0614392,0.5093156,0.2149806,0.8101661,10,MAP,Normal,Sequential LSTM
33,0.65645117,2.0077431,1.4116002,1.0937986,0.8747586,10,MAP,Normal,Sequential LSTM
34,0.19168551,2.2600884,1.5227597,1.1296924,1.0819296,10,MAP,Normal,Sequential LSTM
35,-0.6990017,2.2755213,1.6089028,1.253531,0.9781717,10,MAP,Normal,Sequential LSTM
36,0.20227848,2.4914124,1.6662035,1.2262876,1.2108818,10,MAP,Normal,Sequential LSTM
37,-1.3803358,2.813185,1.9185055,1.4415551,1.3128204,10,MAP,Normal,Sequential LSTM
38,-0.13756996,1.7431289,1.2031988,0.91536397,0.792274,10,MAP,Normal,Sequential LSTM
39,0.22314475,2.4266105,1.787896,1.4473997,0.93722636,10,MAP,Normal,Sequential LSTM
40,0.92224187,1.9895884,1.4380313,1.1439984,0.80933475,10,MAP,Normal,Sequential LSTM
41,-0.81164587,2.4358354,1.7364689,1.3636392,1.026225,10,MAP,Normal,Sequential LSTM
42,0.56388927,3.2804224,2.427499,1.9728088,1.251549,10,MAP,Normal,Sequential LSTM
43,-0.43134272,1.8164147,1.3159559,1.049163,0.73435533,10,MAP,Normal,Sequential LSTM
44,-0.36900303,2.661665,1.8525019,1.4211401,1.1873364,10,MAP,Normal,Sequential LSTM
45,1.8388885,2.1720438,1.5430678,1.2077632,0.92293644,10,MAP,Normal,Sequential LSTM
46,0.044782758,2.0758898,1.3480979,0.9601147,1.0679355,10,MAP,Normal,Sequential LSTM
47,0.13716999,1.8854823,1.3336998,1.0395466,0.80966574,10,MAP,Normal,Sequential LSTM
48,-0.07060441,2.3340478,1.6109122,1.2254113,1.0611031,10,MAP,Normal,Sequential LSTM
49,0.43183115,2.1185427,1.515965,1.194733,0.88420063,10,MAP,Normal,Sequential LSTM
50,0.34105548,2.3054893,1.6474053,1.2965832,0.96564853,10,MAP,Normal,Sequential LSTM
51,0.3817894,1.8689836,1.3161689,1.0214655,0.81118023,10,MAP,Normal,Sequential LSTM
52,-0.31496537,2.0512204,1.4468066,1.1245958,0.88689506,10,MAP,Normal,Sequential LSTM
53,0.42702594,1.8701339,1.3490592,1.0712762,0.7646061,10,MAP,Normal,Sequential LSTM
54,-1.1274385,1.7690777,1.2241619,0.9336693,0.79958963,10,MAP,Normal,Sequential LSTM
55,1.5127068,3.334386,2.4513133,1.9805503,1.2957894,10,MAP,Normal,Sequential LSTM
56,-0.6984166,2.0479836,1.3553203,0.98606414,1.016389,10,MAP,Normal,Sequential LSTM
57,0.45547867,2.6834164,1.9124308,1.5014212,1.1313163,10,MAP,Normal,Sequential LSTM
58,0.10537776,2.0199149,1.4301927,1.1158141,0.8653368,10,MAP,Normal,Sequential LSTM
59,-0.47582734,2.1831644,1.6054405,1.2974579,0.84773123,10,MAP,Normal,Sequential LSTM
60,-0.19274577,1.9358628,1.2011656,0.8095011,1.0780683,10,MAP,Normal,Sequential LSTM
61,-0.1942896,1.9869837,1.3946326,1.0788524,0.8691945,10,MAP,Normal,Sequential LSTM
62,-0.005733193,2.0095441,1.4106562,1.0913912,0.87878656,10,MAP,Normal,Sequential LSTM
63,-0.2098179,2.019132,1.3627111,1.0127755,0.96320826,10,MAP,Normal,Sequential LSTM
64,1.5451858,2.7076232,1.6330066,1.0601324,1.5768536,10,MAP,Normal,Sequential LSTM
65,-0.037924096,1.9434409,1.2277043,0.84614766,1.0502461,10,MAP,Normal,Sequential LSTM
66,0.88678926,1.9636612,1.3617834,1.0409245,0.88317364,10,MAP,Normal,Sequential LSTM
67,0.5159209,1.6229666,1.0928143,0.8101922,0.77792615,10,MAP,Normal,Sequential LSTM
68,-0.37079608,1.7664562,1.2316629,0.94656646,0.7847365,10,MAP,Normal,Sequential LSTM
69,0.23887023,1.8377649,1.2711899,0.9691509,0.83137155,10,MAP,Normal,Sequential LSTM
70,0.09238123,1.6053921,0.9908817,0.6632884,0.9017104,10,MAP,Normal,Sequential LSTM
71,-0.12586272,1.9297029,1.3109099,0.9810337,0.90799433,10,MAP,Normal,Sequential LSTM
72,-0.8613874,1.8760767,1.3423821,1.0578713,0.7831242,10,MAP,Normal,Sequential LSTM
73,-0.021335263,2.0696669,1.456752,1.1300094,0.89936894,10,MAP,Normal,Sequential LSTM
74,-0.5050191,2.090972,1.445541,1.1014642,0.94708204,10,MAP,Normal,Sequential LSTM
75,-0.347498,2.1168213,1.529081,1.2157589,0.8624287,10,MAP,Normal,Sequential LSTM
76,-1.2688208,2.435527,1.7510768,1.3861989,1.0043374,10,MAP,Normal,Sequential LSTM
77,-0.42525974,1.9263077,1.3441033,1.0337324,0.8543055,10,MAP,Normal,Sequential LSTM
78,-1.7001314,2.900354,2.1508622,1.7513112,1.0997767,10,MAP,Normal,Sequential LSTM
79,0.3130364,1.6957816,1.0731431,0.7412169,0.9136371,10,MAP,Normal,Sequential LSTM
80,-0.752591,1.6213725,1.1161352,0.8467952,0.74136674,10,MAP,Normal,Sequential LSTM
81,1.6956698,2.1521585,1.3665082,0.947681,1.1528347,10,MAP,Normal,Sequential LSTM
82,1.0852553,1.8396742,1.243946,0.9263655,0.87415004,10,MAP,Normal,Sequential LSTM
83,-0.84570503,1.9430183,1.3723948,1.0681975,0.8373123,10,MAP,Normal,Sequential LSTM
84,0.73192525,2.3052082,1.6481304,1.2978448,0.964172,10,MAP,Normal,Sequential LSTM
85,1.2288183,1.7494192,1.2252845,0.94587016,0.76909643,10,MAP,Normal,Sequential LSTM
86,-0.2430173,2.0934284,1.4622332,1.1257453,0.9261931,10,MAP,Normal,Sequential LSTM
87,-0.08946432,1.8990182,1.3226079,1.0153257,0.8458037,10,MAP,Normal,Sequential LSTM
88,-0.68800616,1.9051259,1.2798637,0.94653875,0.9174871,10,MAP,Normal,Sequential LSTM
89,0.3960853,3.468171,2.5672417,2.0869596,1.3219908,10,MAP,Normal,Sequential LSTM
90,-1.0450293,1.9283794,1.3251209,1.0035261,0.8851996,10,MAP,Normal,Sequential LSTM
91,-2.082042,2.5271235,1.7868764,1.3922534,1.0862118,10,MAP,Normal,Sequential LSTM
92,0.93148166,2.363506,1.736574,1.4023589,0.9199373,10,MAP,Normal,Sequential LSTM
93,-0.094590515,2.4229183,1.7922345,1.4560193,0.9254426,10,MAP,Normal,Sequential LSTM
94,-0.2447491,1.7965864,1.1852262,0.85931236,0.8970879,10,MAP,Normal,Sequential LSTM
95,-1.2779741,2.5817513,1.8865421,1.5159286,1.0201249,10,MAP,Normal,Sequential LSTM
96,0.8572346,3.273987,2.3313367,1.8288133,1.383211,10,MAP,Normal,Sequential LSTM
97,-2.2237647,3.7347646,2.7809045,2.2724054,1.3996595,10,MAP,Normal,Sequential LSTM
98,0.74778676,0.982199,0.46528763,0.1897241,0.75849706,10,MAP,Normal,Sequential LSTM
99,2.1256812,2.1617885,1.4049416,1.0014693,1.1105697,10,MAP,Normal,Sequential LSTM
100,-0.03514342,1.62027,0.9327625,0.5662548,1.0088236,10,MAP,Normal,Sequential LSTM
101,-0.1456807,2.5578234,1.8227568,1.4308956,1.0786102,10,MAP,Normal,Sequential LSTM
102,-0.21519218,3.5187864,2.5818446,2.0823646,1.3748343,10,MAP,Normal,Sequential LSTM
103,0.81398964,2.1535242,1.5024961,1.1554356,0.95529485,10,MAP,Normal,Sequential LSTM
104,-0.92018914,2.017166,1.3561274,1.00373,0.9699842,10,MAP,Normal,Sequential LSTM
105,-0.13891914,2.34651,1.6935803,1.3455058,0.9580853,10,MAP,Normal,Sequential LSTM
106,-0.5752809,2.0534277,1.495382,1.1978898,0.81885606,10,MAP,Normal,Sequential LSTM
107,-0.2192037,1.7218286,1.220207,0.9527944,0.7360614,10,MAP,Normal,Sequential LSTM
108,-0.3359563,2.1440942,1.4497552,1.0796057,1.018848,10,MAP,Normal,Sequential LSTM
