Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,0.7577237,-1.9364774,-1.3581421,-1.0498338,0.84862816,10,MAP,Normal,Sequential LSTM
2,-1.1447971,-2.0296714,-1.3992008,-1.0630993,0.9251297,10,MAP,Normal,Sequential LSTM
3,-0.1316281,-2.1325977,-1.4984628,-1.1604078,0.93050647,10,MAP,Normal,Sequential LSTM
4,-0.52834606,-2.1477585,-1.5307064,-1.2017583,0.90543985,10,MAP,Normal,Sequential LSTM
5,2.2921283,-2.1329353,-1.5000522,-1.1626647,0.9286697,10,MAP,Normal,Sequential LSTM
6,-0.003168553,-2.1509292,-1.5325379,-1.2028759,0.90740496,10,MAP,Normal,Sequential LSTM
7,-0.2373706,-2.0720377,-1.4262861,-1.0820384,0.9475525,10,MAP,Normal,Sequential LSTM
8,-0.27329716,-1.7500415,-1.1892525,-0.89029795,0.82288146,10,MAP,Normal,Sequential LSTM
9,-1.0143453,-2.3805072,-1.6816134,-1.3090358,1.0255314,10,MAP,Normal,Sequential LSTM
10,0.28538197,-1.945932,-1.3000423,-0.9557209,0.9477552,10,MAP,Normal,Sequential LSTM
11,-0.23800711,-1.9757669,-1.3632449,-1.0367117,0.8987925,10,MAP,Normal,Sequential LSTM
12,-1.1592225,-2.6589587,-2.0179336,-1.6762053,0.94061726,10,MAP,Normal,Sequential LSTM
13,1.645521,-3.0186493,-2.062873,-1.5533521,1.4024718,10,MAP,Normal,Sequential LSTM
14,-0.023826055,-2.5443754,-1.6266463,-1.1374084,1.3466425,10,MAP,Normal,Sequential LSTM
15,0.23572458,-2.6810882,-2.0641577,-1.7352743,0.90526146,10,MAP,Normal,Sequential LSTM
16,-0.20520145,-2.7340019,-2.1524737,-1.8424633,0.85331327,10,MAP,Normal,Sequential LSTM
17,-1.1593175,-1.675935,-1.1436408,-0.85987663,0.7810694,10,MAP,Normal,Sequential LSTM
18,-0.97956157,-2.3762348,-1.5922532,-1.1743155,1.1503863,10,MAP,Normal,Sequential LSTM
19,0.46761605,-2.567694,-1.9663116,-1.6457168,0.8824469,10,MAP,Normal,Sequential LSTM
20,-0.14779466,-1.9511184,-1.4077783,-1.1181256,0.7972776,10,MAP,Normal,Sequential LSTM
21,0.5254053,-2.8309147,-2.0749862,-1.6720035,1.109222,10,MAP,Normal,Sequential LSTM
22,0.42288557,-1.7706102,-1.2712799,-1.0050888,0.73269916,10,MAP,Normal,Sequential LSTM
23,1.1592783,-2.1989465,-1.6812856,-1.4053224,0.759597,10,MAP,Normal,Sequential LSTM
24,0.89627475,-1.8934451,-1.3478824,-1.057045,0.80053896,10,MAP,Normal,Sequential LSTM
25,0.3429036,-2.276506,-1.6916667,-1.3798909,0.8581721,10,MAP,Normal,Sequential LSTM
26,-1.1372294,-1.8335025,-1.2387058,-0.92162174,0.8727833,10,MAP,Normal,Sequential LSTM
27,0.99020475,-2.3052015,-1.5837256,-1.1991094,1.0586678,10,MAP,Normal,Sequential LSTM
28,0.7802997,-1.6526166,-1.1662077,-0.90690476,0.713739,10,MAP,Normal,Sequential LSTM
