Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Estimation_Method,Distribution,Model
1,-0.4913037,1.9532579,1.306415,1.0480555,0.47918496,15,5.0,MAP,t-Distribution,Sequential LSTM
2,0.2981564,2.5087526,1.4769717,1.064862,0.76434916,15,5.0,MAP,t-Distribution,Sequential LSTM
3,0.31839934,1.6194814,0.9943615,0.7446786,0.4630924,15,5.0,MAP,t-Distribution,Sequential LSTM
4,0.07087738,1.3751509,0.8485688,0.63824344,0.39009506,15,5.0,MAP,t-Distribution,Sequential LSTM
5,0.08065621,1.530926,0.9458576,0.7121719,0.43342203,15,5.0,MAP,t-Distribution,Sequential LSTM
6,0.49860144,1.6349996,1.0680484,0.841599,0.4200007,15,5.0,MAP,t-Distribution,Sequential LSTM
7,0.71805555,1.4066777,0.8157163,0.5796769,0.4377875,15,5.0,MAP,t-Distribution,Sequential LSTM
8,-0.2729994,1.6611981,1.0364046,0.78685206,0.46285057,15,5.0,MAP,t-Distribution,Sequential LSTM
9,0.7142729,1.5846843,0.9145966,0.64695287,0.49640474,15,5.0,MAP,t-Distribution,Sequential LSTM
10,-0.14429441,1.6820462,1.0846677,0.8460652,0.44254133,15,5.0,MAP,t-Distribution,Sequential LSTM
11,0.42513818,1.78643,1.1222339,0.8569433,0.49204028,15,5.0,MAP,t-Distribution,Sequential LSTM
12,-0.021486968,1.7540029,1.0624114,0.78617877,0.5123349,15,5.0,MAP,t-Distribution,Sequential LSTM
13,-1.1944427,2.08322,1.3754032,1.0926899,0.5243547,15,5.0,MAP,t-Distribution,Sequential LSTM
14,0.07351856,1.776865,1.1215744,0.8598409,0.48544294,15,5.0,MAP,t-Distribution,Sequential LSTM
15,0.5714479,1.3700603,0.7327527,0.47820184,0.4721211,15,5.0,MAP,t-Distribution,Sequential LSTM
16,-0.8773212,1.4665167,0.7681299,0.48918298,0.517369,15,5.0,MAP,t-Distribution,Sequential LSTM
17,-0.8920083,1.957055,1.2345017,0.9459024,0.5352715,15,5.0,MAP,t-Distribution,Sequential LSTM
18,-0.569962,2.1460733,1.4566356,1.1812631,0.5107394,15,5.0,MAP,t-Distribution,Sequential LSTM
19,0.48409426,0.9511055,0.4309838,0.2232389,0.3853091,15,5.0,MAP,t-Distribution,Sequential LSTM
20,0.6616347,1.3826553,0.7608902,0.5125473,0.46060705,15,5.0,MAP,t-Distribution,Sequential LSTM
21,-0.37945774,1.4481295,0.8068996,0.5507821,0.4750268,15,5.0,MAP,t-Distribution,Sequential LSTM
22,0.32070288,1.2304462,0.73748374,0.54058665,0.3651894,15,5.0,MAP,t-Distribution,Sequential LSTM
23,0.20993617,1.3970236,0.766064,0.51404864,0.46741843,15,5.0,MAP,t-Distribution,Sequential LSTM
24,0.13216223,1.2608645,0.76718956,0.5700079,0.36571723,15,5.0,MAP,t-Distribution,Sequential LSTM
25,0.386761,1.0188528,0.5391669,0.34757268,0.35535404,15,5.0,MAP,t-Distribution,Sequential LSTM
26,-0.29412374,1.3173952,0.81618625,0.61599535,0.37129846,15,5.0,MAP,t-Distribution,Sequential LSTM
27,0.27005348,1.557623,0.9072554,0.6474882,0.48179606,15,5.0,MAP,t-Distribution,Sequential LSTM
28,0.6026108,1.7575413,1.096789,0.8328739,0.4894891,15,5.0,MAP,t-Distribution,Sequential LSTM
29,0.14345692,1.1440972,0.63118577,0.42632073,0.37996772,15,5.0,MAP,t-Distribution,Sequential LSTM
30,0.12030989,1.2914189,0.74170256,0.52213705,0.407233,15,5.0,MAP,t-Distribution,Sequential LSTM
31,-0.3005906,1.1229656,0.60519236,0.3983855,0.38356933,15,5.0,MAP,t-Distribution,Sequential LSTM
32,0.5694207,1.1904378,0.6961949,0.49878642,0.36613792,15,5.0,MAP,t-Distribution,Sequential LSTM
33,0.47511664,1.3569541,0.83911777,0.63228565,0.38361612,15,5.0,MAP,t-Distribution,Sequential LSTM
34,-0.19425257,1.8711267,1.1507385,0.86300397,0.5336676,15,5.0,MAP,t-Distribution,Sequential LSTM
35,0.26153684,1.6233003,1.0400823,0.80713576,0.4320512,15,5.0,MAP,t-Distribution,Sequential LSTM
36,-0.035286203,1.6228087,0.9069084,0.6209664,0.530343,15,5.0,MAP,t-Distribution,Sequential LSTM
37,-0.3526394,1.4571127,0.84111065,0.5950696,0.45633784,15,5.0,MAP,t-Distribution,Sequential LSTM
38,0.27110052,1.5760229,0.9665804,0.7231593,0.45147848,15,5.0,MAP,t-Distribution,Sequential LSTM
