Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Model
1,-0.21349737,2.1202438,1.6297274,1.3682625,0.72028863,10,Sequential RNN
2,0.31279668,2.5200655,1.9209567,1.6016089,0.87974757,10,Sequential RNN
3,-0.1633965,2.328113,1.7270274,1.4066253,0.88265073,10,Sequential RNN
4,0.4141557,2.0818796,1.492845,1.1788659,0.8649554,10,Sequential RNN
5,0.62930834,2.1331527,1.5562043,1.2486683,0.8472073,10,Sequential RNN
6,0.42113715,2.3334825,1.6918705,1.349866,0.94216186,10,Sequential RNN
7,-0.4665068,2.2507029,1.6759574,1.3695945,0.84397376,10,Sequential RNN
8,-0.19639869,2.2023702,1.6211205,1.3112913,0.8535235,10,Sequential RNN
9,-0.7508018,2.0262175,1.5252463,1.2582084,0.7356411,10,Sequential RNN
10,-1.6459587,1.7617705,1.1680865,0.85163003,0.8717821,10,Sequential RNN
11,-0.13579285,2.0259032,1.4375995,1.1240104,0.86388206,10,Sequential RNN
12,-0.4779008,2.1924808,1.6017201,1.286821,0.86749077,10,Sequential RNN
13,-0.8180672,1.8861862,1.4372708,1.1979802,0.6592007,10,Sequential RNN
14,-0.11581197,1.2191336,0.85258776,0.65720415,0.5382464,10,Sequential RNN
15,0.6012739,0.91307676,0.4523326,0.20673756,0.6765703,10,Sequential RNN
16,-0.2825664,1.1176833,0.78731763,0.61121994,0.48511782,10,Sequential RNN
17,-0.6091536,2.047128,1.5552782,1.2931037,0.7222457,10,Sequential RNN
18,0.07146986,2.1767945,1.76294,1.5423397,0.6077154,10,Sequential RNN
19,-0.17296827,1.3284345,0.7948559,0.51043725,0.78352255,10,Sequential RNN
20,0.5935344,1.4408066,1.0777278,0.8841926,0.5331551,10,Sequential RNN
21,-0.03567792,1.6360672,1.1531471,0.89573157,0.70913446,10,Sequential RNN
22,1.6402481,2.019145,1.4986628,1.221225,0.7642918,10,Sequential RNN
23,0.80654407,2.9676516,2.2548916,1.8749611,1.046639,10,Sequential RNN
24,0.77274674,2.4014847,1.8001738,1.4796506,0.8829831,10,Sequential RNN
25,-0.7493702,1.5536553,1.0572076,0.7925814,0.728998,10,Sequential RNN
26,0.1450848,1.6569765,1.1846472,0.9328772,0.69358146,10,Sequential RNN
27,-0.02591783,1.7844921,1.2411805,0.9515744,0.7978135,10,Sequential RNN
28,0.8722586,1.8531772,1.3157915,1.0293431,0.78911376,10,Sequential RNN
29,-0.548223,1.4432694,1.0344552,0.81654084,0.6003145,10,Sequential RNN
30,0.14044395,1.701646,1.1976061,0.9289331,0.7401463,10,Sequential RNN
31,0.6645897,1.6510004,1.201505,0.9619062,0.6600516,10,Sequential RNN
32,2.053183,0.6687306,0.26544288,0.050474554,0.5921992,10,Sequential RNN
33,0.8463932,1.5019269,1.0525634,0.81303495,0.6598581,10,Sequential RNN
34,-0.37902817,1.9190332,1.3459281,1.0404401,0.84156466,10,Sequential RNN
35,0.2510909,2.2242243,1.657911,1.356043,0.8315912,10,Sequential RNN
36,0.41956067,1.5706149,0.9471515,0.6148214,0.915511,10,Sequential RNN
37,1.0934615,1.9165677,1.345049,1.0404066,0.8392353,10,Sequential RNN
38,0.6185043,1.9719262,1.5267653,1.2894769,0.65368766,10,Sequential RNN
39,-0.13768978,2.0493271,1.3921437,1.0418386,0.96502733,10,Sequential RNN
40,0.5167609,2.5801656,1.9980531,1.6877637,0.8547911,10,Sequential RNN
41,-0.41851237,2.1040483,1.5106807,1.1943928,0.87131745,10,Sequential RNN
42,-0.35010895,2.3926148,1.8552232,1.5687723,0.78912157,10,Sequential RNN
43,0.5668305,2.8106887,2.0969367,1.7164788,1.0480942,10,Sequential RNN
44,-0.10500102,2.1827319,1.5249298,1.1742948,0.9659362,10,Sequential RNN
45,1.3901153,2.4666035,1.7845476,1.4209857,1.0015494,10,Sequential RNN
46,0.69192195,2.1338847,1.5219247,1.1957263,0.8986187,10,Sequential RNN
47,1.1421591,2.0562503,1.4965651,1.1982311,0.82185763,10,Sequential RNN
48,0.20460461,1.9737703,1.4780371,1.2137923,0.7279484,10,Sequential RNN
49,0.29459277,1.5502204,0.977199,0.67175627,0.84144056,10,Sequential RNN
50,0.34393382,1.9673374,1.4062117,1.1071092,0.82397354,10,Sequential RNN
51,1.3199263,1.2578417,0.73897856,0.46240416,0.76191336,10,Sequential RNN
52,-0.13046001,2.561893,1.8936387,1.5374329,0.98128337,10,Sequential RNN
53,0.35685876,2.3937855,1.8354841,1.5378877,0.81982553,10,Sequential RNN
54,-0.2460479,2.3049164,1.6675011,1.3277335,0.935999,10,Sequential RNN
55,0.56475115,1.738679,1.1645888,0.8585763,0.8430102,10,Sequential RNN
56,0.066814624,1.5402427,1.0769186,0.8299489,0.6803578,10,Sequential RNN
57,0.55741334,1.7002645,1.0999964,0.78003,0.8814509,10,Sequential RNN
58,0.25649986,2.4670043,1.7951778,1.4370685,0.98652893,10,Sequential RNN
59,0.7440769,1.9962999,1.5390515,1.2953197,0.6714368,10,Sequential RNN
60,-0.51337415,1.9155579,1.1986917,0.8165738,1.0526667,10,Sequential RNN
61,0.075570405,2.5393958,1.8818914,1.5314156,0.9654994,10,Sequential RNN
62,-0.051494136,2.1477098,1.5028017,1.1590399,0.9470019,10,Sequential RNN
63,0.2826488,1.859367,1.3531462,1.0833105,0.7433493,10,Sequential RNN
64,1.1485238,0.77268964,0.38766497,0.18243131,0.5653814,10,Sequential RNN
65,1.2213378,2.7609754,2.1254861,1.7867448,0.93317086,10,Sequential RNN
66,0.55581725,1.5874412,1.1230474,0.87550735,0.6819291,10,Sequential RNN
67,0.31609452,1.1979053,0.66227293,0.37675965,0.7865379,10,Sequential RNN
68,0.27846724,1.5163131,0.9880484,0.70646256,0.7757187,10,Sequential RNN
69,0.51635873,1.738314,1.2141232,0.93470854,0.76973677,10,Sequential RNN
70,0.3838421,1.5877022,1.0658367,0.78766215,0.7663218,10,Sequential RNN
71,-0.06833652,1.5071977,0.99509996,0.72213143,0.75197905,10,Sequential RNN
72,-0.24856704,2.1227438,1.57695,1.2860202,0.8014589,10,Sequential RNN
73,0.3148779,1.4960599,0.92938316,0.6273217,0.83212477,10,Sequential RNN
74,-0.6250007,2.5410395,1.8998631,1.5580913,0.94152147,10,Sequential RNN
75,-0.025697961,1.9710754,1.3811395,1.0666797,0.86627966,10,Sequential RNN
76,-0.45895585,2.191121,1.5861216,1.2636327,0.8883993,10,Sequential RNN
77,-0.4945091,1.2041982,0.702474,0.4350353,0.7367458,10,Sequential RNN
78,0.6435812,2.0657485,1.4828387,1.1721243,0.85596174,10,Sequential RNN
