Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Estimation_Method,Distribution,Model
1,0.5925914,1.7994877,1.1342765,0.86858046,0.49279228,10,5.0,MAP,t-Distribution,Sequential RNN
2,-0.4958099,1.8523746,1.192249,0.92858416,0.48902482,10,5.0,MAP,t-Distribution,Sequential RNN
3,-0.17775519,1.5959156,0.96985924,0.7198024,0.46378607,10,5.0,MAP,t-Distribution,Sequential RNN
4,-0.26393312,1.5813315,0.9803373,0.74029064,0.44521987,10,5.0,MAP,t-Distribution,Sequential RNN
5,2.0047965,1.5080843,0.828015,0.5563845,0.50379914,10,5.0,MAP,t-Distribution,Sequential RNN
6,-0.6840824,1.730484,1.0428594,0.76821125,0.50939614,10,5.0,MAP,t-Distribution,Sequential RNN
7,0.0026519252,1.8889666,1.2500933,0.9949172,0.47328088,10,5.0,MAP,t-Distribution,Sequential RNN
8,-0.9209304,1.9466859,1.1921622,0.89079326,0.5589555,10,5.0,MAP,t-Distribution,Sequential RNN
9,-0.8727189,2.169703,1.4869912,1.2143052,0.5057568,10,5.0,MAP,t-Distribution,Sequential RNN
10,-0.24397737,1.7727627,1.1554081,0.9088269,0.4573397,10,5.0,MAP,t-Distribution,Sequential RNN
11,-0.2870594,1.6803274,1.0016437,0.73056656,0.5027728,10,5.0,MAP,t-Distribution,Sequential RNN
12,-0.41545433,1.4959357,0.8234221,0.5548094,0.49820188,10,5.0,MAP,t-Distribution,Sequential RNN
13,-0.70522237,2.2710178,1.3811027,1.0256562,0.65925425,10,5.0,MAP,t-Distribution,Sequential RNN
14,0.72074074,2.4615736,1.5065918,1.1251568,0.70745593,10,5.0,MAP,t-Distribution,Sequential RNN
15,0.9219775,1.500581,0.8414956,0.5782463,0.48825422,10,5.0,MAP,t-Distribution,Sequential RNN
16,-0.07713683,1.3733025,0.72848946,0.4709408,0.47768116,10,5.0,MAP,t-Distribution,Sequential RNN
17,-0.711945,1.7779483,1.006972,0.69903165,0.5711436,10,5.0,MAP,t-Distribution,Sequential RNN
18,-0.13340478,2.6049147,1.5937321,1.1898497,0.7490898,10,5.0,MAP,t-Distribution,Sequential RNN
19,-0.17248501,1.5689948,0.93963057,0.68825245,0.46623656,10,5.0,MAP,t-Distribution,Sequential RNN
20,-0.40537518,1.9813162,1.2639596,0.97743595,0.53142184,10,5.0,MAP,t-Distribution,Sequential RNN
21,0.6260006,1.6764537,0.984134,0.7076104,0.51287436,10,5.0,MAP,t-Distribution,Sequential RNN
22,1.5351925,1.6914216,1.0088542,0.7362258,0.50564986,10,5.0,MAP,t-Distribution,Sequential RNN
23,0.688509,1.2759469,0.77117664,0.5695633,0.37393665,10,5.0,MAP,t-Distribution,Sequential RNN
24,1.4596509,1.8263669,1.1415894,0.86807835,0.5072871,10,5.0,MAP,t-Distribution,Sequential RNN
25,0.12275701,1.3756789,0.7937463,0.56131315,0.43109897,10,5.0,MAP,t-Distribution,Sequential RNN
26,-0.9487125,1.9774002,1.2664236,0.9824482,0.5266955,10,5.0,MAP,t-Distribution,Sequential RNN
27,0.5223621,2.036765,1.3139062,1.0251848,0.53549796,10,5.0,MAP,t-Distribution,Sequential RNN
28,0.8125056,1.6429803,0.9982352,0.7407137,0.47763085,10,5.0,MAP,t-Distribution,Sequential RNN
29,-0.99174476,1.6359808,1.0126407,0.7636686,0.46177396,10,5.0,MAP,t-Distribution,Sequential RNN
30,0.14475866,1.7426002,1.0820917,0.81827396,0.48930845,10,5.0,MAP,t-Distribution,Sequential RNN
31,-0.11729124,1.6463714,1.0478778,0.80882996,0.44336742,10,5.0,MAP,t-Distribution,Sequential RNN
32,2.4399574,1.1830343,0.60927314,0.38010377,0.42504552,10,5.0,MAP,t-Distribution,Sequential RNN
33,0.84832287,1.5402007,0.9134409,0.663103,0.46430722,10,5.0,MAP,t-Distribution,Sequential RNN
34,0.61480576,1.6793308,0.8869062,0.57039917,0.5870326,10,5.0,MAP,t-Distribution,Sequential RNN
35,-1.2677444,1.7538862,1.0306182,0.7417334,0.5358011,10,5.0,MAP,t-Distribution,Sequential RNN
36,-0.93355626,2.0713654,1.2996575,0.991425,0.5716857,10,5.0,MAP,t-Distribution,Sequential RNN
37,-0.6792918,1.7093316,1.0421089,0.7756095,0.4942824,10,5.0,MAP,t-Distribution,Sequential RNN
38,0.16378587,1.9054543,1.2539105,0.9936735,0.48266736,10,5.0,MAP,t-Distribution,Sequential RNN
39,0.071970195,1.626452,0.9921329,0.73877573,0.46990716,10,5.0,MAP,t-Distribution,Sequential RNN
40,0.84380174,1.4845182,0.9421232,0.725482,0.40180925,10,5.0,MAP,t-Distribution,Sequential RNN
41,-1.1184292,1.3517724,0.838412,0.6333676,0.38030034,10,5.0,MAP,t-Distribution,Sequential RNN
42,0.72044194,2.2045684,1.3792387,1.0495889,0.6114088,10,5.0,MAP,t-Distribution,Sequential RNN
43,-0.2791021,1.4485034,0.8629241,0.62903434,0.43380052,10,5.0,MAP,t-Distribution,Sequential RNN
44,-0.19103336,1.8276649,1.1626489,0.8970309,0.49264762,10,5.0,MAP,t-Distribution,Sequential RNN
45,1.3465048,1.7085356,1.050248,0.7873175,0.48766315,10,5.0,MAP,t-Distribution,Sequential RNN
46,0.12099851,1.167171,0.58828264,0.35706535,0.4288438,10,5.0,MAP,t-Distribution,Sequential RNN
47,0.8242848,1.5004395,0.94291353,0.72022873,0.4130184,10,5.0,MAP,t-Distribution,Sequential RNN
48,-0.09921575,1.8848313,1.1921711,0.91551155,0.5131266,10,5.0,MAP,t-Distribution,Sequential RNN
49,0.5306871,2.0453982,1.2875549,0.9848602,0.56141466,10,5.0,MAP,t-Distribution,Sequential RNN
50,0.40606564,2.0482912,1.3082987,1.0127338,0.54819065,10,5.0,MAP,t-Distribution,Sequential RNN
51,0.82419866,1.4716055,0.88088745,0.64494514,0.43760735,10,5.0,MAP,t-Distribution,Sequential RNN
52,-0.08377951,1.4076663,0.7537438,0.4925567,0.48442954,10,5.0,MAP,t-Distribution,Sequential RNN
53,0.4549464,1.556283,0.941088,0.6953693,0.45573995,10,5.0,MAP,t-Distribution,Sequential RNN
54,-0.954606,1.4826448,0.920627,0.69614816,0.41634595,10,5.0,MAP,t-Distribution,Sequential RNN
55,1.0952674,2.2221656,1.4173533,1.0958984,0.5962096,10,5.0,MAP,t-Distribution,Sequential RNN
56,-0.18450038,2.1457684,1.3080875,0.97350436,0.6205588,10,5.0,MAP,t-Distribution,Sequential RNN
