Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Model
1,0.19800827,0.6231434,0.39379102,0.27153707,0.33678758,30,Sequential RNN
2,0.08532918,0.3745166,0.231317,0.15498595,0.21027842,30,Sequential RNN
3,0.066613495,0.039360356,-0.1499868,-0.2509164,0.27804282,30,Sequential RNN
4,0.03812707,0.631636,0.43411326,0.32882586,0.29004815,30,Sequential RNN
5,0.11516552,0.3589927,0.15212756,0.04186021,0.3037667,30,Sequential RNN
6,-0.08590514,0.6668494,0.45236647,0.3380387,0.31495267,30,Sequential RNN
7,0.06689028,0.6836574,0.46082696,0.34204936,0.32721078,30,Sequential RNN
8,-0.029541763,0.7933015,0.49741027,0.3396887,0.43449494,30,Sequential RNN
9,-0.10753209,0.92453367,0.7323633,0.6299295,0.28218782,30,Sequential RNN
10,-0.225796,0.511921,0.33175698,0.23572224,0.26455835,30,Sequential RNN
11,0.16986963,0.7925815,0.5443671,0.4120591,0.36448494,30,Sequential RNN
12,-0.5631943,0.80329216,0.61538374,0.5152214,0.27592996,30,Sequential RNN
13,-0.3267615,1.2858058,1.001835,0.85046744,0.41699028,30,Sequential RNN
14,0.3928919,0.93123704,0.72053564,0.60822356,0.3094,30,Sequential RNN
15,0.5337408,0.60685056,0.36153162,0.23076695,0.36023346,30,Sequential RNN
16,-0.65521276,0.77676356,0.53016216,0.3987139,0.36211658,30,Sequential RNN
17,-1.0392733,0.5365302,0.32581624,0.21349725,0.3094185,30,Sequential RNN
18,0.15959436,1.2700261,0.9963956,0.85053945,0.40180674,30,Sequential RNN
19,0.06311709,0.7296004,0.4521968,0.30432963,0.4073474,30,Sequential RNN
20,0.59120154,0.78441674,0.51886106,0.37730944,0.38994962,30,Sequential RNN
21,0.28880325,0.7333135,0.49062407,0.36126095,0.35637203,30,Sequential RNN
22,0.52047896,0.48492658,0.3160035,0.22596078,0.2480515,30,Sequential RNN
