Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Model
1,-0.2595299,2.9499922,1.821409,1.3706349,0.8360606,2,5.0,Sequential LSTM
2,0.40495303,2.532642,1.4705766,1.046371,0.786784,2,5.0,Sequential LSTM
3,-0.55005693,2.3023543,1.2920928,0.88857824,0.74840784,2,5.0,Sequential LSTM
4,0.16861986,2.470444,1.4092766,0.98543,0.7861183,2,5.0,Sequential LSTM
5,-0.10890866,3.089686,1.9059417,1.4331349,0.8769243,2,5.0,Sequential LSTM
6,0.27894074,2.6983657,1.6013454,1.1631778,0.8126791,2,5.0,Sequential LSTM
7,0.58754206,2.4254603,1.3997563,0.9900739,0.75984746,2,5.0,Sequential LSTM
8,-1.4438764,2.8562598,1.7438089,1.2994782,0.82410973,2,5.0,Sequential LSTM
9,-0.7530213,2.2583563,1.1941867,0.7691395,0.7883435,2,5.0,Sequential LSTM
10,0.94625545,2.232297,1.0942626,0.6397127,0.84306276,2,5.0,Sequential LSTM
11,-0.93091613,2.553193,1.5245777,1.1137334,0.7620037,2,5.0,Sequential LSTM
12,0.1284636,2.7770855,1.6296824,1.1713916,0.85000265,2,5.0,Sequential LSTM
13,-1.2384392,2.9492044,1.7994443,1.3402114,0.85174924,2,5.0,Sequential LSTM
14,-2.4383612,4.1543937,2.641631,2.0374084,1.1206641,2,5.0,Sequential LSTM
15,0.40990353,2.3164723,1.0303477,0.51664877,0.9527685,2,5.0,Sequential LSTM
16,0.8263975,2.4124663,1.212032,0.7325594,0.88928854,2,5.0,Sequential LSTM
17,0.43336093,3.8861985,2.5309393,1.9896275,1.0039835,2,5.0,Sequential LSTM
18,-1.2333324,3.0178874,1.8708705,1.4127339,0.8497169,2,5.0,Sequential LSTM
19,0.44673923,2.1703372,1.1100043,0.68649024,0.7855004,2,5.0,Sequential LSTM
20,1.5207831,2.273637,1.2613386,0.85700965,0.74991715,2,5.0,Sequential LSTM
21,0.15627906,2.5781634,1.3671438,0.8834424,0.89713037,2,5.0,Sequential LSTM
22,0.28833738,2.393336,1.3648928,0.9541161,0.76187646,2,5.0,Sequential LSTM
23,1.14939,2.5546613,1.5006251,1.0796266,0.78083587,2,5.0,Sequential LSTM
24,0.33867627,2.4033976,1.3877497,0.98208314,0.75239813,2,5.0,Sequential LSTM
25,-0.028740846,2.2908778,1.2747986,0.8689606,0.75271726,2,5.0,Sequential LSTM
26,0.05864896,2.4468992,1.4077011,0.9926286,0.7698439,2,5.0,Sequential LSTM
27,-0.14477825,2.2653327,1.1904532,0.7611288,0.7962774,2,5.0,Sequential LSTM
28,-0.25536454,2.467663,1.1874325,0.67608815,0.9484021,2,5.0,Sequential LSTM
29,-0.06582931,2.2034068,1.1872239,0.78134423,0.7527939,2,5.0,Sequential LSTM
30,0.9374866,2.2269554,1.1723988,0.75119185,0.78122157,2,5.0,Sequential LSTM
31,-0.19654949,2.4315672,1.4199955,1.0159572,0.74937826,2,5.0,Sequential LSTM
32,0.660575,2.3688664,1.1632476,0.6817043,0.89312935,2,5.0,Sequential LSTM
33,-0.9141487,3.0744088,1.9126302,1.4485966,0.8606527,2,5.0,Sequential LSTM
34,-0.11324115,2.2997696,1.2536374,0.83579475,0.77498114,2,5.0,Sequential LSTM
35,0.055672333,3.0383444,1.857133,1.3853382,0.8750482,2,5.0,Sequential LSTM
36,-0.078375995,2.4220736,1.1958964,0.70614135,0.9083593,2,5.0,Sequential LSTM
37,0.20705777,2.3256896,1.3067656,0.8997911,0.7548247,2,5.0,Sequential LSTM
38,-0.2682218,2.5069878,1.4632692,1.0463909,0.77319276,2,5.0,Sequential LSTM
39,1.0498959,3.4665844,2.1706147,1.6529839,0.96006155,2,5.0,Sequential LSTM
40,0.12684052,2.4602785,1.4421307,1.0354668,0.7542495,2,5.0,Sequential LSTM
41,0.83790815,4.342417,2.8427722,2.2437897,1.1109453,2,5.0,Sequential LSTM
42,0.10084701,2.358325,1.3441136,0.9390213,0.7513337,2,5.0,Sequential LSTM
43,-1.0920624,3.836654,2.4616156,1.9124035,1.0186366,2,5.0,Sequential LSTM
44,-0.3175783,2.8647141,1.6853772,1.214332,0.8736591,2,5.0,Sequential LSTM
45,1.841028,2.301427,1.2771071,0.8679768,0.7588223,2,5.0,Sequential LSTM
46,-0.36807057,2.547694,1.5236163,1.1145829,0.75864273,2,5.0,Sequential LSTM
47,1.2102678,2.509569,1.4472198,1.0229008,0.7869941,2,5.0,Sequential LSTM
48,-2.173445,3.028429,1.8928486,1.4392798,0.84124374,2,5.0,Sequential LSTM
49,-1.1768277,2.3429182,1.2284197,0.7832709,0.82562697,2,5.0,Sequential LSTM
50,0.18153898,2.152108,1.066193,0.6324611,0.8044522,2,5.0,Sequential LSTM
51,0.31882396,2.3585253,1.1833171,0.71392053,0.87060046,2,5.0,Sequential LSTM
52,1.6678334,3.0597863,1.8957306,1.4307877,0.8623393,2,5.0,Sequential LSTM
53,0.7925699,4.0168867,2.6499128,2.103921,1.0126624,2,5.0,Sequential LSTM
54,-0.7183461,2.2985783,1.2724117,0.8625439,0.76018995,2,5.0,Sequential LSTM
55,0.9193914,2.1939406,1.0956715,0.6570053,0.81360406,2,5.0,Sequential LSTM
56,-2.272388,2.3459258,1.2846007,0.8606905,0.78623563,2,5.0,Sequential LSTM
57,-1.7953764,2.2628074,1.1663578,0.7284182,0.81225646,2,5.0,Sequential LSTM
58,0.87874496,2.143053,1.0316182,0.58769304,0.82335734,2,5.0,Sequential LSTM
59,0.26817352,2.4696252,1.465815,1.0648767,0.7436287,2,5.0,Sequential LSTM
60,0.37916267,2.3125901,1.1977978,0.75253177,0.8258446,2,5.0,Sequential LSTM
61,-0.7788443,2.2751985,1.262356,0.8578106,0.7503196,2,5.0,Sequential LSTM
62,1.4643924,2.4165313,1.3590117,0.9366214,0.7834168,2,5.0,Sequential LSTM
63,-0.31843662,2.4494476,1.3605155,0.9255783,0.8066875,2,5.0,Sequential LSTM
64,0.010625335,2.3049483,1.1457376,0.68273026,0.85875,2,5.0,Sequential LSTM
65,2.3733952,2.2958975,1.2854149,0.8818127,0.7485708,2,5.0,Sequential LSTM
66,-0.8323693,2.569151,1.5374812,1.1254154,0.7642673,2,5.0,Sequential LSTM
67,-0.15836114,2.1714225,1.1199759,0.7000117,0.7789174,2,5.0,Sequential LSTM
68,-0.1429667,2.3460915,1.1585016,0.6841592,0.8797736,2,5.0,Sequential LSTM
69,0.14500365,2.2483327,1.2419697,0.84001243,0.7455194,2,5.0,Sequential LSTM
70,-0.6007938,2.4911044,1.4519975,1.0369618,0.76977646,2,5.0,Sequential LSTM
71,0.44096974,2.213457,1.114177,0.67510664,0.81435347,2,5.0,Sequential LSTM
72,-0.16042444,2.6573455,1.5899374,1.163597,0.7907423,2,5.0,Sequential LSTM
73,1.1467006,2.3515298,1.1630441,0.6883441,0.8804368,2,5.0,Sequential LSTM
74,0.028644074,2.6880646,1.6289638,1.2059418,0.78458816,2,5.0,Sequential LSTM
75,-1.5258095,2.342009,1.3242761,0.9177775,0.7539423,2,5.0,Sequential LSTM
76,-0.8204766,2.419234,1.3287477,0.8931904,0.8078381,2,5.0,Sequential LSTM
77,0.01591787,2.3712747,1.1172097,0.6163166,0.9290183,2,5.0,Sequential LSTM
78,-0.16541106,2.958776,1.8115344,1.3533075,0.84988326,2,5.0,Sequential LSTM
79,0.68056816,2.9087515,1.7612469,1.3029151,0.8500778,2,5.0,Sequential LSTM
80,-0.26066434,3.0992196,1.9328884,1.4670378,0.8640242,2,5.0,Sequential LSTM
81,0.87666124,2.3666656,1.3374305,0.9263371,0.7624634,2,5.0,Sequential LSTM
82,1.9811425,2.6156776,1.5669198,1.1480294,0.77692556,2,5.0,Sequential LSTM
83,-0.47965842,2.5992267,1.5726061,1.1625575,0.7605262,2,5.0,Sequential LSTM
84,0.85874146,2.4525347,1.4002812,0.97999454,0.7795154,2,5.0,Sequential LSTM
85,0.9470221,2.3939872,1.3846627,0.98152244,0.7477133,2,5.0,Sequential LSTM
86,0.69112664,3.6651292,2.3653736,1.8462303,0.9628659,2,5.0,Sequential LSTM
87,-0.2553966,2.3663642,1.3626028,0.96168387,0.74359214,2,5.0,Sequential LSTM
88,0.13015817,2.2703269,1.1458303,0.696688,0.83303374,2,5.0,Sequential LSTM
89,0.48927766,3.58607,2.2782013,1.7558174,0.9688766,2,5.0,Sequential LSTM
90,-0.7671511,2.4233105,1.2371545,0.76338506,0.8787112,2,5.0,Sequential LSTM
91,-0.056554876,2.2209826,1.0977886,0.64916694,0.8320685,2,5.0,Sequential LSTM
92,-0.47005478,3.1999981,1.9835191,1.4976377,0.90117484,2,5.0,Sequential LSTM
93,-1.6400199,5.1577044,3.4350324,2.7469697,1.2761656,2,5.0,Sequential LSTM
94,0.45510808,2.3310084,1.0362537,0.5191076,0.95916176,2,5.0,Sequential LSTM
95,-0.70067114,2.9138348,1.7852621,1.3344913,0.8360538,2,5.0,Sequential LSTM
96,0.24311441,3.2045584,1.957745,1.4597474,0.92364687,2,5.0,Sequential LSTM
97,-1.7936194,3.601497,2.292611,1.7698212,0.9696298,2,5.0,Sequential LSTM
98,0.7631757,2.211048,1.0366368,0.56755847,0.8700102,2,5.0,Sequential LSTM
99,0.68540955,2.3070838,1.2763857,0.8647083,0.7635471,2,5.0,Sequential LSTM
100,1.4047638,2.4261642,1.411603,1.0063709,0.7515924,2,5.0,Sequential LSTM
101,-0.9876609,2.9829113,1.8645756,1.4178942,0.82846934,2,5.0,Sequential LSTM
102,-0.17698158,3.8776221,2.453456,1.8846228,1.0550294,2,5.0,Sequential LSTM
103,0.9740481,3.0634413,1.8741546,1.3991342,0.8810302,2,5.0,Sequential LSTM
104,0.93517286,2.5840642,1.3085909,0.7991461,0.9448784,2,5.0,Sequential LSTM
105,0.33489007,2.3625038,1.3257995,0.91172373,0.767996,2,5.0,Sequential LSTM
106,0.45712066,2.7076998,1.6194404,1.1847721,0.80618864,2,5.0,Sequential LSTM
107,-0.35307926,2.7978926,1.694608,1.2539383,0.8173197,2,5.0,Sequential LSTM
108,-0.0068431324,2.7118523,1.6021216,1.1588778,0.8220948,2,5.0,Sequential LSTM
109,-0.14922369,2.2411745,1.1971529,0.7801539,0.7734171,2,5.0,Sequential LSTM
110,-0.16806097,3.9311047,2.5213912,1.9583299,1.0443226,2,5.0,Sequential LSTM
111,-2.6746967,2.684241,1.5864439,1.1479659,0.81325454,2,5.0,Sequential LSTM
112,-2.0667493,2.6215212,1.4307503,0.9551369,0.88213015,2,5.0,Sequential LSTM
113,-2.343199,2.4599988,1.3365686,0.88785285,0.83224374,2,5.0,Sequential LSTM
114,0.98801416,6.259892,4.1885667,3.3612463,1.5344499,2,5.0,Sequential LSTM
115,-5.5090313,5.5802593,3.7599382,3.0328715,1.3485053,2,5.0,Sequential LSTM
116,-0.1075387,2.9368505,1.510405,0.94065994,1.0567185,2,5.0,Sequential LSTM
117,2.3636603,2.4830656,1.1892741,0.67251307,0.9584481,2,5.0,Sequential LSTM
118,-2.007059,2.659041,1.6203161,1.2054327,0.76949334,2,5.0,Sequential LSTM
119,2.729005,2.584626,1.4336257,0.97389764,0.85266775,2,5.0,Sequential LSTM
120,-2.6529093,5.5744743,3.7962563,3.086008,1.3173138,2,5.0,Sequential LSTM
121,-6.6111803,4.2015386,2.6772852,2.068474,1.1291755,2,5.0,Sequential LSTM
122,-5.0056634,7.463006,5.055572,4.0940056,1.7834401,2,5.0,Sequential LSTM
123,-1.457938,2.7637424,1.0994762,0.43474188,1.2328973,2,5.0,Sequential LSTM
124,-7.8213243,6.785004,4.591183,3.7149355,1.6251944,2,5.0,Sequential LSTM
125,-10.587017,7.060379,4.7296195,3.798678,1.7266392,2,5.0,Sequential LSTM
126,-5.831346,2.8606339,0.9665685,0.21004869,1.4031345,2,5.0,Sequential LSTM
127,1.9894208,7.455069,5.0692673,4.11634,1.7674135,2,5.0,Sequential LSTM
128,-7.062932,3.2193763,1.5111641,0.82887733,1.2654526,2,5.0,Sequential LSTM
129,-8.033533,5.9554076,3.8668048,3.0325828,1.5472505,2,5.0,Sequential LSTM
130,-0.18345982,2.542003,0.9573046,0.32435066,1.1739538,2,5.0,Sequential LSTM
131,-6.4706855,2.448182,1.2427638,0.7613003,0.89298093,2,5.0,Sequential LSTM
132,3.9234073,5.2382116,3.3012192,2.5275533,1.4349351,2,5.0,Sequential LSTM
133,5.3925548,3.3645942,1.4323795,0.6606225,1.4313948,2,5.0,Sequential LSTM
134,2.8270645,3.4482102,1.6677929,0.95666635,1.3189425,2,5.0,Sequential LSTM
135,-2.3751125,3.1670501,1.5568906,0.9137667,1.1928159,2,5.0,Sequential LSTM
136,13.674168,6.688238,4.411805,3.5025606,1.6863947,2,5.0,Sequential LSTM
137,-2.6838367,3.6730564,2.3076365,1.7622663,1.0115101,2,5.0,Sequential LSTM
138,6.27597,4.076912,2.508844,1.8825326,1.1616329,2,5.0,Sequential LSTM
139,-3.095822,4.1211514,2.748497,2.2002363,1.0168698,2,5.0,Sequential LSTM
140,-2.0063229,2.3274834,1.1081945,0.62119097,0.90325624,2,5.0,Sequential LSTM
141,5.3485537,5.017206,3.2853632,2.593639,1.2829584,2,5.0,Sequential LSTM
142,-0.339264,3.0939276,1.5189481,0.88987565,1.1667539,2,5.0,Sequential LSTM
143,-1.9005191,2.6451006,1.2454721,0.6864381,1.0368528,2,5.0,Sequential LSTM
144,5.2307878,2.4703271,1.1150355,0.57371056,1.0040076,2,5.0,Sequential LSTM
145,1.4892662,3.0707023,1.8496493,1.3619405,0.9045633,2,5.0,Sequential LSTM
146,2.3836143,3.3318691,2.130208,1.650245,0.8901972,2,5.0,Sequential LSTM
147,-1.786801,2.6211278,1.4672534,1.0063779,0.8547963,2,5.0,Sequential LSTM
148,-1.4030089,4.172294,2.6240888,2.00571,1.1469207,2,5.0,Sequential LSTM
149,2.4261947,3.036156,1.7943665,1.2983754,0.9199246,2,5.0,Sequential LSTM
150,-2.548299,2.5989182,1.4826629,1.0368133,0.82692796,2,5.0,Sequential LSTM
151,-3.956232,2.725648,1.5142412,1.0303859,0.8974173,2,5.0,Sequential LSTM
152,-0.84973,4.0718117,2.4803507,1.8446959,1.1789639,2,5.0,Sequential LSTM
153,1.6379912,2.6148877,1.1892009,0.61975837,1.0561574,2,5.0,Sequential LSTM
154,1.033551,4.3387065,2.8749561,2.2903116,1.0843536,2,5.0,Sequential LSTM
155,3.0152977,6.0310426,4.1140895,3.3484282,1.4200896,2,5.0,Sequential LSTM
156,-0.32903436,2.6564035,1.345951,0.82253504,0.97079086,2,5.0,Sequential LSTM
157,2.5748107,2.4902885,1.1524166,0.6180487,0.9911036,2,5.0,Sequential LSTM
158,3.0662751,2.6827254,1.3008127,0.74885404,1.023729,2,5.0,Sequential LSTM
159,-6.51934,4.2578564,2.8402753,2.27407,1.0501522,2,5.0,Sequential LSTM
