Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Model
1,-0.19272062,0.9643531,0.5770889,0.37066174,0.56866986,30,Sequential LSTM
2,-0.25665525,0.90025055,0.61872596,0.46866181,0.413399,30,Sequential LSTM
3,-0.12646708,1.0373317,0.6314499,0.4150989,0.5960082,30,Sequential LSTM
4,0.036631476,1.4048903,0.96067727,0.72389406,0.65229493,30,Sequential LSTM
5,0.17182386,1.4153328,0.9977299,0.7751313,0.61322,30,Sequential LSTM
6,-0.0038275772,1.1284719,0.6943551,0.4629537,0.6374695,30,Sequential LSTM
7,-0.48735088,1.1273122,0.71545607,0.49592045,0.60478145,30,Sequential LSTM
8,0.5559075,0.6216727,0.31666747,0.1540876,0.44787842,30,Sequential LSTM
9,-0.2718942,0.8821295,0.5613972,0.39043418,0.47097278,30,Sequential LSTM
10,-0.7738675,1.389504,0.93310446,0.68982565,0.6701897,30,Sequential LSTM
11,-0.022284336,1.1428488,0.7779887,0.58350366,0.5357713,30,Sequential LSTM
12,-0.58054084,1.5234973,1.089103,0.8575533,0.6378777,30,Sequential LSTM
13,-0.10692116,0.69723684,0.42898276,0.28599268,0.39391217,30,Sequential LSTM
14,-0.0030229702,0.520498,0.2894588,0.16630581,0.3392645,30,Sequential LSTM
15,0.77111304,0.7653911,0.4378811,0.26330516,0.48092505,30,Sequential LSTM
16,-0.09468041,0.841259,0.5587166,0.40811053,0.41489306,30,Sequential LSTM
17,-0.3457497,0.8238971,0.4803833,0.29727694,0.50442535,30,Sequential LSTM
18,-0.24192491,0.6212764,0.36087728,0.22207405,0.3823777,30,Sequential LSTM
19,-0.2326942,0.8891702,0.563756,0.3902975,0.4778474,30,Sequential LSTM
20,0.24714124,1.2356721,0.8724268,0.6788027,0.53339964,30,Sequential LSTM
21,-0.268234,1.0585247,0.76636016,0.6106248,0.42902288,30,Sequential LSTM
22,0.7894366,1.4625112,1.0119717,0.7718161,0.66158545,30,Sequential LSTM
23,0.10577099,1.4072818,1.0690677,0.8887865,0.49664298,30,Sequential LSTM
24,0.10250061,1.2125272,0.78568625,0.55816305,0.6267855,30,Sequential LSTM
25,-0.17948101,1.2519403,0.83542603,0.6134079,0.6116209,30,Sequential LSTM
26,0.17119403,1.1786801,0.78743017,0.57887834,0.57452273,30,Sequential LSTM
27,-0.10119791,1.4938599,1.1716809,0.99994683,0.47309676,30,Sequential LSTM
28,0.45195085,1.7019275,1.3609427,1.1791843,0.50071204,30,Sequential LSTM
29,0.30251792,1.15853,0.74678826,0.5273136,0.6046138,30,Sequential LSTM
30,0.2082411,1.979832,1.5137689,1.2653378,0.6843818,30,Sequential LSTM
31,0.2667278,1.3543177,0.9173465,0.68442345,0.6416607,30,Sequential LSTM
32,0.28326023,2.440134,1.9344506,1.6649011,0.7425608,30,Sequential LSTM
33,-1.1580256,1.2153206,0.7776798,0.54440004,0.6426443,30,Sequential LSTM
34,-0.34887183,1.622995,1.1972502,0.97031206,0.6251753,30,Sequential LSTM
35,0.5260297,1.1156664,0.7478945,0.5518572,0.540047,30,Sequential LSTM
36,-0.050115366,1.1060271,0.79081136,0.6227891,0.46287158,30,Sequential LSTM
37,0.8025584,1.266889,0.9416868,0.768341,0.47753632,30,Sequential LSTM
38,-1.492415,1.030334,0.6664723,0.47251964,0.5343047,30,Sequential LSTM
39,0.27561888,1.2290006,0.876484,0.68857867,0.51764536,30,Sequential LSTM
40,-0.1839724,1.8002536,1.3454384,1.1030035,0.6678643,30,Sequential LSTM
41,0.10339269,1.0824628,0.71464294,0.51858026,0.5401177,30,Sequential LSTM
42,-0.25402346,0.44095817,0.101495355,-0.07945178,0.4984769,30,Sequential LSTM
43,-0.03802747,1.2589993,0.8653679,0.6555469,0.5780196,30,Sequential LSTM
44,-0.19037873,1.0245112,0.6783164,0.49378106,0.50836205,30,Sequential LSTM
45,-0.10140295,1.3318012,0.91181105,0.68793947,0.61672616,30,Sequential LSTM
46,0.317962,1.3575797,1.0113484,0.8267929,0.5084165,30,Sequential LSTM
47,-0.06711314,1.293021,0.87503785,0.65223575,0.61377907,30,Sequential LSTM
48,-0.11037403,2.4589756,1.9669648,1.7047026,0.7224839,30,Sequential LSTM
49,0.8021617,1.1064147,0.7552643,0.56808734,0.51563925,30,Sequential LSTM
50,-0.07902284,0.846352,0.551415,0.3942021,0.43309385,30,Sequential LSTM
51,0.7548411,1.7950994,1.2952065,1.0287441,0.734056,30,Sequential LSTM
52,0.50732595,1.0956708,0.7457277,0.55919397,0.5138668,30,Sequential LSTM
53,0.22894233,0.9826587,0.66309005,0.49274728,0.4692635,30,Sequential LSTM
54,-0.200489,1.1678934,0.7695362,0.557196,0.5849594,30,Sequential LSTM
55,0.24952431,0.3899461,0.098057956,-0.05752997,0.42861676,30,Sequential LSTM
56,-0.007959122,0.44585973,0.1736346,0.028527744,0.39974335,30,Sequential LSTM
57,-0.018892244,0.47817582,0.15181367,-0.022150297,0.47923958,30,Sequential LSTM
58,-0.26568064,1.1667782,0.77933365,0.5728106,0.5689344,30,Sequential LSTM
59,0.37935448,1.4112767,0.96834844,0.73225075,0.650408,30,Sequential LSTM
60,-0.11784265,1.2420173,0.90206385,0.7208555,0.4991975,30,Sequential LSTM
61,0.020191463,1.1490005,0.7485381,0.53507555,0.5880505,30,Sequential LSTM
62,-0.089159854,1.3063077,0.8702321,0.63778603,0.640346,30,Sequential LSTM
63,-0.07053871,1.5597789,1.1235124,0.8909648,0.64062655,30,Sequential LSTM
64,-0.4267058,1.2719798,0.93705046,0.7585202,0.49181923,30,Sequential LSTM
65,0.4947814,2.0962272,1.7400061,1.5501261,0.5230848,30,Sequential LSTM
66,0.15280478,0.9490444,0.64386755,0.48119628,0.44813046,30,Sequential LSTM
67,-0.4397086,1.3444753,0.9222542,0.69719374,0.62000114,30,Sequential LSTM
68,0.4527246,1.5634445,1.1420172,0.9173794,0.6188359,30,Sequential LSTM
69,0.36769652,1.1834744,0.7681295,0.54673404,0.6099048,30,Sequential LSTM
70,-0.1680084,1.3562022,0.99329865,0.7998568,0.53289765,30,Sequential LSTM
71,-0.13573521,1.9307764,1.4646323,1.2161591,0.68449926,30,Sequential LSTM
72,-0.05020864,1.3450297,0.94567186,0.73279786,0.5864295,30,Sequential LSTM
73,0.105324954,1.1385933,0.73059624,0.5131176,0.5991148,30,Sequential LSTM
74,-0.5358736,1.8821385,1.4807712,1.266827,0.58937865,30,Sequential LSTM
75,0.038633965,1.4092168,0.9502098,0.7055404,0.6740194,30,Sequential LSTM
76,0.06701147,1.1722628,0.78899515,0.5846985,0.5628009,30,Sequential LSTM
77,0.007949415,1.8436863,1.4367279,1.2198021,0.5975901,30,Sequential LSTM
