Day,Actual_Return,VaR_1_percent,VaR_5_percent,VaR_10_percent
1,-0.09927391799690906,0.5917203968408818,0.41403859199137094,0.3193271453535259
2,0.12320186350198449,0.5807384823896528,0.40621011163060833,0.3131795703890031
3,0.038984750386607515,0.5849418572797094,0.40836473594856815,0.3142421294240392
4,0.12712727895877238,0.5745269990526074,0.40079950858709384,0.30819586829490375
5,0.02079473204200413,0.569922225353732,0.3967657136962798,0.3044664277467127
6,0.10508411202623524,0.5641194338828114,0.3928228506804464,0.3015149803390977
7,0.12658795421223265,0.555874343178815,0.3872579173397524,0.2973786771347895
8,-0.059516785253916536,0.5506010690833985,0.3839362864260477,0.2950973494148608
9,0.1038922712719209,0.5628553370230391,0.39353555444712246,0.30328139721502595
10,-0.003085563605063426,0.5559910471894853,0.38841669482412944,0.2990929210963406
11,-0.07470277822628907,0.5427626660615794,0.3785903077477004,0.2910799317301702
12,-0.1697978830897343,0.5314988391564492,0.3704160617687681,0.2845525548792993
13,-0.40964049096185046,0.5395685626288926,0.37798835426010546,0.291859696935774
14,-0.10768587560046122,0.5754384116349678,0.4041361989648882,0.3128253278940528
15,0.09896706045329783,0.5718038865969334,0.40146688648054263,0.31067051196916246
16,-0.05075820923086776,0.5701668765727393,0.4005004499806267,0.3100615177443024
17,-0.10009026000364056,0.5757446413569718,0.4040531919309029,0.3125348422368309
18,-0.09244181611185477,0.5633737541335475,0.39550076903317627,0.3060178122175599
19,0.05947421776724912,0.5718323389249974,0.401867607839953,0.3112696674818456
20,0.07951958532552084,0.5694445313174253,0.3995183138539635,0.30894090278313147
21,-0.014114925540640812,0.5468363502162521,0.3829156628219099,0.295539437382635
22,0.09723197497299725,0.5549495289380797,0.3885273191147241,0.29981768304148176
23,0.17064902516776206,0.5531434881184311,0.38751503992468067,0.29922851027074326
24,0.10705999005754904,0.5525141401576289,0.38579131198366257,0.29692143441075547
25,0.20674190479897941,0.549126966750621,0.3824194319318517,0.293557706323609
26,0.14259227212924172,0.5467537426221833,0.3809550295314639,0.2925777419368513
27,-0.19787605836502187,0.5531836581265056,0.3862459906512662,0.2972615952129228
28,0.08097792004391513,0.5690099616903731,0.3987283312953571,0.307961471040745
29,0.03868953859972786,0.5512486455586091,0.3842907696706654,0.2952956023471359
30,-0.27273046338325285,0.545024161956447,0.3798584065540294,0.2918185105025206
31,-0.2515089718487373,0.5482480683427199,0.3821657799238284,0.2936373354362254
32,0.1486499363101317,0.5533812829909244,0.38514340038363637,0.29546593872953125
33,0.04356981656165486,0.554149380302838,0.38606921682554995,0.29647582572091624
34,-0.013220881650691234,0.5451048204839402,0.3795118799471037,0.291244277282094
35,0.10446313588360359,0.5403838609429095,0.37639612577730863,0.28898416121767123
36,-0.09755621929560869,0.5479201902101474,0.38235754015425694,0.2941060835165356
37,0.10547778494935763,0.5164748595481297,0.3594498978301506,0.2757493675751926
38,-0.031800709176765474,0.5125509044124855,0.35606771808708365,0.27265597559645094
39,0.00848469581604653,0.5207602526422265,0.36205073634835877,0.2774522717159448
40,0.019505173328776722,0.49800158626008795,0.3450627639298499,0.2635403079740843
41,-0.29320473357480514,0.5024153964966843,0.3484171767934107,0.26633002003527806
42,-0.0492891594958977,0.5141849491598981,0.3573917418950959,0.2738147459521838
43,-0.004767705504942483,0.5151354453821273,0.3581241909863191,0.2744309672775403
44,-0.08817276210999794,0.48985763454463355,0.3397174937469493,0.2596868460089766
45,0.2797603083481069,0.49626954856240707,0.3443882122315313,0.26342943824018344
46,0.17462310498021777,0.5311514315608713,0.37021595925134,0.28443097180881444
47,-0.049340158365477296,0.5356744482252623,0.3731292647372849,0.28648623741549967
48,-0.18878102220316664,0.5198089958507608,0.3612770412578699,0.27677322405196775
49,-0.11307464140677573,0.5407973627866313,0.3777557684204849,0.29084813441914703
50,0.03797532440863625,0.5555493373751674,0.38862675649137113,0.29965040280441363
