Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,-0.88055444,1.7814052,1.224001,0.926851,0.81791466,15,MAP,Normal,Sequential RNN
2,0.22661687,1.640522,0.9056621,0.51391095,1.0783069,15,MAP,Normal,Sequential RNN
3,0.34446624,1.8796362,1.3148994,1.0138403,0.82867426,15,MAP,Normal,Sequential RNN
4,0.3546771,1.964239,1.3395711,1.0065631,0.91661495,15,MAP,Normal,Sequential RNN
5,0.05685769,1.6176497,1.0591164,0.7613642,0.81957173,15,MAP,Normal,Sequential RNN
6,0.588791,1.356499,0.84306115,0.56934935,0.75340015,15,MAP,Normal,Sequential RNN
7,0.9110093,1.9381493,1.2831773,0.93401414,0.96108234,15,MAP,Normal,Sequential RNN
8,-0.24394925,2.0715587,1.440888,1.1046798,0.92542344,15,MAP,Normal,Sequential RNN
9,1.0887306,2.1591868,1.4752177,1.1105962,1.0036317,15,MAP,Normal,Sequential RNN
10,-0.37516913,2.4612317,1.7901056,1.4323307,0.9847862,15,MAP,Normal,Sequential RNN
11,0.5089804,2.2601428,1.6074107,1.2594416,0.95779556,15,MAP,Normal,Sequential RNN
12,-0.44175947,1.6566015,1.0416205,0.7137763,0.90240103,15,MAP,Normal,Sequential RNN
13,-0.9855513,2.5351694,1.8263487,1.448479,1.0400978,15,MAP,Normal,Sequential RNN
14,0.025063224,2.4408488,1.762899,1.4014865,0.99479896,15,MAP,Normal,Sequential RNN
15,0.07363842,1.6990218,1.0438135,0.6945243,0.961429,15,MAP,Normal,Sequential RNN
16,-0.19568186,1.386455,0.8125287,0.50657076,0.8421587,15,MAP,Normal,Sequential RNN
17,-0.8676312,2.1608388,1.5358847,1.2027241,0.9170349,15,MAP,Normal,Sequential RNN
18,-1.0350416,2.730194,1.9222221,1.4914953,1.1855888,15,MAP,Normal,Sequential RNN
19,-0.3577278,1.9070812,1.2354199,0.8773597,0.98557156,15,MAP,Normal,Sequential RNN
20,0.7391505,1.811937,1.2038283,0.879648,0.8923165,15,MAP,Normal,Sequential RNN
21,-0.058496267,1.4949857,0.97612196,0.69951755,0.76136196,15,MAP,Normal,Sequential RNN
22,0.11829243,1.5872142,1.0493807,0.7626635,0.78919756,15,MAP,Normal,Sequential RNN
23,-0.07372211,1.3414387,0.8570751,0.59886265,0.71073765,15,MAP,Normal,Sequential RNN
24,0.46731427,1.8659464,1.3570888,1.0858188,0.7466792,15,MAP,Normal,Sequential RNN
25,0.27763146,1.3349558,0.8535776,0.5969567,0.70635694,15,MAP,Normal,Sequential RNN
26,-1.020523,2.2325969,1.5966083,1.2575651,0.9332267,15,MAP,Normal,Sequential RNN
27,-0.035407957,2.3155434,1.589837,1.2029655,1.0648754,15,MAP,Normal,Sequential RNN
28,0.59031427,1.874075,1.2578421,0.92933047,0.90423805,15,MAP,Normal,Sequential RNN
29,0.7871721,1.6719666,1.0776335,0.76079684,0.8721027,15,MAP,Normal,Sequential RNN
30,0.025386043,1.8672515,1.2775315,0.963154,0.8653337,15,MAP,Normal,Sequential RNN
31,-0.19009924,1.4606026,0.9037216,0.6068503,0.81714714,15,MAP,Normal,Sequential RNN
32,0.6940298,1.225712,0.75363487,0.50197226,0.6927089,15,MAP,Normal,Sequential RNN
33,1.1025908,1.2954624,0.8226417,0.57058275,0.6937999,15,MAP,Normal,Sequential RNN
34,-0.4723772,1.6504929,1.1163365,0.8315797,0.78380173,15,MAP,Normal,Sequential RNN
35,0.030111816,1.8336589,1.2386546,0.92146003,0.87308776,15,MAP,Normal,Sequential RNN
36,0.022689123,1.9617975,1.291984,0.93490887,0.98286015,15,MAP,Normal,Sequential RNN
37,-0.42838347,1.9372735,1.2551005,0.89143664,1.000996,15,MAP,Normal,Sequential RNN
38,0.56558335,2.2376776,1.6150826,1.2831794,0.91357356,15,MAP,Normal,Sequential RNN
39,-0.7713768,1.9826006,1.3971856,1.0851029,0.8590169,15,MAP,Normal,Sequential RNN
40,0.45486844,1.8009673,1.1545699,0.8099777,0.94850034,15,MAP,Normal,Sequential RNN
41,-0.40214157,1.4500486,0.881519,0.57843804,0.83423966,15,MAP,Normal,Sequential RNN
42,-0.16866384,2.3899412,1.6863346,1.3112446,1.0324466,15,MAP,Normal,Sequential RNN
