Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,0.48160636,2.241198,1.5727028,1.2163304,0.9809259,10,MAP,Normal,Sequential RNN
2,0.52672493,2.8326647,2.0118203,1.5742313,1.2044772,10,MAP,Normal,Sequential RNN
3,-0.15149446,2.5799344,1.788934,1.3672546,1.1606853,10,MAP,Normal,Sequential RNN
4,0.9208258,2.920178,2.049079,1.5846994,1.2782191,10,MAP,Normal,Sequential RNN
5,2.9846137,2.6708348,1.8498098,1.4121244,1.2047424,10,MAP,Normal,Sequential RNN
6,-0.65198517,2.113317,1.4228463,1.0547588,1.0131719,10,MAP,Normal,Sequential RNN
7,-0.37188432,2.9327455,2.098893,1.6543694,1.2235649,10,MAP,Normal,Sequential RNN
8,-1.1534212,2.6128154,1.8667808,1.4690726,1.094704,10,MAP,Normal,Sequential RNN
9,-1.3317795,3.1298678,2.227818,1.7469387,1.323635,10,MAP,Normal,Sequential RNN
10,-0.92263305,2.6954849,1.8787395,1.4433355,1.1984626,10,MAP,Normal,Sequential RNN
11,-0.09032265,2.4772408,1.7301272,1.3318437,1.0962874,10,MAP,Normal,Sequential RNN
12,-0.9290847,2.6643686,1.8930367,1.4818426,1.1318245,10,MAP,Normal,Sequential RNN
13,-0.20339145,3.0332153,2.2520452,1.8356061,1.146261,10,MAP,Normal,Sequential RNN
14,0.5958396,2.9778411,2.1670322,1.734793,1.1897517,10,MAP,Normal,Sequential RNN
15,1.3304131,2.4991927,1.6643395,1.2192823,1.2250335,10,MAP,Normal,Sequential RNN
16,-0.1320768,2.1912591,1.4212984,1.0108352,1.1298125,10,MAP,Normal,Sequential RNN
17,-0.7585407,2.7834985,1.9774855,1.547803,1.1827142,10,MAP,Normal,Sequential RNN
18,-0.5136622,2.950941,2.1890867,1.7829447,1.1179178,10,MAP,Normal,Sequential RNN
19,-0.67299,2.7300487,1.8425932,1.369494,1.3022201,10,MAP,Normal,Sequential RNN
20,-0.626698,2.3794076,1.6537496,1.2669039,1.0648043,10,MAP,Normal,Sequential RNN
21,0.7746447,2.0726547,1.3760546,1.0046997,1.0221657,10,MAP,Normal,Sequential RNN
22,1.8156534,2.5199935,1.7841666,1.3919001,1.0797257,10,MAP,Normal,Sequential RNN
23,1.235195,1.9463474,1.2917795,0.9428319,0.9604891,10,MAP,Normal,Sequential RNN
24,1.833694,2.384522,1.7047563,1.3423756,0.9974637,10,MAP,Normal,Sequential RNN
25,-0.3935386,1.8915397,1.2711266,0.9403868,0.91037154,10,MAP,Normal,Sequential RNN
26,-1.552693,2.5014198,1.7536608,1.3550332,1.0972346,10,MAP,Normal,Sequential RNN
27,0.32547313,2.725675,1.8696041,1.4132358,1.2561678,10,MAP,Normal,Sequential RNN
28,0.8519999,2.1406832,1.4914598,1.1453614,0.9526467,10,MAP,Normal,Sequential RNN
29,-0.5793016,2.2425756,1.522332,1.1383727,1.0568596,10,MAP,Normal,Sequential RNN
30,0.35396954,2.9824185,2.1186795,1.6582236,1.2674191,10,MAP,Normal,Sequential RNN
31,0.5484019,2.6682837,1.8794129,1.4588689,1.1575605,10,MAP,Normal,Sequential RNN
32,2.913324,2.319276,1.5684513,1.1681894,1.1017331,10,MAP,Normal,Sequential RNN
33,1.2416552,1.9785722,1.3608074,1.0314792,0.9064857,10,MAP,Normal,Sequential RNN
34,0.6419345,2.6587894,1.8176309,1.3692125,1.2342854,10,MAP,Normal,Sequential RNN
35,-1.2380468,2.7070215,1.9489375,1.5448058,1.112385,10,MAP,Normal,Sequential RNN
36,-0.83828497,2.5178015,1.6892297,1.2475213,1.2158161,10,MAP,Normal,Sequential RNN
37,-0.8754479,2.819169,1.9724144,1.5210125,1.2424973,10,MAP,Normal,Sequential RNN
38,0.7581199,2.9456484,2.1510463,1.727447,1.1659701,10,MAP,Normal,Sequential RNN
39,-0.005852946,2.7051156,1.9218413,1.5042806,1.1493486,10,MAP,Normal,Sequential RNN
40,1.1473247,2.5654576,1.8186799,1.4205754,1.0957947,10,MAP,Normal,Sequential RNN
41,-0.89882135,2.5384362,1.7913008,1.3930057,1.0963194,10,MAP,Normal,Sequential RNN
42,0.5643628,3.504234,2.5510802,2.0429575,1.3986235,10,MAP,Normal,Sequential RNN
43,-0.14651927,2.4266531,1.6774614,1.27807,1.0993369,10,MAP,Normal,Sequential RNN
44,-0.2967133,3.236189,2.311022,1.8178189,1.3575566,10,MAP,Normal,Sequential RNN
45,2.906478,3.064605,2.1697867,1.6927624,1.3130239,10,MAP,Normal,Sequential RNN
46,-0.06725069,1.7662095,1.1301712,0.7911016,0.93329954,10,MAP,Normal,Sequential RNN
47,1.5555354,2.5753448,1.8364042,1.4424777,1.0842947,10,MAP,Normal,Sequential RNN
48,0.27439827,2.4758956,1.7627022,1.3825016,1.046514,10,MAP,Normal,Sequential RNN
49,0.8641267,2.9084508,2.0243032,1.5529673,1.2973664,10,MAP,Normal,Sequential RNN
50,0.45343804,2.8054,1.9498088,1.4936965,1.2554632,10,MAP,Normal,Sequential RNN
