Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Model
1,-0.2641482,3.4757004,2.2388024,1.7447658,0.91630083,2,5.0,Sequential RNN
2,0.40283746,3.0189347,1.7618529,1.2597547,0.93125325,2,5.0,Sequential RNN
3,-0.53937525,2.6571755,1.4665475,0.9909914,0.88202405,2,5.0,Sequential RNN
4,0.12100379,3.08017,1.7432504,1.2092634,0.9903975,2,5.0,Sequential RNN
5,-0.107703425,3.8819516,2.4744027,1.912204,1.0427203,2,5.0,Sequential RNN
6,0.27287441,3.3012097,1.9879184,1.4633687,0.9728936,2,5.0,Sequential RNN
7,0.5711448,2.9121914,1.6899655,1.2017895,0.9054315,2,5.0,Sequential RNN
8,-1.3969318,3.512523,2.2271602,1.7137665,0.9522033,2,5.0,Sequential RNN
9,-0.5012634,3.080893,1.6050686,1.0156,1.0932993,2,5.0,Sequential RNN
10,0.7682789,2.3079214,1.0522528,0.55071855,0.9302066,2,5.0,Sequential RNN
11,-0.9140061,3.1078384,1.9336766,1.4646976,0.8698257,2,5.0,Sequential RNN
12,0.09747213,3.5901377,2.1100988,1.5189476,1.0964216,2,5.0,Sequential RNN
13,-1.2416798,3.6657646,2.302579,1.7581007,1.0098554,2,5.0,Sequential RNN
14,-3.12416,5.8787584,3.8549137,3.046558,1.4992758,2,5.0,Sequential RNN
15,0.5555073,2.8504913,1.2956488,0.6746199,1.1518359,2,5.0,Sequential RNN
16,0.5084777,2.1010902,0.9074171,0.43064487,0.88428,2,5.0,Sequential RNN
17,0.47822955,4.9491124,3.3528996,2.7153459,1.182484,2,5.0,Sequential RNN
18,-1.0410184,3.558926,2.2954156,1.7907485,0.93601626,2,5.0,Sequential RNN
19,0.46139947,2.8029804,1.3961738,0.83427244,1.0421706,2,5.0,Sequential RNN
20,1.5414474,2.5095928,1.3556193,0.8947039,0.85487014,2,5.0,Sequential RNN
21,0.17057863,2.409011,1.0973393,0.5734371,0.9716931,2,5.0,Sequential RNN
22,0.3048829,2.9144552,1.6507273,1.1459739,0.936177,2,5.0,Sequential RNN
23,1.1572602,3.1279938,1.8672471,1.363685,0.9339681,2,5.0,Sequential RNN
24,0.3377619,2.9444036,1.7349026,1.2518089,0.8960053,2,5.0,Sequential RNN
25,-0.028011033,2.6661315,1.4407567,0.9513223,0.9077649,2,5.0,Sequential RNN
26,0.0657544,2.9694312,1.7060275,1.2014037,0.9359368,2,5.0,Sequential RNN
27,-0.10967303,2.4456358,1.179344,0.67356706,0.9380758,2,5.0,Sequential RNN
28,-0.15567781,2.089966,0.84503174,0.34778464,0.9222546,2,5.0,Sequential RNN
29,0.088193566,2.4399014,1.2692037,0.80160815,0.8672599,2,5.0,Sequential RNN
30,0.8229964,2.329818,1.1523968,0.6821156,0.8722403,2,5.0,Sequential RNN
31,-0.07560888,2.9079535,1.7463439,1.282378,0.860527,2,5.0,Sequential RNN
32,0.61942154,2.287987,0.9632911,0.43418628,0.9813424,2,5.0,Sequential RNN
33,-0.942703,3.9469037,2.5687003,2.0182245,1.0209801,2,5.0,Sequential RNN
34,-0.1379532,3.0325553,1.6060073,1.0362216,1.0567944,2,5.0,Sequential RNN
35,0.00759532,3.871932,2.428278,1.8516588,1.0694671,2,5.0,Sequential RNN
36,-0.09790662,2.3278117,0.9337375,0.37692165,1.0327383,2,5.0,Sequential RNN
37,0.19319911,2.770815,1.5305573,1.035178,0.9187903,2,5.0,Sequential RNN
38,-0.28975838,3.0233707,1.7856741,1.2913187,0.91689247,2,5.0,Sequential RNN
39,1.0919737,4.5752745,2.9510622,2.302325,1.2032264,2,5.0,Sequential RNN
40,0.08462292,3.05039,1.846328,1.3654064,0.8919756,2,5.0,Sequential RNN
41,0.84817284,5.679632,3.8140202,3.068867,1.382054,2,5.0,Sequential RNN
