Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Estimation_Method,Distribution,Model
1,-0.009498654,0.25712377,0.1369047,0.08888728,0.089058965,30,5.0,MAP,t-Distribution,Sequential LSTM
2,-0.011818418,0.25929016,0.13713552,0.088345,0.09049286,30,5.0,MAP,t-Distribution,Sequential LSTM
3,0.020925423,0.25978222,0.13580048,0.086280204,0.09184637,30,5.0,MAP,t-Distribution,Sequential LSTM
4,0.022498814,0.27131712,0.14667952,0.09689726,0.09233225,30,5.0,MAP,t-Distribution,Sequential LSTM
5,0.008928806,0.27620286,0.15038408,0.10013005,0.093207255,30,5.0,MAP,t-Distribution,Sequential LSTM
6,0.013726717,0.27004445,0.14492263,0.09494697,0.09269096,30,5.0,MAP,t-Distribution,Sequential LSTM
7,0.054850522,0.26656452,0.14166656,0.09178031,0.092525125,30,5.0,MAP,t-Distribution,Sequential LSTM
8,0.017005986,0.26719752,0.14245054,0.09262459,0.09241328,30,5.0,MAP,t-Distribution,Sequential LSTM
9,0.03946934,0.26442668,0.13986987,0.09011989,0.09227239,30,5.0,MAP,t-Distribution,Sequential LSTM
10,0.011648619,0.2628191,0.13884155,0.08932293,0.091843285,30,5.0,MAP,t-Distribution,Sequential LSTM
11,0.0033802066,0.25599954,0.1319407,0.0823896,0.0919035,30,5.0,MAP,t-Distribution,Sequential LSTM
12,0.016036488,0.2835945,0.1585331,0.10858158,0.0926462,30,5.0,MAP,t-Distribution,Sequential LSTM
13,0.028465362,0.27369177,0.14829572,0.09821053,0.09289411,30,5.0,MAP,t-Distribution,Sequential LSTM
14,0.018086966,0.2582989,0.13340496,0.083520316,0.092522144,30,5.0,MAP,t-Distribution,Sequential LSTM
15,-0.019651694,0.27693194,0.15135837,0.10120226,0.09302563,30,5.0,MAP,t-Distribution,Sequential LSTM
16,-0.0084292665,0.26859772,0.14204744,0.09150123,0.09374917,30,5.0,MAP,t-Distribution,Sequential LSTM
17,0.012086256,0.27884263,0.15323827,0.103069864,0.09304843,30,5.0,MAP,t-Distribution,Sequential LSTM
18,-0.007769948,0.27439293,0.14907685,0.099023595,0.09283487,30,5.0,MAP,t-Distribution,Sequential LSTM
19,-0.015706848,0.27367568,0.1458012,0.094726086,0.09473014,30,5.0,MAP,t-Distribution,Sequential LSTM
20,0.0026413826,0.27640098,0.14798567,0.096694544,0.095130794,30,5.0,MAP,t-Distribution,Sequential LSTM
21,0.008354687,0.28232357,0.15346847,0.10200169,0.095456585,30,5.0,MAP,t-Distribution,Sequential LSTM
22,0.026503853,0.2896642,0.16161677,0.110472575,0.09485828,30,5.0,MAP,t-Distribution,Sequential LSTM
23,-0.047822498,0.27845758,0.14959146,0.09812027,0.09546475,30,5.0,MAP,t-Distribution,Sequential LSTM
24,0.01002436,0.28760505,0.15978567,0.108732566,0.09468933,30,5.0,MAP,t-Distribution,Sequential LSTM
