Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Estimation_Method,Distribution,Model
1,-0.008517829,0.22374718,0.1498814,0.110503815,0.108387984,30,MAP,Normal,Sequential RNN
2,-0.018562863,0.21978104,0.14418085,0.10387868,0.110932976,30,MAP,Normal,Sequential RNN
3,0.03007744,0.2186401,0.14440003,0.10482291,0.10893722,30,MAP,Normal,Sequential RNN
4,0.015912121,0.21076193,0.13595921,0.09608216,0.1097628,30,MAP,Normal,Sequential RNN
5,0.022151688,0.20160711,0.12631813,0.08618185,0.11047633,30,MAP,Normal,Sequential RNN
6,0.021411043,0.22461024,0.14888184,0.1085113,0.111121126,30,MAP,Normal,Sequential RNN
7,0.03770578,0.22323784,0.14876337,0.10906131,0.10928114,30,MAP,Normal,Sequential RNN
8,0.046138674,0.21560216,0.1399394,0.099603854,0.1110248,30,MAP,Normal,Sequential RNN
9,0.038834725,0.23870483,0.16428058,0.124605276,0.10920746,30,MAP,Normal,Sequential RNN
10,0.0072972644,0.22092591,0.14617144,0.1063201,0.109692015,30,MAP,Normal,Sequential RNN
11,0.009781567,0.23005448,0.1554719,0.11571221,0.109439775,30,MAP,Normal,Sequential RNN
12,-0.021745183,0.21061733,0.13563366,0.095660135,0.110028334,30,MAP,Normal,Sequential RNN
13,0.06326775,0.21085308,0.13303374,0.091548525,0.114189304,30,MAP,Normal,Sequential RNN
14,0.00596039,0.22320867,0.14645319,0.105535135,0.1126282,30,MAP,Normal,Sequential RNN
15,-0.00424101,0.2201752,0.14539243,0.105526015,0.10973354,30,MAP,Normal,Sequential RNN
16,-0.010459142,0.22742832,0.1535921,0.11423029,0.108344585,30,MAP,Normal,Sequential RNN
17,-0.007136665,0.21663533,0.14100657,0.10068917,0.11097489,30,MAP,Normal,Sequential RNN
18,-0.011341849,0.19940163,0.122191384,0.08103088,0.11329553,30,MAP,Normal,Sequential RNN
19,-0.011911774,0.22093561,0.14514236,0.10473727,0.11121626,30,MAP,Normal,Sequential RNN
20,0.028078495,0.24597386,0.17050304,0.13026981,0.110743165,30,MAP,Normal,Sequential RNN
21,0.0090097515,0.25234634,0.17693529,0.13673393,0.11065545,30,MAP,Normal,Sequential RNN
22,-0.012487054,0.20887038,0.1335322,0.09336969,0.11054853,30,MAP,Normal,Sequential RNN
23,-0.020987216,0.22922312,0.15450047,0.114666104,0.10964531,30,MAP,Normal,Sequential RNN
24,0.014470424,0.23798208,0.16302387,0.12306392,0.10999098,30,MAP,Normal,Sequential RNN
25,0.0015079819,0.24907568,0.17443167,0.13463922,0.10952992,30,MAP,Normal,Sequential RNN
26,-0.0436929,0.21865836,0.14392571,0.10408601,0.109659985,30,MAP,Normal,Sequential RNN
27,-0.0012661768,0.22105514,0.144933,0.10435258,0.11169886,30,MAP,Normal,Sequential RNN
28,0.0059774993,0.26410273,0.18758157,0.14678842,0.11228437,30,MAP,Normal,Sequential RNN
