Day,Actual_Return,VaR_1_percent,VaR_5_percent,VaR_10_percent
1,-0.2637738213915579,3.724088397079901,2.2081086908360037,1.602602134705223
2,0.4018899458122253,3.664514278582876,2.173220045649908,1.5775732626212318
3,-0.5072711280354917,3.5834801613706753,2.1242177223254077,1.5413649504063442
4,0.01977503843852506,3.529144284012289,2.092190128391922,1.5182476418903785
5,-0.15521116102501753,3.4660471165295954,2.054183016703238,1.4902619000224036
6,0.24006586165566668,3.395946901110444,2.0126181843552624,1.460094556348013
7,0.40999921515188176,3.2947793545025927,1.9518681543620728,1.4154879293251303
8,-1.1930235166146874,3.1829875334825606,1.8835955585321607,1.3645976085097296
9,-0.32945678103713394,3.2002487760075344,1.8935372753759079,1.3716157896560688
10,0.7499837850300386,3.1122028071104664,1.841028769894154,1.3333015157973391
11,-0.8801373522161171,3.088339517813212,1.8266281616119304,1.322680453751504
12,-0.0659252559620738,3.2497256034553077,1.9247923330992829,1.395592780933709
13,-1.481571752914202,3.1542730309572247,1.8684251574443334,1.3548369382933207
14,-2.3307121220795066,3.830007454686939,2.2783852454727955,1.6586425032397172
15,0.7544544297852471,3.3595267458524236,1.989112888463492,1.4417476619741278
16,0.4729489742420765,3.656581565004342,2.169487676307556,1.5755185779883372
17,0.24592959720971697,3.454641228335428,2.0478254366377815,1.4859206950157375
18,-0.8896469849355787,3.4259334245661957,2.0309592264893177,1.4737842068700684
19,0.4714202716607116,3.3758423297727713,2.0003425684283385,1.4509459505052869
20,1.5825906376944139,3.3833550240341674,2.0049646731290243,1.4544135074749682
21,0.13813777073316721,3.798938583815141,2.254967207807569,1.6382803307997058
22,0.1647728932439793,3.5744034685967243,2.1192671475650626,1.5380624132142582
23,0.9698917762096261,3.4678031752433447,2.055777334650876,1.491791616119587
24,0.3636501849153757,3.467862764224677,2.055121924452361,1.4908506238059278
25,-0.048414671612334995,3.4078217145258365,2.018906401822345,1.4641513979864995
26,0.2600327679460656,3.3193211382548786,1.9656272578996856,1.424940257820996
27,0.3961106391803078,3.2580166434415125,1.9286406958157152,1.397666667248814
28,-0.19282126413568892,3.3193268298247314,1.9666941156979527,1.4264309623935985
29,0.08608120228675772,3.2080931804866686,1.8993351683292754,1.3765962731540555
30,0.8072844709387287,3.1361272953067236,1.8567835971252764,1.3457932496932536
31,0.16158398345018626,3.108266225463242,1.8389359199388133,1.3319450817864755
32,0.448915882301607,3.08455053522283,1.8248976973391444,1.3217721946389098
33,-0.7191130226963962,2.9667881408907077,1.7528582969672932,1.2679952897970734
34,-0.2907899513181239,2.9927867457428903,1.7683919120477702,1.2793490204829834
35,0.3544295288491881,3.0194203861907827,1.7851786053001268,1.2922026854367332
36,-0.049844202183032774,3.0252490972417303,1.7894694965763283,1.2958793468839198
37,0.13706932178692371,2.9362935709275453,1.7361132084389566,1.2567419641979471
38,-0.47805982222127197,2.861683277769597,1.690767615094307,1.223085160305536
39,0.9491319252618419,2.9676420961785506,1.755902364800102,1.271914123630495
40,-0.3263480260641042,2.9059867733309703,1.7172923200794796,1.24250873180612
41,0.8327062522421196,3.0291652473959596,1.7930699082733685,1.2993536475881393
42,-0.16366197978251576,2.999185171790321,1.774835636529494,1.2858108378843114
43,-1.0761809339298447,3.006926657593113,1.7807916619986104,1.291053721921983
44,-0.26545886696840376,3.2001770562045198,1.8973881025879489,1.3770333449216352
45,1.6238307844139777,3.104905131479079,1.8396465402955078,1.3342820100138668
46,-0.34948086985140087,3.226679757731973,1.9097227061184363,1.3837089833685319
47,0.8606362911742598,3.2304259482784903,1.9125136759992976,1.3861184228283565
