Day,Actual_Returns,VaR_1_percent,VaR_5_percent,VaR_10_percent,Portfolio_Volatility,N_Assets,Nu,Model
1,-1.6413089,-4.427331,-2.5707917,-1.8292602,1.3753351,5,5.0,Sequential RNN
2,-0.334162,-4.358651,-2.4738567,-1.7210398,1.3962663,5,5.0,Sequential RNN
3,0.24118783,-5.040431,-3.0765467,-2.292138,1.4548575,5,5.0,Sequential RNN
4,1.4514388,-5.173076,-3.1592588,-2.354907,1.4918486,5,5.0,Sequential RNN
5,0.13241342,-4.178495,-2.421382,-1.7195632,1.3016794,5,5.0,Sequential RNN
6,-0.5772955,-4.7193117,-2.818552,-2.0593586,1.4080926,5,5.0,Sequential RNN
7,0.24394388,-4.1873827,-2.3154147,-1.5677214,1.3867639,5,5.0,Sequential RNN
8,-0.4663724,-4.4873743,-2.618671,-1.8722807,1.3843464,5,5.0,Sequential RNN
9,0.09728938,-4.8610873,-2.8229525,-2.0088885,1.5098616,5,5.0,Sequential RNN
10,-0.033481836,-5.155481,-3.2675781,-2.513519,1.3985692,5,5.0,Sequential RNN
11,-0.9844671,-4.806789,-2.8225403,-2.0299985,1.469943,5,5.0,Sequential RNN
12,0.33229393,-4.9825554,-3.079725,-2.3197033,1.4096278,5,5.0,Sequential RNN
13,-0.67849696,-4.0457053,-2.253289,-1.5373689,1.3278325,5,5.0,Sequential RNN
14,-0.17779876,-4.0263276,-2.1374202,-1.3829603,1.3993142,5,5.0,Sequential RNN
15,0.06391361,-5.3082952,-3.3895729,-2.6232035,1.4214005,5,5.0,Sequential RNN
16,0.85808474,-5.366883,-3.3975766,-2.6110024,1.4588742,5,5.0,Sequential RNN
17,-1.0919608,-3.855881,-2.188105,-1.5219694,1.2354972,5,5.0,Sequential RNN
18,0.8667053,-3.7162094,-2.0537443,-1.3897285,1.2315642,5,5.0,Sequential RNN
19,0.54468775,-5.0691695,-3.2339616,-2.5009518,1.359532,5,5.0,Sequential RNN
20,1.3387134,-4.564338,-2.819909,-2.1231565,1.2922827,5,5.0,Sequential RNN
21,-0.4188894,-4.707899,-2.9945872,-2.3102627,1.2692314,5,5.0,Sequential RNN
22,2.134851,-5.0750523,-3.1072843,-2.321327,1.457733,5,5.0,Sequential RNN
23,-0.085884936,-4.377747,-2.6057196,-1.8979439,1.3127282,5,5.0,Sequential RNN
24,-0.26946977,-4.8408604,-2.933633,-2.1718552,1.4128853,5,5.0,Sequential RNN
25,-0.06265682,-5.0853953,-3.134817,-2.3557239,1.4450003,5,5.0,Sequential RNN
26,0.22585541,-4.9020123,-2.8952549,-2.0937235,1.4866177,5,5.0,Sequential RNN
27,-1.3136108,-5.4490294,-3.455201,-2.658834,1.4770405,5,5.0,Sequential RNN
28,0.15672162,-5.288285,-3.4103255,-2.6602392,1.391202,5,5.0,Sequential RNN
29,0.57048976,-4.642481,-2.7460806,-1.9886287,1.4048645,5,5.0,Sequential RNN
30,-0.19056518,-4.964172,-3.0924783,-2.3448925,1.3865622,5,5.0,Sequential RNN
31,-0.62237257,-4.598098,-2.73282,-1.9877996,1.3818076,5,5.0,Sequential RNN
32,0.9100344,-5.3747463,-3.4060645,-2.6197412,1.4584106,5,5.0,Sequential RNN
33,0.5663661,-4.1399465,-2.3937848,-1.6963392,1.2935671,5,5.0,Sequential RNN
34,0.8041877,-4.5202274,-2.7513068,-2.0447707,1.3104274,5,5.0,Sequential RNN
35,0.15487696,-3.8180902,-2.1777427,-1.5225625,1.2151778,5,5.0,Sequential RNN
36,0.68601644,-5.7359743,-3.6421268,-2.805811,1.5511346,5,5.0,Sequential RNN
37,0.31383768,-4.8071213,-3.0514548,-2.3502142,1.300607,5,5.0,Sequential RNN
38,0.92161196,-4.289928,-2.5328784,-1.8310845,1.301633,5,5.0,Sequential RNN
39,-0.3397225,-4.2773523,-2.4455786,-1.7139391,1.3569893,5,5.0,Sequential RNN
40,0.69114584,-4.9559393,-2.9866242,-2.200046,1.4588802,5,5.0,Sequential RNN
41,-0.44283992,-4.2108016,-2.296296,-1.5316124,1.4182765,5,5.0,Sequential RNN
42,1.1293057,-4.8963866,-2.9324236,-2.1479862,1.4549145,5,5.0,Sequential RNN
43,0.0897667,-3.9969158,-2.292388,-1.6115726,1.2627238,5,5.0,Sequential RNN
44,-0.9447004,-4.337828,-2.4421105,-1.6849309,1.4043591,5,5.0,Sequential RNN
45,0.5063302,-5.0715585,-3.1134622,-2.3313677,1.450568,5,5.0,Sequential RNN
46,0.8584211,-4.8736615,-2.9641058,-2.2014005,1.4146094,5,5.0,Sequential RNN
47,-0.55939597,-4.658209,-2.7839615,-2.0353565,1.3884532,5,5.0,Sequential RNN
48,-0.14540675,-4.2521653,-2.392108,-1.6491717,1.3779417,5,5.0,Sequential RNN
49,0.5936841,-5.0800138,-3.1081479,-2.320552,1.4607698,5,5.0,Sequential RNN
50,0.38969955,-5.531248,-3.4541342,-2.624502,1.5387384,5,5.0,Sequential RNN
51,0.56043714,-5.2254457,-3.2725744,-2.4925659,1.4466977,5,5.0,Sequential RNN
52,-0.10886732,-4.3789105,-2.580528,-1.8622253,1.3322513,5,5.0,Sequential RNN
53,-0.78415084,-4.544672,-2.5410354,-1.7407514,1.4843056,5,5.0,Sequential RNN
54,-0.56631535,-5.489657,-3.3685498,-2.5213456,1.5713283,5,5.0,Sequential RNN
55,2.166536,-5.923373,-3.5643995,-2.6221879,1.7475418,5,5.0,Sequential RNN
56,0.8860934,-3.9797742,-2.2174206,-1.5135089,1.305561,5,5.0,Sequential RNN
57,-0.5339667,-4.2611976,-2.6382937,-1.9900798,1.2022562,5,5.0,Sequential RNN
58,0.5427422,-4.902458,-3.1845355,-2.4983692,1.2726474,5,5.0,Sequential RNN
59,-0.058713082,-4.280639,-2.477487,-1.7572795,1.3357843,5,5.0,Sequential RNN
60,-0.27041206,-5.4987965,-3.5006042,-2.7024941,1.4802719,5,5.0,Sequential RNN
61,-0.035999753,-4.820133,-2.8983417,-2.1307456,1.4236746,5,5.0,Sequential RNN
62,-1.0153489,-5.061294,-3.0901828,-2.3028882,1.4602121,5,5.0,Sequential RNN
63,-0.98520905,-4.805348,-2.9935074,-2.2698302,1.3422215,5,5.0,Sequential RNN
64,2.4264169,-5.0063624,-3.2855783,-2.598271,1.274766,5,5.0,Sequential RNN
65,0.6557362,-4.373733,-2.7473905,-2.0978034,1.204804,5,5.0,Sequential RNN
66,-0.24543218,-4.2146564,-2.5241897,-1.8489908,1.2523068,5,5.0,Sequential RNN
67,-1.1351225,-4.50327,-2.8403933,-2.1762125,1.2318699,5,5.0,Sequential RNN
68,0.12180803,-5.159142,-3.1935356,-2.40844,1.4561332,5,5.0,Sequential RNN
69,-0.36569858,-4.906245,-2.9909546,-2.2259562,1.4188582,5,5.0,Sequential RNN
70,-0.061118875,-4.9639473,-3.051408,-2.2875078,1.4168206,5,5.0,Sequential RNN
71,-0.029226841,-5.2168202,-3.2100263,-2.408481,1.4866446,5,5.0,Sequential RNN
72,-0.52401304,-4.8627915,-2.8419573,-2.0348043,1.497045,5,5.0,Sequential RNN
73,0.15436038,-5.4135323,-3.4174194,-2.6201403,1.4787315,5,5.0,Sequential RNN
74,-0.6968136,-4.4769936,-2.7022114,-1.9933348,1.3147691,5,5.0,Sequential RNN
75,0.675578,-4.6447434,-2.7447448,-1.9858557,1.4075297,5,5.0,Sequential RNN
76,0.7001928,-4.353803,-2.6604276,-1.984067,1.2544609,5,5.0,Sequential RNN
77,-0.3089081,-5.276639,-3.4503052,-2.720839,1.3529582,5,5.0,Sequential RNN
78,-1.2437592,-4.7463913,-2.605777,-1.7507821,1.5857788,5,5.0,Sequential RNN
79,0.86754775,-5.230789,-3.0547082,-2.1855462,1.6120533,5,5.0,Sequential RNN
80,-0.52545893,-4.4836617,-2.6314228,-1.8916081,1.3721501,5,5.0,Sequential RNN
81,-0.21048817,-5.2009926,-3.1439557,-2.3223426,1.5238643,5,5.0,Sequential RNN
82,-0.86342376,-4.609764,-2.7998059,-2.0768783,1.3408281,5,5.0,Sequential RNN
83,-0.3551749,-4.4816628,-2.6565158,-1.9275239,1.3520781,5,5.0,Sequential RNN
84,-0.11955082,-4.9116,-3.0264428,-2.2734814,1.3965355,5,5.0,Sequential RNN
85,-0.33519864,-4.626458,-2.802829,-2.074442,1.3509555,5,5.0,Sequential RNN
86,-0.42010975,-4.439363,-2.4834106,-1.702172,1.4489805,5,5.0,Sequential RNN
87,0.4128786,-5.055172,-3.0951476,-2.312283,1.4519969,5,5.0,Sequential RNN
88,0.3758031,-5.176376,-3.2608879,-2.4958107,1.4190047,5,5.0,Sequential RNN
89,-1.2341663,-4.865662,-2.698254,-1.8325557,1.6056285,5,5.0,Sequential RNN
90,-0.9206057,-5.007686,-3.1380823,-2.3913326,1.3850135,5,5.0,Sequential RNN
91,0.30209732,-5.4807825,-3.1723716,-2.2503557,1.7100827,5,5.0,Sequential RNN
92,-2.684315,-4.448935,-2.6000793,-1.8616171,1.369643,5,5.0,Sequential RNN
93,-1.0124915,-3.9718065,-1.8579684,-1.0136675,1.5659429,5,5.0,Sequential RNN
94,0.956255,-5.980588,-3.74839,-2.856814,1.6536255,5,5.0,Sequential RNN
95,-1.370576,-4.137993,-2.4109492,-1.7211418,1.2794021,5,5.0,Sequential RNN
96,2.2459207,-5.149992,-2.8497262,-1.9309632,1.7040505,5,5.0,Sequential RNN
97,-0.06182742,-3.8035238,-1.9610457,-1.225131,1.3649172,5,5.0,Sequential RNN
98,0.4023029,-5.200388,-3.314662,-2.5614715,1.396957,5,5.0,Sequential RNN
99,1.2287507,-4.931708,-3.158889,-2.4507966,1.3133148,5,5.0,Sequential RNN
100,1.7353578,-4.2315855,-2.5733416,-1.9110123,1.2284365,5,5.0,Sequential RNN
101,0.82132375,-4.5087724,-2.7039502,-1.9830754,1.3370223,5,5.0,Sequential RNN
102,-0.6440246,-4.877424,-2.717161,-1.8543184,1.6003337,5,5.0,Sequential RNN
103,-0.83360076,-4.9632425,-2.8643038,-2.025954,1.554905,5,5.0,Sequential RNN
104,-0.00079886505,-6.0859118,-3.8919969,-3.0157123,1.6252654,5,5.0,Sequential RNN
105,-0.7704857,-5.0434403,-3.1563907,-2.4026728,1.3979374,5,5.0,Sequential RNN
106,-0.7658691,-4.7133226,-2.669059,-1.8525484,1.5144019,5,5.0,Sequential RNN
107,-1.7131379,-4.8622193,-2.8918755,-2.1048887,1.459642,5,5.0,Sequential RNN
108,-1.0286487,-6.2545934,-3.68367,-2.6568038,1.9045537,5,5.0,Sequential RNN
109,-0.34894347,-5.316649,-3.338396,-2.5482492,1.4655014,5,5.0,Sequential RNN
110,2.370264,-5.581768,-3.0922275,-2.0978637,1.8442677,5,5.0,Sequential RNN
111,0.02262897,-4.3430614,-2.4462757,-1.6886694,1.4051497,5,5.0,Sequential RNN
112,-1.8164423,-2.3244512,-1.0253386,-0.50645214,0.9623903,5,5.0,Sequential RNN
113,0.19949362,-3.9976459,-2.3063724,-1.6308513,1.2529043,5,5.0,Sequential RNN
114,-2.4339232,-4.2428026,-2.2409089,-1.4413208,1.4830139,5,5.0,Sequential RNN
115,-3.3331058,-3.3270047,-1.4199092,-0.6581849,1.412787,5,5.0,Sequential RNN
116,-1.2468116,-5.0109973,-3.0481122,-2.2641046,1.4541168,5,5.0,Sequential RNN
117,-0.45517772,-6.44832,-4.124424,-3.1962245,1.7215543,5,5.0,Sequential RNN
118,1.5245788,-3.900979,-2.341507,-1.7186294,1.1552651,5,5.0,Sequential RNN
119,0.911516,-3.9719253,-2.5485566,-1.9800398,1.0544397,5,5.0,Sequential RNN
120,-1.7886603,-2.6422076,-1.2328006,-0.66986084,1.0440971,5,5.0,Sequential RNN
121,-3.7319453,-4.5787973,-2.3687255,-1.4859871,1.6372343,5,5.0,Sequential RNN
122,-4.1283803,-1.271066,0.012570721,0.52527565,0.95092505,5,5.0,Sequential RNN
123,0.9611021,-5.658083,-3.7081528,-2.9293191,1.4445194,5,5.0,Sequential RNN
124,-7.2221794,-2.6396499,-0.9975493,-0.34166798,1.2164774,5,5.0,Sequential RNN
125,1.658672,0.16672346,1.1290361,1.5133989,0.7128868,5,5.0,Sequential RNN
126,-20.726765,-5.903169,-4.2537494,-3.5949445,1.2218997,5,5.0,Sequential RNN
127,4.903506,-0.33622104,0.54773724,0.90080446,0.65484107,5,5.0,Sequential RNN
128,2.5933967,-15.020807,-10.536022,-8.744726,3.3223553,5,5.0,Sequential RNN
129,-10.9888,-0.9064904,0.18694288,0.62367773,0.8100219,5,5.0,Sequential RNN
130,-1.2756122,-8.057453,-4.3164325,-2.822208,2.7713692,5,5.0,Sequential RNN
131,0.8006251,-4.2970095,-2.8499355,-2.2719517,1.0720009,5,5.0,Sequential RNN
132,-0.47184375,-4.33395,-2.1738825,-1.3111173,1.6001892,5,5.0,Sequential RNN
133,2.1780686,-3.5630817,-2.2087927,-1.6678674,1.0032657,5,5.0,Sequential RNN
134,-5.9531007,-4.0005956,-2.8700564,-2.4185016,0.83750933,5,5.0,Sequential RNN
135,5.8998156,-3.541915,-2.0382507,-1.4376633,1.1139233,5,5.0,Sequential RNN
136,7.6751013,-1.3902252,-0.2736498,0.1723283,0.82716537,5,5.0,Sequential RNN
137,2.6683774,-4.0103917,-2.0683973,-1.2927351,1.4386395,5,5.0,Sequential RNN
138,-4.493818,-3.5909011,-2.2795694,-1.7558028,0.9714426,5,5.0,Sequential RNN
139,-0.1560237,-1.9115535,-0.78935647,-0.34113303,0.83132994,5,5.0,Sequential RNN
140,-0.6393156,-3.6731033,-2.3665493,-1.8446912,0.9679023,5,5.0,Sequential RNN
141,3.5022776,-2.1777277,-0.71085966,-0.124969,1.0866642,5,5.0,Sequential RNN
142,5.805204,-4.653203,-2.5772183,-1.7480365,1.5379018,5,5.0,Sequential RNN
143,-4.5759883,-5.539444,-3.5564759,-2.7644477,1.4689934,5,5.0,Sequential RNN
144,-0.8368279,-5.313667,-3.3583572,-2.5773745,1.4485043,5,5.0,Sequential RNN
145,-0.30604237,-5.022023,-2.8732417,-2.0149817,1.5918316,5,5.0,Sequential RNN
146,2.6169426,-3.8568926,-2.0625532,-1.3458644,1.3292574,5,5.0,Sequential RNN
147,-1.0310899,-5.674966,-3.4661791,-2.5839531,1.6362822,5,5.0,Sequential RNN
148,-5.1473036,-6.5123277,-3.7862034,-2.6973433,2.01953,5,5.0,Sequential RNN
149,2.666641,-5.9822493,-3.7353768,-2.8379393,1.6644963,5,5.0,Sequential RNN
150,3.8974414,-5.354915,-3.1418715,-2.2579484,1.6394341,5,5.0,Sequential RNN
151,-1.9081662,-6.2987585,-3.8656662,-2.89385,1.8024484,5,5.0,Sequential RNN
152,-2.3203695,-5.1344805,-2.3423226,-1.2270904,2.0684469,5,5.0,Sequential RNN
153,3.1150484,-7.2345843,-4.345631,-3.1917367,2.1401534,5,5.0,Sequential RNN
154,-3.035327,-4.636194,-2.6223006,-1.8179195,1.4919035,5,5.0,Sequential RNN
155,3.5900474,-3.879439,-2.0016074,-1.251572,1.3911079,5,5.0,Sequential RNN
156,-0.49596587,-6.3737636,-3.9220169,-2.942751,1.8162671,5,5.0,Sequential RNN
157,-3.6904778,-7.833821,-4.8206596,-3.6171567,2.2321658,5,5.0,Sequential RNN
158,-2.4066935,-5.4007463,-3.3088224,-2.4732747,1.5497087,5,5.0,Sequential RNN
159,2.8196585,-4.548025,-2.423446,-1.5748557,1.5738999,5,5.0,Sequential RNN
160,-0.40926093,-5.4225593,-3.43024,-2.6344771,1.4759207,5,5.0,Sequential RNN
161,0.48392978,-3.4705312,-1.6779212,-0.9619238,1.3279766,5,5.0,Sequential RNN
162,1.6383647,-5.6664753,-3.6034675,-2.7794688,1.5282881,5,5.0,Sequential RNN
163,1.7895905,-3.8448586,-2.1238072,-1.4363904,1.2749664,5,5.0,Sequential RNN
164,2.7249048,-4.724561,-2.7126992,-1.9091297,1.4903996,5,5.0,Sequential RNN
165,-2.8873358,-6.373762,-3.7606406,-2.716918,1.9358146,5,5.0,Sequential RNN
166,2.1633637,-5.3592467,-2.878111,-1.8871052,1.8380388,5,5.0,Sequential RNN
167,-2.0927494,-5.1112742,-2.9503891,-2.0872974,1.6007963,5,5.0,Sequential RNN
168,-2.5354095,-4.3133698,-2.2965698,-1.4910266,1.4940577,5,5.0,Sequential RNN
169,0.6305387,-5.024852,-2.8799174,-2.0231965,1.58898,5,5.0,Sequential RNN
170,2.3166733,-4.77046,-2.8554678,-2.0905898,1.4186373,5,5.0,Sequential RNN
171,-0.77210397,-3.6910064,-2.1493282,-1.5335569,1.142084,5,5.0,Sequential RNN
172,1.6825967,-2.9929898,-1.7241797,-1.2173965,0.9399419,5,5.0,Sequential RNN
173,-4.216311,-6.1304646,-3.7820988,-2.8441248,1.739682,5,5.0,Sequential RNN
174,-0.45829457,-4.699914,-2.7380645,-1.9544716,1.453349,5,5.0,Sequential RNN
175,10.024944,-6.5014257,-3.919007,-2.8875494,1.9130697,5,5.0,Sequential RNN
176,4.173869,-3.834674,-2.405046,-1.8340302,1.0590762,5,5.0,Sequential RNN
177,0.8091642,-6.8679323,-4.1181192,-3.0198016,2.0370758,5,5.0,Sequential RNN
178,2.3133583,-3.696082,-2.0465035,-1.3876354,1.2220168,5,5.0,Sequential RNN
179,-0.73121345,-4.5698805,-2.5498817,-1.7430627,1.4964263,5,5.0,Sequential RNN
180,-0.6749982,-6.583343,-4.220357,-3.2765415,1.7505138,5,5.0,Sequential RNN
181,3.3541598,-5.766813,-3.6632843,-2.8231,1.5583062,5,5.0,Sequential RNN
182,1.6119365,-5.398876,-3.363573,-2.5506415,1.5077628,5,5.0,Sequential RNN
183,2.189376,-3.42493,-1.9741799,-1.394727,1.0747244,5,5.0,Sequential RNN
184,-1.6499001,-5.1681995,-3.262233,-2.5009599,1.411951,5,5.0,Sequential RNN
185,-0.9565042,-4.343574,-2.734749,-2.0921593,1.1918266,5,5.0,Sequential RNN
186,-0.30709803,-3.3476682,-1.8568954,-1.2614567,1.104373,5,5.0,Sequential RNN
187,-1.7630818,-3.6719947,-1.9771413,-1.3001893,1.2555579,5,5.0,Sequential RNN
188,-6.365161,-3.5890818,-1.6737615,-0.90875196,1.4188799,5,5.0,Sequential RNN
189,-2.48541,-5.908453,-3.5456336,-2.6018853,1.7503895,5,5.0,Sequential RNN
190,0.7837115,-7.7447467,-4.164273,-2.7341743,2.652436,5,5.0,Sequential RNN
191,-3.925923,-4.852625,-2.96538,-2.2115843,1.398081,5,5.0,Sequential RNN
192,0.22805282,-6.6944737,-3.8713846,-2.7437975,2.0913613,5,5.0,Sequential RNN
193,-0.8415033,-5.538382,-3.2162511,-2.2887554,1.7202482,5,5.0,Sequential RNN
194,-0.32284936,-5.4566493,-3.3507786,-2.50966,1.5600413,5,5.0,Sequential RNN
195,1.8283354,-5.3606477,-3.2463431,-2.4018564,1.5662886,5,5.0,Sequential RNN
196,-2.9520872,-5.4990873,-3.469403,-2.6587143,1.5036021,5,5.0,Sequential RNN
197,0.60738695,-4.1942153,-2.3199894,-1.5713943,1.3884366,5,5.0,Sequential RNN
198,1.9931356,-5.4659615,-3.356595,-2.5140803,1.5626311,5,5.0,Sequential RNN
199,-0.16440949,-4.417262,-2.4219446,-1.6249827,1.4781423,5,5.0,Sequential RNN
200,-0.34026948,-4.7311115,-3.0062144,-2.3172626,1.2778141,5,5.0,Sequential RNN
201,-2.2027705,-3.8542924,-2.1377969,-1.4522011,1.27159,5,5.0,Sequential RNN
202,1.5476804,-5.331625,-3.464068,-2.7181356,1.383497,5,5.0,Sequential RNN
203,2.395919,-4.1124806,-2.5753095,-1.9613395,1.138745,5,5.0,Sequential RNN
204,-0.12671101,-5.7869434,-3.7281418,-2.905824,1.525172,5,5.0,Sequential RNN
205,-2.1863625,-5.8357058,-3.2146704,-2.1677868,1.9416782,5,5.0,Sequential RNN
206,0.19383663,-5.8498673,-3.5800066,-2.6733887,1.6815262,5,5.0,Sequential RNN
207,-0.0017662101,-4.6066656,-2.6371958,-1.8505591,1.4589943,5,5.0,Sequential RNN
208,2.7688677,-4.7769985,-2.899397,-2.149453,1.3909384,5,5.0,Sequential RNN
209,-0.2569722,-3.7907712,-2.1272795,-1.4628546,1.2323242,5,5.0,Sequential RNN
210,2.057381,-5.3118963,-3.085991,-2.196928,1.6489644,5,5.0,Sequential RNN
211,0.28528652,-6.30065,-3.9013586,-2.9430432,1.7774092,5,5.0,Sequential RNN
212,-1.9579473,-5.6554213,-3.2423408,-2.2785168,1.7876251,5,5.0,Sequential RNN
213,0.95246965,-6.181574,-3.9226382,-3.0203815,1.6734331,5,5.0,Sequential RNN
214,-2.0111458,-5.3867426,-3.4034624,-2.6113095,1.4692248,5,5.0,Sequential RNN
215,-0.97274745,-4.97569,-3.1227252,-2.3826225,1.3726854,5,5.0,Sequential RNN
216,-0.23952082,-5.286569,-3.313921,-2.5260134,1.46135,5,5.0,Sequential RNN
217,0.62806696,-4.5701823,-2.5187607,-1.69939,1.5197045,5,5.0,Sequential RNN
218,0.56869674,-3.3473606,-1.7652211,-1.1332897,1.1720573,5,5.0,Sequential RNN
219,0.07698614,-5.481341,-3.5208795,-2.7378395,1.452321,5,5.0,Sequential RNN
220,-0.9023086,-4.636091,-2.778947,-2.037174,1.3757832,5,5.0,Sequential RNN
221,-2.555099,-5.4096875,-3.4992723,-2.736222,1.4152467,5,5.0,Sequential RNN
