Asset_1_Weight,Asset_2_Weight,Asset_3_Weight,Asset_4_Weight,Asset_5_Weight,Asset_6_Weight,Asset_7_Weight,Asset_8_Weight,Asset_9_Weight,Asset_10_Weight,Asset_11_Weight,Asset_12_Weight,Asset_13_Weight,Asset_14_Weight,Asset_15_Weight,Asset_16_Weight,Asset_17_Weight,Asset_18_Weight,Asset_19_Weight,Asset_20_Weight,Asset_21_Weight,Asset_22_Weight,Asset_23_Weight,Asset_24_Weight,Asset_25_Weight,Asset_26_Weight,Asset_27_Weight,Asset_28_Weight,Asset_29_Weight,Asset_30_Weight,Day,Model
0.027571332,0.018843861,-0.06167443,-0.020665044,-0.0005461002,-0.10238497,-0.013207822,0.03949114,0.30327043,0.34965718,-0.23557365,0.0753675,0.048395805,0.100666516,-0.3288815,-0.0364768,-0.5270448,-0.30195647,0.013847665,-0.31838,0.09670114,0.122180454,-0.09944143,0.13239975,-0.03457133,-0.26927054,-0.086182974,0.03801971,1.6839715,0.38587382,1,Sequential RNN
-0.03712246,0.02535478,-0.2816551,0.058847245,-0.07444558,-0.14560628,0.033734124,-0.19146463,-0.24702929,-0.11274396,-0.22047494,0.31848568,1.11655,0.09050205,-0.02892201,0.023243127,-0.28672114,0.5168331,-0.027428756,0.025813947,-0.02656285,0.1275014,-0.25080702,0.09154808,-0.0715246,0.42605427,0.0032896297,-0.002486371,0.009898248,0.13733953,2,Sequential RNN
-0.025381789,-0.003102489,-0.12527293,-0.022844201,0.016823962,0.41079995,-0.0037001744,0.019785918,0.07086489,0.1950564,0.6242652,0.10420969,-0.21583776,0.077780336,-0.15653878,0.13280645,0.004949093,0.7734387,0.052903417,-0.09858002,0.099272735,0.015424631,-0.075260594,-0.36156026,-0.09527809,-0.13152418,-0.19161007,0.0020363836,-0.49531868,0.40139225,3,Sequential RNN
-0.04786273,0.019750277,-0.34255788,-0.045903057,-0.06863522,0.017079083,0.026846468,-0.028465342,0.18581805,0.7669444,0.08991534,-0.023397036,0.28783223,0.46861824,-0.40765342,0.025131337,-0.2843707,0.34718528,0.016523294,-0.40809593,-0.042065088,0.14290607,0.023118,-0.11057773,-0.057441495,-0.19993752,-0.11362689,0.023915477,0.07228232,0.66672426,4,Sequential RNN
-0.06697879,-0.0020600846,-0.41105518,-0.02575288,-0.050634947,0.25452617,0.015765369,0.08246932,-0.32057917,0.9235537,0.28598294,-0.15699896,0.24606656,0.37142178,-0.3716929,0.050046813,0.056152526,0.19702937,0.020036,-0.5401822,-0.079247095,0.0066716974,0.15393674,-0.23280804,0.1260244,0.089930885,-0.15104488,-0.016768027,0.02766242,0.51852643,5,Sequential RNN
-0.042271018,0.025615148,-0.2716752,-0.029111138,-0.05694974,0.09586909,0.057296906,-0.027030278,-0.065288335,1.0433792,0.04389055,-0.11340084,0.14459452,0.467657,-0.33452398,-0.016186392,-0.14253029,0.07403919,-0.021889454,-0.5876562,-0.12287834,0.21419448,0.096309565,-0.11546239,-0.059597168,-0.092834756,-0.087311745,0.008271837,0.52362525,0.39185414,6,Sequential RNN
-0.037808623,0.048717175,-0.14972325,-0.035030793,-0.07565142,0.3063463,0.07480867,-0.1296389,0.58893245,0.48068756,-0.06804618,-0.032807257,0.14598897,0.052817926,-0.34228587,0.036305152,-0.5876086,0.044290032,-0.029332135,-0.12147646,-0.2889368,0.11841356,-0.010096545,-0.22735505,0.12330208,-0.1519551,-0.16456407,0.09755332,0.8168142,0.5173392,7,Sequential RNN
-0.026897011,0.05472887,0.009302158,-0.07035735,0.08924645,-0.4246818,0.14856815,-0.22694309,0.52563494,0.87267226,0.33167863,-0.36978367,-0.48602554,1.10916,-0.9145887,0.07832989,-0.36745912,0.33512577,0.0051575922,-0.51835746,-0.21399178,0.4198059,0.27236816,-0.27718845,-0.20089124,-0.694931,0.21734165,0.31662938,0.43637046,0.56997573,8,Sequential RNN
-0.0003483483,0.018057788,-0.12593922,-0.022474833,-0.025964169,0.22423965,0.027618408,-0.04839686,0.19708282,0.39257988,-0.24991535,0.103773534,0.20878887,0.23156832,-0.6803256,0.048007492,-0.6441165,-0.43659374,-0.029208582,-0.19756418,-0.15432662,0.12987642,-0.18894112,-0.13415566,0.11103943,0.09761505,-0.07870035,0.12242518,1.6710544,0.43324366,9,Sequential RNN
-0.0488476,0.062420603,-0.28546947,-0.022679914,-0.07498188,-0.20365277,0.055870246,-0.17991333,0.35916016,0.26679856,0.05021852,-0.17346725,0.39574483,0.1975524,-0.070739955,0.072846554,-0.27459994,1.4037251,0.03603445,-0.16236837,-0.03006295,0.055794694,0.12146039,-0.08915456,-0.06773875,-0.2875109,-0.084677935,0.12526718,-0.6054123,0.45838463,10,Sequential RNN
0.0863132,0.021345204,-0.03695824,-0.07145132,0.00050315657,0.1847975,0.036358766,-0.07057486,-0.024503937,-0.2033931,-0.4175624,-0.04407394,0.30603582,0.4724272,-0.43741992,0.04034477,-0.8928193,1.8838263,0.027031768,0.093852766,-0.23970446,0.14668338,-0.08623509,-0.122640066,-0.29186928,0.21049975,-0.19854861,0.010892566,0.08696869,0.5298734,11,Sequential RNN
-0.008798388,-0.007673662,-0.16778392,-0.026259877,0.009071534,0.21478035,-0.00018194776,0.118531294,-0.41603678,0.7403766,0.16862293,-0.065099716,-0.0033299688,0.4471656,-0.28404918,0.007678522,0.0844105,-0.36812648,0.016513083,-0.34842914,0.03956121,-0.006781654,0.11927791,-0.08829172,0.15198661,0.38867486,-0.12391203,-0.03628101,-0.1266497,0.57103395,12,Sequential RNN
0.07442458,-0.0066048447,0.32700658,-0.08287373,0.33374673,0.21831621,-0.018622728,0.22757097,0.12663975,1.3888594,0.24714933,0.059129562,-1.1214012,0.4451629,-0.72303873,0.102391265,-0.2849741,-0.97999465,-0.06635609,-0.7334333,0.10634348,0.18539801,-0.016919224,-0.28409076,0.09807773,0.16515349,-0.13089079,0.03476947,0.97366226,0.3353991,13,Sequential RNN
0.022293337,-0.026273295,0.224716,-0.100599244,0.18744934,0.4339018,0.054706264,0.09252013,0.37630025,1.2507696,0.04597445,-0.14106418,-0.697283,0.0047724824,-0.2731855,0.059035134,-0.19851619,-0.48675522,0.3399207,-0.7186143,0.032825828,0.12427351,0.06617526,-0.264443,-0.19758101,-0.22199193,-0.16894612,0.03742168,0.8801198,0.26207736,14,Sequential RNN
-0.026263617,0.020052455,-0.15038516,-0.052641597,0.05125565,-0.025382128,0.040104844,0.018640235,-0.09955869,0.7748637,0.18050706,0.14745635,-0.1831909,0.31611937,-0.31022862,0.08931442,-0.26589975,1.058562,0.08250277,-0.37494275,-0.101150125,0.11921386,-0.1828092,-0.20461325,0.072589144,0.034865793,-0.13240561,0.065244876,-0.6857654,0.72394395,15,Sequential RNN
0.038317837,-0.028431816,0.25354493,-0.06428584,0.23474796,0.06535767,-0.0054622917,0.1616632,-0.6136353,-0.13381305,-0.063229494,-0.13026132,-0.3828418,0.6553979,-0.5002203,0.08676571,-0.3980187,1.403741,0.06096959,0.7020386,-0.084061086,-0.01283442,0.098512605,-0.1487416,-0.10806979,0.5795049,-0.23838137,0.014104775,-0.85083985,0.40846166,16,Sequential RNN
-0.03529233,0.009277779,-0.22005333,-0.021873312,-0.016236806,0.011955584,0.07179432,-0.10163872,-0.14057028,0.92680305,-0.13668603,0.087581016,0.15746951,0.5460718,-0.411602,0.042131282,0.12178856,0.798632,0.05094161,-0.6871041,-0.099980794,0.1390388,-0.14448872,-0.07646635,-0.26689267,-0.27146634,-0.12745148,0.06832125,0.18560226,0.5403943,17,Sequential RNN
0.042549133,0.004692863,0.3684183,-0.016018454,0.22233774,0.12812787,0.09971595,-0.035926808,0.0674018,1.517636,-0.18963121,0.3119116,-0.7480205,0.26786605,-0.40725896,0.060137056,-0.47639316,-0.21297872,0.22947542,-0.9349072,-0.0985886,0.18337697,-0.42926034,-0.079351515,-0.22007403,0.08818009,-0.110318415,0.03798056,0.884207,0.4447132,18,Sequential RNN
0.02677589,-0.023310618,0.13976663,-0.024839861,0.14634635,0.21634768,0.017375078,0.12169064,-0.327026,0.6696619,-0.087677956,0.21409065,-0.40440106,0.4284975,-0.54392636,0.1543581,-0.41971183,0.70416063,0.09155995,-0.2986562,-0.24736404,0.15012239,-0.3224141,-0.30301827,-0.087588355,0.17489438,-0.2253529,0.09415659,0.23789665,0.72758675,19,Sequential RNN
0.05273698,-0.025241628,0.31312555,-0.06585887,0.23139843,0.61678785,0.009155397,0.16671078,-0.47344658,0.39239436,-0.22084878,0.11219945,-0.4882909,-0.080518916,-0.44430402,0.10141445,-0.3195149,0.4224137,0.21813162,-0.1879261,-0.2903234,0.14484948,-0.20893104,-0.3402724,-0.15850969,0.2321422,-0.26897228,0.12127637,0.8398552,0.59836775,20,Sequential RNN
-0.014156116,-0.04174614,0.031082127,-0.017727982,0.09421168,-0.047254313,0.0078408485,0.03625527,-0.44404265,-0.39698285,0.2724385,-0.09873057,-0.034408584,0.80239713,-0.5265892,0.106921084,-0.18877701,1.5085306,0.2396767,0.5793071,-0.19986062,0.061366048,-0.018683983,-0.30817625,-0.048610732,0.23110493,-0.09318475,0.12756063,-0.95140284,0.33164197,21,Sequential RNN
-0.036414348,0.016187225,-0.35386944,-0.027797068,-0.07705298,-0.096980676,0.048509177,-0.06654696,-0.1152477,0.45919368,-0.276241,-0.15954177,0.7373539,0.30984107,-0.27266267,0.0050184154,-0.28311807,0.65401816,0.038737178,-0.3227074,-0.1205456,0.10910738,0.12114699,0.08237716,-0.13734968,0.075740196,-0.09443049,0.022892945,0.20810579,0.5522769,22,Sequential RNN
-0.07692554,-0.023393458,-0.6364078,-0.005878048,-0.07896058,-0.14181033,0.0055888486,0.10821674,-0.864621,0.78868866,0.07123519,-0.17417036,0.89390963,0.9621325,-0.7988007,0.07342212,0.011668657,-1.005374,-0.04625389,-0.37703618,0.18125369,0.041094486,0.22994055,0.0064909654,0.07399007,0.74462175,-0.17855023,-0.025405006,0.8642156,0.3771174,23,Sequential RNN
-0.012705968,0.032467317,-0.23874547,-0.020890476,-0.07084532,0.3483433,0.039162006,-0.08828374,0.44548962,0.9032145,0.17096174,0.16571487,-0.03349915,0.25003257,-0.3354119,-0.0030318322,-0.204454,-0.5929437,0.035853475,-0.5414804,0.10187245,0.19693872,-0.16455145,-0.17904206,-0.11035059,-0.26509777,-0.13949616,0.013937142,0.8754831,0.42135987,24,Sequential RNN
-0.037271395,0.010764406,-0.21998264,-0.01568138,-0.0050958935,0.2911293,0.014516771,0.02229748,0.023122296,1.3540175,0.18628834,-0.02530098,-0.14455548,0.08880574,-0.4173013,0.019642068,-0.40409252,-0.35578287,0.26479903,-0.8669555,-0.0040073255,0.19159986,-0.033265043,-0.2130459,-0.16821952,0.2278076,-0.1448646,-0.03211843,0.8338975,0.558853,25,Sequential RNN
-0.021276867,0.03977434,-0.20359483,-0.017335104,-0.05126958,0.47511637,0.03832952,-0.14514893,0.7865664,0.64561224,0.2527051,0.031833433,-0.098909676,0.39300266,-0.5311173,0.040019166,-0.29753742,0.29822102,0.0306658,-0.44565728,-0.15195055,0.21636087,-0.06448062,-0.34668612,-0.037649978,-0.48665836,-0.19722448,0.12435858,0.2282635,0.4956684,26,Sequential RNN
-0.04956891,-0.01531643,-0.3099305,-0.029857466,-0.011533478,-0.053335067,0.003476804,0.022911418,-0.025614971,-0.09421901,0.21199578,-0.45102346,0.36503497,0.604982,-0.38164815,0.17107257,0.034854695,1.7290142,0.28794813,0.22305572,-0.15270576,-0.036345415,0.3444071,-0.25778717,0.033298615,-0.16702135,-0.15198265,0.15224823,-1.4610009,0.4645903,27,Sequential RNN
-0.03471269,0.10166948,-0.24792297,0.043525506,-0.09567754,0.016178153,0.05794929,-0.22827682,0.2441792,0.28449953,-0.0840183,-0.044041723,0.47904328,0.009335223,-0.054115105,0.020657495,-0.39181563,0.33871382,0.06825758,-0.1294574,-0.104774445,0.09416736,0.011028746,-0.04728917,0.0009193908,-0.009071175,-0.064649545,0.02094187,0.11027258,0.6344844,28,Sequential RNN
-0.013029244,0.048976347,-0.24279664,-0.017093802,-0.11498952,0.18902077,0.045058563,-0.16361868,0.761175,0.54407763,-0.19229335,0.07507473,0.35713276,0.24881084,-0.31358662,0.011090667,-0.46304935,0.2250914,-0.036093645,-0.20511894,-0.21022584,0.21392462,-0.08855655,0.005214016,0.17828554,-0.32411438,-0.079676054,0.04994751,-0.13239846,0.64376044,29,Sequential RNN
0.0043875314,0.029903384,-0.13138387,-0.04006351,-0.04075849,0.23142216,0.02459021,-0.034030948,0.6801021,0.33301625,-0.06786431,-0.18540126,0.08428525,0.69683754,-0.35456103,0.09008796,-0.48620662,0.62579817,-0.021652058,0.08530064,-0.08595047,0.049338225,0.19407544,-0.06616631,0.057947982,-0.042397436,-0.1472378,-0.006126727,-0.9452629,0.46797127,30,Sequential RNN
-0.033106133,0.056499306,-0.3691786,-0.0036934963,-0.15665302,0.041453086,0.065645225,-0.2564316,0.8427936,0.3048626,-0.35798565,0.040185295,0.929354,0.25708658,-0.40174073,0.070888214,-0.72440374,-0.43536896,-0.059283752,-0.083502285,-0.07616838,0.22761016,-0.05409896,0.121966936,0.07697062,-0.2072942,-0.045017708,0.12052338,0.66699165,0.44109717,31,Sequential RNN
-0.038992893,0.032412663,-0.32026103,-0.011911847,-0.10765402,-0.08320176,0.05039659,-0.10456335,0.18280405,0.62134516,-0.24736561,-0.15406826,0.7399848,0.3785827,-0.26595998,0.029067826,-0.45474434,0.20067377,0.022789013,-0.20567562,-0.136026,0.15103018,0.12787953,0.1715972,0.016321322,0.07901666,-0.0031515202,0.16766982,-0.36141407,0.5234185,32,Sequential RNN
-0.011727009,0.009147821,-0.12096697,-0.008585176,-0.03653117,0.0037287252,0.030918129,-0.07220945,0.1870879,0.8974888,-0.01607991,0.0970428,0.0597615,0.2077673,-0.26155436,0.00661199,-0.32953182,-0.309517,0.03750001,-0.42780212,-0.056092896,0.1288795,-0.09039915,-0.038376156,-0.061700378,-0.05091785,-0.044032272,0.04734254,0.72600836,0.49673817,33,Sequential RNN
-0.04022324,0.038743712,-0.29028603,-0.022844203,-0.07027334,0.4494148,0.046225842,-0.13686553,0.24872725,0.6341179,0.3874098,-0.2087839,0.16896988,0.21319547,-0.22447264,0.09704331,0.026922941,0.36686838,0.037569266,-0.28821048,0.035476465,0.071511894,0.2717508,-0.26528984,-0.09783459,-0.19387919,-0.20886864,0.033904966,-0.53568095,0.45565948,34,Sequential RNN
-0.08964589,0.030815696,-0.48410118,0.020079594,-0.13224314,0.2684252,0.12329701,-0.26837963,0.023477973,0.5375828,-0.12521487,-0.12588103,0.8587124,1.0344673,-0.6484718,0.11640402,0.22459225,0.76487017,-0.095720865,-0.32356566,-0.22114836,0.14779414,0.18604277,-0.12152672,-0.22730623,-0.40411597,-0.18355057,0.10885897,-0.38659394,0.3920461,35,Sequential RNN
-0.009627406,0.006014745,-0.14760311,-0.049593892,0.00017501626,0.16022354,0.07716851,-0.19701834,0.4397686,-0.510523,-0.016276067,-0.203535,0.37575534,1.0794663,-0.815539,0.22164448,-0.09956884,1.5985652,0.03986556,0.79087067,-0.25130138,0.09618368,0.16078766,-0.2577161,0.10575336,-0.50126487,-0.16904797,0.22049925,-1.501705,0.3575781,36,Sequential RNN
-0.0074913376,-0.011487317,-0.1370936,-0.042049523,0.025385961,-0.12390065,0.10644532,-0.06656768,-0.09425088,0.6578225,0.02536514,0.021370087,-0.04965826,0.45054138,-0.4960311,0.043367557,-0.06000277,-0.33100832,0.07003604,-0.28058124,0.027679238,0.22146592,0.20415537,0.10821972,0.1741606,0.104996815,-0.07438275,0.062878005,-0.3065727,0.77718866,37,Sequential RNN
0.0020201998,-0.0013307543,-0.11442854,-0.03064399,-0.029358761,-0.14351586,0.032029036,0.013453925,0.1583713,0.6644315,-0.24801159,-0.27741063,0.20394883,0.46454674,-0.38461483,-0.04256557,-0.33411163,-0.22428116,0.027175358,-0.40939772,-0.041677922,0.09562697,0.2811096,0.21467638,-0.18702595,0.025055923,-0.016824154,0.043589756,0.8830398,0.3761238,38,Sequential RNN
-0.00415231,-0.0020069932,-0.24213845,-0.063891314,-0.022606425,0.21015999,0.019016266,0.008678323,0.08480391,0.55266786,0.15738931,-0.6039139,0.18064667,0.59577096,-0.4077034,0.1267228,0.20790823,0.22346431,0.092861,-0.24524128,0.2535353,-0.02967664,0.7058475,-0.14229983,-0.16854055,-0.2460859,-0.1979791,-0.007495674,-0.49264976,0.45690915,39,Sequential RNN
7.8567646e-5,0.005623821,-0.28201598,-0.026990643,-0.07342116,-0.25257176,0.035374716,-0.010728825,-0.10800855,0.708423,-0.4078983,-0.29170293,0.65520257,0.2771623,-0.18915983,-0.07704525,-0.33374715,-0.028029384,0.06000745,-0.4962797,-0.016728554,0.13383321,0.24271344,0.41512254,-0.083489016,0.16869241,-0.022281565,0.09227362,0.40232658,0.5032645,40,Sequential RNN
